LDEV_Read_Hit5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"59","2014/04/01 22:18",82,83,81,83,0,0,76,86
"60","2014/04/01 22:23",97,100,98,97,0,0,100,99
"61","2014/04/01 22:28",95,96,94,94,0,0,100,100
"62","2014/04/01 22:33",65,67,68,63,0,0,100,99
"63","2014/04/01 22:38",97,96,100,100,0,0,100,98
"64","2014/04/01 22:43",87,91,81,82,0,0,100,99
"65","2014/04/01 22:48",97,99,92,95,0,0,100,99
"66","2014/04/01 22:53",74,76,77,77,0,0,100,100
"67","2014/04/01 22:58",87,88,88,87,0,0,100,99
"68","2014/04/01 23:03",76,76,75,74,0,0,96,97
"69","2014/04/01 23:08",86,87,86,86,0,0,99,99
"70","2014/04/01 23:13",77,79,78,78,0,0,58,91
"71","2014/04/01 23:18",81,82,82,82,0,0,100,99
"72","2014/04/01 23:23",80,84,78,81,0,0,99,99
"73","2014/04/01 23:28",76,84,77,75,0,0,100,99
"74","2014/04/01 23:33",94,97,95,91,0,0,99,99
"75","2014/04/01 23:38",82,84,77,77,0,0,99,99
"76","2014/04/01 23:43",83,84,83,84,0,0,100,95
"77","2014/04/01 23:48",76,77,76,77,0,0,100,98
"78","2014/04/01 23:53",76,85,76,70,0,0,100,99
"79","2014/04/01 23:58",77,79,79,77,0,0,93,87
"80","2014/04/02 00:03",93,95,92,93,0,0,99,99
"81","2014/04/02 00:08",76,87,71,54,0,0,99,99
"82","2014/04/02 00:13",83,90,71,82,0,0,100,98
"83","2014/04/02 00:18",58,62,60,58,0,0,99,99
"84","2014/04/02 00:23",73,70,63,62,0,0,100,100
"85","2014/04/02 00:28",100,99,93,100,0,0,100,99
"86","2014/04/02 00:33",41,46,47,41,0,0,100,99
"87","2014/04/02 00:38",68,72,71,69,0,0,100,98
"88","2014/04/02 00:43",96,90,97,100,0,0,100,99
"89","2014/04/02 00:48",52,54,53,54,0,0,100,100
"90","2014/04/02 00:53",86,87,78,77,0,0,100,99
"91","2014/04/02 00:58",87,91,90,84,0,0,100,100
"92","2014/04/02 01:03",85,82,82,82,0,0,99,99
"93","2014/04/02 01:08",83,88,83,83,0,0,100,99
"94","2014/04/02 01:13",98,97,100,100,0,0,100,100
"95","2014/04/02 01:18",65,66,69,67,0,0,100,99
"96","2014/04/02 01:23",85,89,81,89,0,0,100,99
