LDEV_Read_HitF0.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:00X(X175-1)","00:F0:01X(X5-1)","00:F0:02X(X391-1)","00:F0:03X(X270-1)","00:F0:1AX(X450-1)","00:F0:59X(X369-1)","00:F0:67X(X484-1)","00:F0:68X(X485-1)","00:F0:69X(X486-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",100,0,100,100,100,0,93,93,93
"8","2014/04/01 18:03",4,0,50,20,100,0,87,87,86
"9","2014/04/01 18:08",100,0,100,100,100,0,79,78,78
"10","2014/04/01 18:13",100,0,100,100,100,0,84,84,84
"11","2014/04/01 18:18",33,50,100,33,8,0,87,87,87
"12","2014/04/01 18:23",100,0,100,100,100,0,85,84,84
"13","2014/04/01 18:28",100,0,100,100,100,0,89,89,89
"14","2014/04/01 18:33",100,0,100,100,100,0,91,91,91
"15","2014/04/01 18:38",100,0,100,100,100,0,88,88,88
"16","2014/04/01 18:43",100,0,100,100,100,0,86,86,86
"17","2014/04/01 18:48",33,50,100,33,33,0,88,87,86
"18","2014/04/01 18:53",100,0,100,100,100,0,89,89,89
"19","2014/04/01 18:58",100,0,100,100,100,0,86,85,85
"20","2014/04/01 19:03",20,0,100,33,16,0,72,73,74
"21","2014/04/01 19:08",100,0,100,100,100,0,80,80,80
"22","2014/04/01 19:13",100,0,100,100,16,0,86,86,87
"23","2014/04/01 19:18",33,50,100,33,33,0,80,81,80
"24","2014/04/01 19:23",100,0,50,100,100,0,76,76,75
"25","2014/04/01 19:28",0,0,100,100,100,0,74,75,74
"26","2014/04/01 19:33",100,0,100,100,100,0,76,75,76
"27","2014/04/01 19:38",100,0,100,100,100,0,77,78,78
"28","2014/04/01 19:43",100,0,100,100,100,0,73,73,75
"29","2014/04/01 19:48",0,50,100,100,25,0,73,73,72
"30","2014/04/01 19:53",100,0,100,100,100,0,91,91,91
"31","2014/04/01 19:58",100,0,100,100,100,0,88,86,89
"32","2014/04/01 20:03",100,0,33,6,100,0,70,71,68
"33","2014/04/01 20:08",100,0,100,100,100,0,65,68,65
"34","2014/04/01 20:13",100,0,100,50,100,0,73,72,74
"35","2014/04/01 20:18",33,50,100,100,33,0,81,82,83
"36","2014/04/01 20:23",100,0,100,100,100,0,89,89,88
