LDEV_Rnd_Read_IOPS0C.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:00X(X573-1)","00:0C:01X(X574-1)","00:0C:02X(X575-1)","00:0C:03X(X576-1)","00:0C:04X(X577-1)","00:0C:05X(X578-1)","00:0C:06X(X579-1)","00:0C:07X(X580-1)","00:0C:08X(X581-1)","00:0C:09X(X582-1)","00:0C:0AX(X583-1)","00:0C:0BX(X584-1)","00:0C:0CX(X585-1)"
"19","2014/04/01 18:58",2,3,4,2,5,5,3,2,4,2,2,3,4
"20","2014/04/01 19:03",3,5,6,4,7,6,3,5,5,4,3,4,6
"21","2014/04/01 19:08",5,5,8,5,7,8,5,5,7,7,4,5,7
"22","2014/04/01 19:13",4,6,6,6,7,9,5,5,6,5,4,5,7
"23","2014/04/01 19:18",3,5,6,5,7,8,7,5,6,4,3,5,6
"24","2014/04/01 19:23",4,7,6,4,8,8,5,5,7,5,4,5,7
"25","2014/04/01 19:28",3,4,5,5,6,6,4,4,5,5,3,4,5
"26","2014/04/01 19:33",4,5,5,4,6,7,4,4,5,4,3,4,5
"27","2014/04/01 19:38",6,7,9,7,10,9,6,6,7,7,5,7,10
"28","2014/04/01 19:43",3,4,4,3,5,5,3,3,4,3,4,3,4
"29","2014/04/01 19:48",2,2,3,3,4,4,3,2,4,3,3,3,4
"30","2014/04/01 19:53",2,3,3,3,4,5,3,3,3,3,2,2,4
"31","2014/04/01 19:58",3,5,6,5,8,7,6,4,6,4,4,5,6
"32","2014/04/01 20:03",4,6,8,6,9,9,5,6,8,6,6,6,8
"33","2014/04/01 20:08",3,5,6,4,8,8,4,4,7,5,4,5,6
"34","2014/04/01 20:13",3,5,7,5,9,9,4,5,7,5,4,5,8
"35","2014/04/01 20:18",4,6,7,5,9,8,4,4,8,5,4,5,7
"36","2014/04/01 20:23",4,5,7,5,10,9,4,5,7,5,5,5,7
"37","2014/04/01 20:28",3,6,7,5,10,9,4,5,8,5,5,5,8
"38","2014/04/01 20:33",4,5,7,4,9,9,5,5,7,5,4,6,7
"39","2014/04/01 20:38",3,6,7,4,9,8,4,4,7,5,4,5,7
"40","2014/04/01 20:43",4,5,8,5,9,9,4,5,7,5,4,5,7
"41","2014/04/01 20:48",3,5,6,4,9,8,4,5,6,5,4,5,7
"42","2014/04/01 20:53",4,5,7,4,9,8,4,5,7,5,4,5,8
"43","2014/04/01 20:58",4,5,7,5,9,9,4,5,8,5,4,5,7
"44","2014/04/01 21:03",3,6,7,4,9,8,4,5,6,5,4,5,6
"45","2014/04/01 21:08",3,3,5,3,4,5,3,2,4,5,2,3,4
"46","2014/04/01 21:13",2,4,5,4,7,6,3,3,4,3,3,3,4
"47","2014/04/01 21:18",3,4,5,3,6,6,6,4,5,4,4,4,5
"48","2014/04/01 21:23",3,4,5,3,6,6,3,3,4,3,3,4,5
"49","2014/04/01 21:28",2,3,4,3,5,6,2,3,5,3,2,3,5
"50","2014/04/01 21:33",3,4,6,4,6,6,3,3,5,3,3,3,5
"51","2014/04/01 21:38",4,6,6,4,7,7,4,5,6,5,4,5,6
"52","2014/04/01 21:43",3,5,6,5,8,7,3,4,6,4,4,4,5
"53","2014/04/01 21:48",2,3,4,2,4,4,2,2,4,3,2,3,4
"54","2014/04/01 21:53",2,4,6,4,7,7,4,4,6,4,3,4,5
"55","2014/04/01 21:58",3,4,7,3,5,5,3,3,5,4,3,3,5
"56","2014/04/01 22:03",5,7,8,8,9,10,6,8,6,6,6,8,8
"57","2014/04/01 22:08",4,5,6,5,7,7,4,4,6,6,4,4,5
"58","2014/04/01 22:13",3,4,6,4,6,7,4,4,5,4,4,5,5
"59","2014/04/01 22:18",5,6,9,7,10,9,5,6,9,6,7,6,8
"60","2014/04/01 22:23",7,8,11,9,12,12,8,8,10,8,8,9,10
"61","2014/04/01 22:28",7,5,6,6,7,8,5,6,6,6,7,5,7
"62","2014/04/01 22:33",7,5,8,6,7,8,5,6,7,6,5,5,8
"63","2014/04/01 22:38",8,7,8,7,10,9,6,7,8,7,5,7,8
"64","2014/04/01 22:43",7,7,10,8,11,11,7,7,8,9,7,8,9
"65","2014/04/01 22:48",9,6,9,7,11,9,7,7,8,7,7,7,8
"66","2014/04/01 22:53",6,5,8,6,8,9,5,4,6,5,4,6,8
"67","2014/04/01 22:58",4,7,6,6,8,9,5,6,7,5,4,6,5
"68","2014/04/01 23:03",7,6,8,7,8,7,5,9,7,5,6,6,7
"69","2014/04/01 23:08",8,8,10,7,8,10,8,8,7,10,7,7,10
"70","2014/04/01 23:13",9,9,7,8,8,10,7,6,8,6,8,8,10
"71","2014/04/01 23:18",7,7,9,6,10,10,9,7,9,9,7,8,10
"72","2014/04/01 23:23",6,7,7,7,7,9,7,6,8,6,8,8,8
"73","2014/04/01 23:28",7,6,6,8,8,7,5,7,9,7,6,5,7
"74","2014/04/01 23:33",7,9,9,5,8,7,9,6,9,5,7,7,8
"75","2014/04/01 23:38",5,8,9,7,7,6,7,8,8,5,7,7,8
"76","2014/04/01 23:43",4,4,5,6,8,7,5,7,6,7,5,7,6
"77","2014/04/01 23:48",7,7,8,9,9,7,6,5,7,6,8,7,8
"78","2014/04/01 23:53",5,6,7,5,7,7,6,6,6,5,5,7,5
"79","2014/04/01 23:58",5,6,5,4,7,6,6,4,8,5,5,5,6
"80","2014/04/02 00:03",6,7,9,7,6,9,8,7,7,7,5,6,7
"81","2014/04/02 00:08",6,6,7,7,8,9,7,8,6,8,7,10,11
"82","2014/04/02 00:13",3,5,7,5,5,7,5,5,6,6,5,5,5
"83","2014/04/02 00:18",5,6,7,6,7,8,5,7,6,7,5,3,7
"84","2014/04/02 00:23",5,6,7,6,9,7,4,5,7,6,5,5,7
"85","2014/04/02 00:28",5,7,8,7,9,7,5,6,8,6,6,7,7
"86","2014/04/02 00:33",6,5,12,7,11,8,6,8,10,10,8,7,9
"87","2014/04/02 00:38",5,6,9,6,8,8,5,7,8,8,5,6,8
"88","2014/04/02 00:43",8,10,12,8,13,13,8,8,10,9,8,11,11
"89","2014/04/02 00:48",6,9,11,9,13,14,7,9,11,10,8,11,11
"90","2014/04/02 00:53",7,7,9,9,9,10,8,8,10,8,8,7,7
"91","2014/04/02 00:58",5,7,8,7,10,9,7,6,8,6,5,7,8
"92","2014/04/02 01:03",9,9,10,9,12,11,8,10,12,10,8,9,9
"93","2014/04/02 01:08",4,4,6,6,7,7,6,5,5,6,4,4,6
"94","2014/04/02 01:13",6,8,13,9,11,12,6,6,11,10,6,7,9
"95","2014/04/02 01:18",5,7,9,7,9,9,8,6,10,7,8,7,9
"96","2014/04/02 01:23",4,6,6,4,6,6,6,7,7,5,4,5,6
