LDEV_Read_IOPS05.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:05:01X(X178-1)","00:05:02X(X182-1)","00:05:03X(X185-1)","00:05:04X(X177-1)","00:05:05X(X180-1)","00:05:06(11-8)","00:05:07X(X183-1)","00:05:0AX(X155-1)","00:05:0BX(X152-1)","00:05:0CX(X153-1)","00:05:0DX(X156-1)","00:05:0EX(X151-1)","00:05:0FX(X471-1)","00:05:10X(X537-1)","00:05:11X(X572-1)","00:05:12X(X605-1)","00:05:13X(X607-1)","00:05:16X(X93-1)","00:05:17X(X94-1)","00:05:18X(X42-1)","00:05:19X(X43-1)","00:05:1AX(X44-1)","00:05:1BX(X45-1)","00:05:20X(X61-1)","00:05:21X(X63-1)","00:05:25X(X95-1)","00:05:26X(X89-1)","00:05:27X(X53-1)","00:05:28X(X54-1)","00:05:29X(X59-1)","00:05:2AX(X60-1)","00:05:2BX(X82-1)","00:05:2CX(X83-1)","00:05:2DX(X84-1)","00:05:2EX(X85-1)","00:05:2FX(X86-1)","00:05:30X(X87-1)","00:05:31X(X88-1)","00:05:32X(X92-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",4,4,4,0,0,0,0,7,8,7,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,12,12,11,11,12,11,13,0,0,0,0,0
"8","2014/04/01 18:03",4,4,4,0,0,0,0,7,7,7,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,66,64,62,64,64,64,65,0,0,0,0,0
"9","2014/04/01 18:08",4,4,4,0,0,0,0,7,8,7,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,45,43,43,43,44,43,43,0,0,0,0,0
"10","2014/04/01 18:13",4,4,4,0,0,0,0,8,7,8,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,30,29,29,29,30,29,29,0,0,0,0,0
"11","2014/04/01 18:18",4,4,4,0,0,0,0,7,7,7,0,0,4,4,3,0,0,0,0,0,0,0,0,0,0,0,0,32,31,30,30,31,30,30,0,0,0,0,0
"12","2014/04/01 18:23",4,4,4,0,0,0,0,7,7,7,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,51,50,50,50,50,51,50,0,0,0,0,0
"13","2014/04/01 18:28",4,4,4,0,0,0,0,7,7,7,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,41,41,40,40,41,40,40,0,0,0,0,0
"14","2014/04/01 18:33",4,4,4,0,0,0,0,7,7,7,0,0,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28,28,28,28,29,0,0,0,0,0
"15","2014/04/01 18:38",4,4,4,0,0,0,0,7,7,7,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,9,9,8,9,0,0,0,0,0
"16","2014/04/01 18:43",4,4,4,0,0,0,0,7,7,7,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12,13,12,13,12,0,0,0,0,0
"17","2014/04/01 18:48",4,4,4,0,0,0,0,7,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,24,25,24,25,25,24,25,0,0,0,0,0
"18","2014/04/01 18:53",4,4,4,0,0,0,0,7,7,7,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,17,17,16,17,17,17,17,0,0,0,0,0
"19","2014/04/01 18:58",4,4,4,0,0,0,0,7,7,8,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,38,37,37,37,37,37,37,0,0,0,0,0
"20","2014/04/01 19:03",4,4,4,0,0,0,0,7,7,7,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,42,40,40,41,40,41,41,0,0,0,0,0
"21","2014/04/01 19:08",4,4,4,0,0,0,0,7,7,7,0,0,4,3,4,0,0,0,0,0,0,0,0,0,0,0,0,16,15,15,16,15,15,16,0,0,0,0,0
"22","2014/04/01 19:13",4,4,4,0,0,0,0,7,7,7,0,0,3,4,4,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,9,8,9,9,0,0,0,0,0
"23","2014/04/01 19:18",4,4,4,0,0,0,0,8,7,8,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,37,36,36,37,36,35,37,0,0,0,0,0
"24","2014/04/01 19:23",4,4,4,0,0,0,0,7,7,7,0,0,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,7,7,7,7,0,0,0,0,0
"25","2014/04/01 19:28",4,4,4,0,0,0,0,7,8,7,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,6,6,6,7,6,6,6,0,0,0,0,0
"26","2014/04/01 19:33",4,4,4,0,0,0,0,7,7,7,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15,15,15,15,15,0,0,0,0,0
"27","2014/04/01 19:38",4,4,4,0,0,0,0,7,7,7,0,0,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,35,34,34,35,35,35,34,0,0,0,0,0
"28","2014/04/01 19:43",4,4,4,0,0,0,0,8,8,8,0,0,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,29,28,27,28,28,28,28,0,0,0,0,0
"29","2014/04/01 19:48",4,4,4,0,0,0,0,7,7,7,0,0,3,3,4,0,0,0,0,0,0,0,0,0,0,0,0,16,15,16,15,15,16,15,0,0,0,0,0
