LDEV_Write_Hit10.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:10:00X(X327-1)","00:10:01X(X404-1)","00:10:02X(X246-1)","00:10:03X(X247-1)","00:10:04X(X248-1)","00:10:05X(X853-1)","00:10:06X(X612-1)","00:10:07X(X675-1)","00:10:08X(X712-1)","00:10:09X(X32-1)","00:10:0AX(X51-1)","00:10:0CX(X170-1)","00:10:0DX(X221-1)","00:10:C2X(X217-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",97,97,98,100,100,100,0,0,0,0,0,0,60,0
"8","2014/04/01 18:03",97,97,96,100,100,100,0,0,0,0,0,0,80,0
"9","2014/04/01 18:08",96,97,76,100,100,99,0,0,0,0,0,0,66,0
"10","2014/04/01 18:13",97,96,98,100,100,100,0,0,0,0,0,0,83,0
"11","2014/04/01 18:18",96,97,97,100,100,100,0,0,0,0,0,0,70,0
"12","2014/04/01 18:23",97,97,97,100,100,100,0,0,0,0,0,0,91,0
"13","2014/04/01 18:28",97,97,100,100,100,99,0,0,0,0,0,0,59,0
"14","2014/04/01 18:33",97,97,97,100,100,100,0,0,0,0,0,0,90,0
"15","2014/04/01 18:38",96,97,99,100,100,100,0,0,0,0,0,0,80,0
"16","2014/04/01 18:43",96,96,98,100,100,100,0,0,0,0,0,0,60,0
"17","2014/04/01 18:48",97,97,99,100,100,99,0,0,0,0,0,0,68,0
"18","2014/04/01 18:53",97,97,98,100,100,100,0,0,0,0,0,0,78,0
"19","2014/04/01 18:58",97,97,99,100,100,100,0,0,0,0,0,0,88,0
"20","2014/04/01 19:03",96,97,97,100,100,99,0,0,0,0,0,0,61,0
"21","2014/04/01 19:08",97,96,71,100,100,100,0,0,0,0,0,0,46,0
"22","2014/04/01 19:13",96,94,97,92,100,100,0,0,0,0,0,0,76,0
"23","2014/04/01 19:18",96,97,96,99,100,100,0,0,0,0,0,0,77,0
"24","2014/04/01 19:23",96,97,97,100,100,99,0,0,0,0,0,0,72,0
"25","2014/04/01 19:28",96,97,98,100,100,100,0,0,0,0,0,0,94,0
"26","2014/04/01 19:33",97,94,99,100,100,100,0,0,0,0,0,0,66,0
"27","2014/04/01 19:38",96,97,98,100,100,100,0,0,0,0,0,0,83,0
"28","2014/04/01 19:43",96,94,100,100,100,99,0,0,0,0,0,0,50,0
"29","2014/04/01 19:48",97,97,98,100,100,100,0,0,0,0,0,0,30,0
"30","2014/04/01 19:53",97,97,99,100,100,100,0,0,0,0,0,0,52,0
"31","2014/04/01 19:58",97,97,100,100,100,100,0,0,0,0,0,0,78,0
"32","2014/04/01 20:03",97,96,96,100,100,99,0,0,0,0,0,0,55,0
"33","2014/04/01 20:08",97,96,74,100,100,100,0,0,0,0,0,0,50,0
"34","2014/04/01 20:13",96,97,99,100,100,100,0,0,0,0,0,0,73,0
"35","2014/04/01 20:18",97,97,99,100,100,99,0,0,0,0,0,0,69,0
"36","2014/04/01 20:23",97,97,99,100,100,100,0,0,0,0,0,0,91,0
"37","2014/04/01 20:28",97,97,99,100,100,100,0,0,0,0,0,0,66,0
"38","2014/04/01 20:33",97,97,98,100,100,100,0,0,0,0,0,0,66,0
"39","2014/04/01 20:38",96,98,99,100,100,99,0,0,0,0,0,0,75,0
"40","2014/04/01 20:43",97,97,98,100,100,100,0,0,0,0,0,0,92,0
"41","2014/04/01 20:48",98,97,100,100,100,100,0,0,0,0,0,0,76,0
"42","2014/04/01 20:53",97,97,97,100,100,100,0,0,0,0,0,0,81,0
"43","2014/04/01 20:58",97,97,99,100,100,98,0,0,0,0,0,0,92,0
"44","2014/04/01 21:03",97,97,96,100,100,100,0,0,0,0,0,0,35,0
"45","2014/04/01 21:08",97,96,75,100,100,100,0,0,0,0,0,0,22,0
"46","2014/04/01 21:13",96,95,98,92,100,100,0,0,0,0,0,0,85,0
"47","2014/04/01 21:18",97,97,99,99,100,99,0,0,0,0,0,0,60,0
"48","2014/04/01 21:23",97,95,99,100,100,100,0,0,0,0,0,0,47,0
"49","2014/04/01 21:28",97,97,97,100,100,100,0,0,0,0,0,0,56,0
"50","2014/04/01 21:33",97,96,99,100,100,99,0,0,0,0,0,0,50,0
"51","2014/04/01 21:38",97,97,99,100,100,100,0,0,0,0,0,0,78,0
"52","2014/04/01 21:43",97,97,98,100,100,100,0,0,0,0,0,0,88,0
"53","2014/04/01 21:48",97,98,99,100,100,99,0,0,0,0,0,0,64,0
"54","2014/04/01 21:53",97,97,98,100,100,100,0,0,0,0,0,0,46,0
"55","2014/04/01 21:58",97,97,99,100,100,100,0,0,0,0,0,0,46,0
"56","2014/04/01 22:03",97,98,96,100,100,100,0,0,0,0,0,0,68,0
"57","2014/04/01 22:08",96,96,76,100,100,99,0,0,0,0,0,0,0,0
"58","2014/04/01 22:13",97,95,99,97,100,100,0,0,0,0,0,0,46,0
"59","2014/04/01 22:18",97,96,99,100,100,100,0,0,0,0,0,0,72,0
"60","2014/04/01 22:23",97,97,99,100,100,100,0,0,0,0,0,0,50,0
"61","2014/04/01 22:28",97,97,100,100,100,99,0,0,0,0,0,0,91,0
"62","2014/04/01 22:33",96,97,99,100,100,100,0,0,0,0,0,0,10,0
"63","2014/04/01 22:38",97,96,99,100,100,100,0,0,0,0,0,0,25,0
"64","2014/04/01 22:43",97,97,99,100,100,100,0,0,0,0,0,0,83,0
"65","2014/04/01 22:48",98,97,97,100,100,99,0,0,0,0,0,0,58,0
"66","2014/04/01 22:53",98,98,99,100,100,100,0,0,0,0,0,0,18,0
"67","2014/04/01 22:58",97,97,97,100,100,100,0,0,0,0,0,0,37,0
"68","2014/04/01 23:03",96,97,96,100,100,99,0,0,0,0,0,0,25,0
"69","2014/04/01 23:08",96,97,71,100,100,99,0,0,0,0,0,0,27,0
"70","2014/04/01 23:13",93,92,98,95,100,100,0,0,0,0,0,0,40,0
"71","2014/04/01 23:18",96,97,98,99,100,100,0,0,0,0,0,0,16,0
"72","2014/04/01 23:23",96,96,98,100,100,99,0,0,0,0,0,0,25,0
"73","2014/04/01 23:28",97,96,99,100,100,100,0,0,0,0,0,0,53,0
"74","2014/04/01 23:33",95,95,95,100,100,100,0,0,0,0,0,0,10,0
"75","2014/04/01 23:38",96,96,97,100,100,100,0,0,0,0,0,0,15,0
"76","2014/04/01 23:43",96,95,97,100,100,99,0,0,0,0,0,0,63,0
"77","2014/04/01 23:48",96,97,98,100,100,100,0,0,0,0,0,0,43,0
"78","2014/04/01 23:53",96,97,98,100,100,100,0,0,0,0,0,0,25,0
"79","2014/04/01 23:58",96,97,97,100,100,100,0,0,0,0,0,0,47,0
"80","2014/04/02 00:03",97,97,94,100,100,99,0,0,0,0,0,0,21,0
"81","2014/04/02 00:08",96,96,71,100,100,100,0,0,0,0,0,0,28,0
"82","2014/04/02 00:13",97,96,98,100,100,99,0,0,0,0,0,0,58,0
"83","2014/04/02 00:18",97,96,83,99,100,99,0,0,0,0,0,0,55,0
"84","2014/04/02 00:23",97,96,74,100,100,100,0,0,0,0,0,0,53,0
"85","2014/04/02 00:28",97,97,99,100,100,100,0,0,0,0,0,0,65,0
"86","2014/04/02 00:33",97,96,98,100,100,98,0,0,0,0,0,0,38,0
"87","2014/04/02 00:38",96,97,99,100,100,99,0,0,0,0,0,0,30,0
"88","2014/04/02 00:43",96,97,98,100,100,99,0,0,0,0,0,0,63,0
"89","2014/04/02 00:48",96,97,99,100,100,100,0,0,0,0,0,0,36,0
"90","2014/04/02 00:53",96,97,100,100,100,98,0,0,0,0,0,0,33,0
"91","2014/04/02 00:58",97,97,99,100,100,99,0,0,0,0,0,0,76,0
"92","2014/04/02 01:03",96,97,96,100,100,99,0,0,0,0,0,0,65,0
"93","2014/04/02 01:08",96,96,74,100,100,99,0,0,0,0,0,0,46,0
"94","2014/04/02 01:13",97,94,98,75,100,99,0,0,0,0,0,0,42,0
"95","2014/04/02 01:18",96,96,98,99,100,100,0,0,0,0,0,0,66,0
"96","2014/04/02 01:23",96,96,97,100,100,100,0,0,0,0,0,0,27,0
