LDEV_Write_Hit50.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:50:00X(X297-1)","00:50:01X(X1021-1)","00:50:02X(X1022-1)","00:50:03X(X1023-1)","00:50:04X(X1024-1)","00:50:05X(X1025-1)","00:50:06X(X1026-1)","00:50:07X(X1027-1)","00:50:08X(X1028-1)","00:50:09X(X1029-1)","00:50:0AX(X1030-1)","00:50:0BX(X1031-1)","00:50:0DX(X15-1)","00:50:0EX(X272-1)","00:50:10X(X250-1)","00:50:11X(X273-1)","00:50:12X(X284-1)","00:50:13X(X285-1)","00:50:14X(X286-1)","00:50:15X(X287-1)","00:50:16X(X288-1)","00:50:17X(X289-1)","00:50:18X(X291-1)","00:50:19X(X292-1)","00:50:1AX(X293-1)","00:50:1BX(X294-1)","00:50:1CX(X295-1)","00:50:1DX(X296-1)"
"37","2014/04/01 20:28",0,83,38,85,44,52,40,88,67,83,82,84,93,0,98,87,90,86,73,82,67,95,96,94,92,94,93,98
"38","2014/04/01 20:33",0,93,81,30,36,39,33,91,63,64,31,52,96,0,99,87,93,90,89,87,90,95,88,92,93,93,95,97
"39","2014/04/01 20:38",0,88,84,25,45,50,40,76,48,81,83,85,97,0,98,94,89,80,43,66,56,89,42,63,85,91,91,98
"40","2014/04/01 20:43",0,95,93,74,96,62,90,90,72,86,81,81,97,0,99,82,94,93,52,79,64,95,71,69,87,93,94,98
"41","2014/04/01 20:48",0,79,87,48,51,97,45,85,77,88,89,90,96,0,98,60,93,87,54,73,61,91,58,71,84,96,93,96
"42","2014/04/01 20:53",0,98,98,20,55,87,33,75,68,83,91,80,97,0,99,58,93,89,51,73,58,92,72,77,91,94,91,98
"43","2014/04/01 20:58",0,95,7,73,98,54,42,82,70,81,78,80,89,0,99,69,93,95,73,76,68,93,65,85,82,96,92,98
"44","2014/04/01 21:03",0,89,93,81,20,92,35,95,67,42,55,52,95,0,98,83,83,82,76,87,88,90,86,83,84,88,90,97
"45","2014/04/01 21:08",0,41,42,39,41,48,42,59,44,77,96,60,73,0,94,52,56,55,61,66,52,66,52,59,52,69,69,97
"46","2014/04/01 21:13",0,60,78,60,95,48,20,94,54,82,94,66,98,0,99,85,75,83,86,89,87,88,89,74,87,92,95,98
"47","2014/04/01 21:18",0,68,74,28,97,44,36,89,70,90,86,86,98,0,98,75,83,82,77,87,84,93,90,76,74,93,92,98
"48","2014/04/01 21:23",0,87,42,15,20,31,15,97,30,80,94,67,97,0,98,57,83,53,70,85,83,93,83,75,76,90,86,97
"49","2014/04/01 21:28",0,91,70,63,26,30,19,76,57,81,82,80,97,0,99,62,72,70,79,79,72,94,84,69,69,92,88,97
"50","2014/04/01 21:33",0,94,94,39,25,91,77,86,60,79,84,72,95,25,98,67,80,54,97,70,62,89,89,81,83,88,90,89
"51","2014/04/01 21:38",0,61,96,21,34,47,22,46,71,85,83,92,98,90,98,59,79,47,41,64,52,90,85,65,80,86,89,99
"52","2014/04/01 21:43",0,85,84,80,50,45,48,82,89,87,88,89,98,0,99,85,92,95,83,78,85,96,91,74,94,93,92,87
"53","2014/04/01 21:48",0,81,73,65,65,67,41,63,82,83,85,83,97,0,99,80,84,77,72,96,79,96,88,96,89,85,92,97
"54","2014/04/01 21:53",0,52,86,41,41,52,85,60,87,89,89,90,98,0,99,88,88,95,63,93,88,95,87,90,89,88,90,95
"55","2014/04/01 21:58",0,68,56,67,47,59,48,68,76,81,79,82,98,100,99,95,80,96,88,88,84,93,91,74,94,68,92,98
"56","2014/04/01 22:03",0,95,89,92,95,94,86,95,95,59,60,63,96,0,98,93,95,95,94,94,93,93,90,80,86,95,95,89
"57","2014/04/01 22:08",0,65,71,60,76,74,59,55,57,42,45,45,73,0,93,65,77,63,52,67,49,63,52,72,66,71,74,60
"58","2014/04/01 22:13",0,83,86,85,81,84,85,86,87,41,41,43,97,0,95,84,85,90,85,87,87,85,87,86,84,85,89,56
"59","2014/04/01 22:18",0,84,74,69,66,77,76,74,72,34,42,42,98,0,97,81,89,84,77,89,59,76,80,82,72,91,88,82
"60","2014/04/01 22:23",0,46,84,68,51,92,58,58,59,58,61,63,99,0,97,76,55,66,74,66,68,80,51,92,89,76,85,89
"61","2014/04/01 22:28",0,37,67,75,71,74,74,77,83,45,47,47,95,0,97,66,66,73,58,69,62,77,80,82,80,82,79,59
"62","2014/04/01 22:33",0,69,57,67,56,64,56,72,61,46,47,49,96,0,96,75,67,95,66,67,62,83,74,73,76,67,92,42
"63","2014/04/01 22:38",0,58,55,59,52,59,48,54,54,45,43,45,98,0,94,69,56,69,60,63,63,81,57,73,65,56,66,46
"64","2014/04/01 22:43",0,60,59,54,54,62,79,53,56,52,54,53,98,0,95,63,66,67,60,64,62,69,63,72,72,64,70,48
"65","2014/04/01 22:48",0,79,80,79,80,79,78,78,80,48,47,48,96,0,94,80,83,82,81,82,81,85,82,82,82,80,82,37
"66","2014/04/01 22:53",0,83,82,82,82,81,81,81,82,52,50,50,98,0,93,83,83,83,85,84,83,85,83,85,83,83,84,36
"67","2014/04/01 22:58",0,84,83,83,82,82,83,82,84,51,50,50,97,0,93,84,83,84,85,83,82,84,83,86,84,84,84,33
"68","2014/04/01 23:03",0,76,76,77,75,74,77,77,74,51,51,50,94,0,91,76,78,81,80,77,77,79,79,79,79,79,81,34
"69","2014/04/01 23:08",0,77,72,76,80,72,76,73,75,49,50,50,68,0,89,78,75,79,79,75,75,77,76,79,79,77,78,35
"70","2014/04/01 23:13",0,78,79,78,77,78,77,80,80,47,45,46,95,0,91,78,79,78,79,78,81,78,80,79,80,79,80,39
"71","2014/04/01 23:18",0,80,80,80,79,78,79,79,80,51,54,53,95,0,92,82,82,80,82,80,80,82,83,82,82,82,82,40
"72","2014/04/01 23:23",0,80,79,79,80,81,81,80,81,62,60,63,93,0,91,81,82,81,81,81,82,82,82,80,82,80,80,32
"73","2014/04/01 23:28",0,86,84,85,84,85,84,84,85,51,52,52,92,0,92,85,86,85,85,86,86,85,85,86,86,86,84,34
"74","2014/04/01 23:33",0,80,78,79,79,79,79,78,83,50,49,49,92,0,93,80,81,80,81,81,81,80,79,80,81,80,81,35
"75","2014/04/01 23:38",0,83,82,83,81,82,82,82,82,51,50,51,93,0,92,84,84,83,81,81,82,83,83,83,83,84,83,34
"76","2014/04/01 23:43",0,82,79,79,80,81,79,81,79,52,50,52,93,0,93,80,83,81,81,81,80,85,82,81,81,81,81,39
"77","2014/04/01 23:48",0,82,83,82,81,83,82,81,82,51,52,49,92,0,92,83,83,84,84,83,83,84,86,84,84,83,83,41
"78","2014/04/01 23:53",0,80,78,79,78,82,77,81,78,49,49,49,96,0,93,81,81,81,81,81,81,82,79,79,80,81,79,39
"79","2014/04/01 23:58",0,81,84,80,83,81,82,81,84,49,50,49,95,0,93,84,84,80,82,83,83,84,84,81,85,82,82,45
"80","2014/04/02 00:03",0,67,76,58,53,51,53,56,60,48,48,47,88,0,94,62,62,67,64,59,67,69,60,59,74,66,72,43
"81","2014/04/02 00:08",0,65,65,62,62,66,64,63,60,46,43,43,73,0,91,69,68,67,67,61,74,67,62,63,77,63,73,58
"82","2014/04/02 00:13",0,50,52,74,45,46,56,62,62,43,43,43,91,0,96,61,74,71,72,55,71,72,71,66,79,60,78,58
"83","2014/04/02 00:18",0,62,57,74,55,55,54,60,55,41,39,42,89,0,95,55,68,61,64,55,69,75,62,54,72,69,69,62
"84","2014/04/02 00:23",0,62,67,50,61,54,52,63,64,50,50,52,95,0,95,61,63,65,64,57,69,77,59,65,78,71,70,60
"85","2014/04/02 00:28",0,50,57,49,62,58,54,67,64,44,43,46,84,0,96,61,70,61,60,61,74,77,62,58,80,67,75,56
"86","2014/04/02 00:33",0,52,53,50,47,50,46,56,53,57,57,58,92,0,96,48,75,55,55,56,81,76,59,63,74,57,73,59
"87","2014/04/02 00:38",0,59,58,58,60,62,60,57,60,27,20,23,98,0,95,64,85,64,65,63,76,74,65,69,72,76,74,89
"88","2014/04/02 00:43",0,87,76,78,76,72,71,73,51,46,42,46,93,0,98,63,88,72,72,75,80,86,73,91,90,78,90,81
"89","2014/04/02 00:48",0,47,21,35,24,16,19,28,25,41,41,42,94,0,97,37,84,41,32,81,60,83,52,79,67,64,69,61
"90","2014/04/02 00:53",0,68,67,71,69,58,70,67,72,44,44,46,94,0,97,63,74,77,74,75,75,81,68,82,78,75,68,65
"91","2014/04/02 00:58",0,69,67,73,73,63,71,66,77,42,44,43,96,0,96,73,74,76,67,68,67,80,68,80,78,71,74,59
"92","2014/04/02 01:03",0,50,41,43,62,37,41,40,54,43,43,44,93,0,97,56,72,78,65,73,69,74,66,70,74,66,79,59
"93","2014/04/02 01:08",0,50,47,43,51,48,43,46,43,44,47,54,66,0,93,50,60,51,48,57,64,61,61,61,56,55,63,66
"94","2014/04/02 01:13",0,56,52,56,59,58,51,54,54,41,42,48,94,0,97,76,78,76,67,69,83,80,84,83,80,75,77,70
"95","2014/04/02 01:18",0,79,78,73,84,81,79,79,79,50,77,68,97,0,97,80,85,83,77,84,80,80,73,84,78,83,91,97
"96","2014/04/02 01:23",0,58,49,52,46,34,15,51,47,46,59,57,94,0,97,80,42,67,52,69,72,79,58,75,80,69,77,53
