LDEV_Write_Hit34.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:34:03X(X433-1)","00:34:04X(X714-1)","00:34:05X(X716-1)","00:34:06X(X854-1)","00:34:07X(X555-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4
"7","2014/04/01 17:58",96,0,0,0,99
"8","2014/04/01 18:03",97,0,0,0,99
"9","2014/04/01 18:08",92,0,0,0,98
"10","2014/04/01 18:13",96,0,0,0,99
"11","2014/04/01 18:18",97,0,0,0,99
"12","2014/04/01 18:23",95,0,0,0,99
"13","2014/04/01 18:28",98,0,0,0,98
"14","2014/04/01 18:33",97,0,0,0,98
"15","2014/04/01 18:38",96,0,0,0,99
"16","2014/04/01 18:43",98,0,0,0,99
"17","2014/04/01 18:48",96,0,0,0,99
"18","2014/04/01 18:53",96,0,0,0,99
"19","2014/04/01 18:58",96,0,0,0,99
"20","2014/04/01 19:03",96,0,0,0,99
"21","2014/04/01 19:08",96,0,0,0,99
"22","2014/04/01 19:13",98,0,0,0,99
"23","2014/04/01 19:18",97,0,0,0,97
"24","2014/04/01 19:23",98,0,0,0,99
"25","2014/04/01 19:28",98,0,0,0,98
"26","2014/04/01 19:33",98,0,0,0,99
"27","2014/04/01 19:38",96,0,0,0,99
"28","2014/04/01 19:43",98,0,0,0,98
"29","2014/04/01 19:48",98,0,0,0,96
"30","2014/04/01 19:53",96,0,0,0,98
"31","2014/04/01 19:58",95,0,0,0,98
"32","2014/04/01 20:03",95,0,0,0,98
"33","2014/04/01 20:08",96,0,0,0,99
"34","2014/04/01 20:13",97,0,0,0,98
"35","2014/04/01 20:18",97,0,0,0,99
"36","2014/04/01 20:23",98,0,0,0,99
"37","2014/04/01 20:28",97,0,0,0,99
"38","2014/04/01 20:33",98,0,0,0,98
"39","2014/04/01 20:38",97,0,0,0,99
"40","2014/04/01 20:43",98,0,0,0,99
"41","2014/04/01 20:48",98,0,0,0,98
"42","2014/04/01 20:53",97,0,0,0,99
"43","2014/04/01 20:58",96,0,0,0,99
"44","2014/04/01 21:03",95,0,0,0,98
"45","2014/04/01 21:08",95,0,0,0,98
"46","2014/04/01 21:13",97,0,0,0,99
"47","2014/04/01 21:18",98,0,0,0,98
"48","2014/04/01 21:23",96,0,0,0,99
"49","2014/04/01 21:28",98,0,0,0,98
"50","2014/04/01 21:33",98,0,0,0,98
"51","2014/04/01 21:38",97,0,0,0,99
"52","2014/04/01 21:43",98,0,0,0,99
"53","2014/04/01 21:48",97,0,0,0,98
"54","2014/04/01 21:53",97,0,0,0,100
"55","2014/04/01 21:58",97,0,0,0,99
"56","2014/04/01 22:03",97,0,0,0,98
"57","2014/04/01 22:08",98,0,0,0,98
"58","2014/04/01 22:13",96,0,0,0,97
"59","2014/04/01 22:18",97,0,0,0,99
"60","2014/04/01 22:23",98,0,0,0,98
"61","2014/04/01 22:28",98,0,0,0,97
"62","2014/04/01 22:33",55,0,0,0,97
"63","2014/04/01 22:38",98,0,0,0,98
"64","2014/04/01 22:43",97,0,0,0,97
"65","2014/04/01 22:48",98,0,0,0,98
"66","2014/04/01 22:53",97,0,0,0,98
"67","2014/04/01 22:58",98,0,0,0,97
"68","2014/04/01 23:03",97,0,0,0,96
"69","2014/04/01 23:08",97,0,0,0,97
"70","2014/04/01 23:13",97,0,0,0,96
"71","2014/04/01 23:18",95,0,0,0,97
"72","2014/04/01 23:23",98,0,0,0,97
"73","2014/04/01 23:28",98,0,0,0,96
"74","2014/04/01 23:33",98,0,0,0,96
"75","2014/04/01 23:38",97,0,0,0,97
"76","2014/04/01 23:43",97,0,0,0,96
"77","2014/04/01 23:48",96,0,0,0,97
"78","2014/04/01 23:53",97,0,0,0,97
"79","2014/04/01 23:58",97,0,0,0,96
"80","2014/04/02 00:03",96,0,0,0,96
"81","2014/04/02 00:08",91,0,0,0,68
"82","2014/04/02 00:13",98,0,0,0,97
"83","2014/04/02 00:18",94,0,0,0,97
"84","2014/04/02 00:23",95,0,0,0,97
"85","2014/04/02 00:28",97,0,0,0,96
"86","2014/04/02 00:33",97,0,0,0,97
"87","2014/04/02 00:38",97,0,0,0,98
"88","2014/04/02 00:43",95,0,0,0,97
"89","2014/04/02 00:48",97,0,0,0,98
"90","2014/04/02 00:53",94,0,0,0,97
"91","2014/04/02 00:58",97,0,0,0,96
"92","2014/04/02 01:03",90,0,0,0,96
"93","2014/04/02 01:08",97,0,0,0,97
"94","2014/04/02 01:13",97,0,0,0,99
"95","2014/04/02 01:18",98,0,0,0,98
"96","2014/04/02 01:23",98,0,0,0,98
