LDEV_IOPS12.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:12:00X(X133-1)","00:12:01X(X131-1)","00:12:02X(X200-1)","00:12:03X(X201-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4
"7","2014/04/01 17:58",0,0,3,2
"8","2014/04/01 18:03",0,0,3,3
"9","2014/04/01 18:08",0,0,2,3
"10","2014/04/01 18:13",0,0,3,3
"11","2014/04/01 18:18",0,0,3,3
"12","2014/04/01 18:23",0,0,3,2
"13","2014/04/01 18:28",0,0,3,2
"14","2014/04/01 18:33",0,0,3,2
"15","2014/04/01 18:38",0,0,2,2
"16","2014/04/01 18:43",0,0,3,2
"17","2014/04/01 18:48",0,0,3,2
"18","2014/04/01 18:53",0,0,3,2
"19","2014/04/01 18:58",0,0,3,2
"20","2014/04/01 19:03",0,0,3,3
"21","2014/04/01 19:08",0,0,3,2
"22","2014/04/01 19:13",0,0,3,2
"23","2014/04/01 19:18",0,0,3,3
"24","2014/04/01 19:23",0,0,3,3
"25","2014/04/01 19:28",0,0,3,2
"26","2014/04/01 19:33",0,0,4,11
"27","2014/04/01 19:38",0,0,3,2
"28","2014/04/01 19:43",0,0,3,2
"29","2014/04/01 19:48",0,0,3,2
"30","2014/04/01 19:53",0,0,3,3
"31","2014/04/01 19:58",0,0,3,3
"32","2014/04/01 20:03",0,0,3,3
"33","2014/04/01 20:08",0,0,3,2
"34","2014/04/01 20:13",0,0,3,2
"35","2014/04/01 20:18",0,0,3,3
"36","2014/04/01 20:23",0,0,3,2
"37","2014/04/01 20:28",0,0,3,2
"38","2014/04/01 20:33",0,0,3,3
"39","2014/04/01 20:38",0,0,2,3
"40","2014/04/01 20:43",0,0,3,2
"41","2014/04/01 20:48",0,0,3,3
"42","2014/04/01 20:53",0,0,3,2
"43","2014/04/01 20:58",0,0,3,2
"44","2014/04/01 21:03",0,0,3,3
"45","2014/04/01 21:08",0,0,3,2
"46","2014/04/01 21:13",0,0,3,2
"47","2014/04/01 21:18",0,0,3,3
"48","2014/04/01 21:23",0,0,3,2
"49","2014/04/01 21:28",0,0,3,3
"50","2014/04/01 21:33",0,0,3,3
"51","2014/04/01 21:38",0,0,2,2
"52","2014/04/01 21:43",0,0,3,2
"53","2014/04/01 21:48",0,0,3,3
"54","2014/04/01 21:53",0,0,3,2
"55","2014/04/01 21:58",0,0,3,2
"56","2014/04/01 22:03",0,0,3,3
"57","2014/04/01 22:08",0,0,3,2
"58","2014/04/01 22:13",0,0,3,3
"59","2014/04/01 22:18",0,0,3,3
"60","2014/04/01 22:23",0,0,3,2
"61","2014/04/01 22:28",0,0,3,2
"62","2014/04/01 22:33",0,0,3,2
"63","2014/04/01 22:38",0,0,2,2
"64","2014/04/01 22:43",0,0,3,2
"65","2014/04/01 22:48",0,0,3,3
"66","2014/04/01 22:53",0,0,3,2
"67","2014/04/01 22:58",0,0,3,2
"68","2014/04/01 23:03",0,0,3,3
"69","2014/04/01 23:08",0,0,3,2
"70","2014/04/01 23:13",0,0,4,4
"71","2014/04/01 23:18",0,0,3,3
"72","2014/04/01 23:23",0,0,3,3
"73","2014/04/01 23:28",0,0,3,3
"74","2014/04/01 23:33",0,0,3,3
"75","2014/04/01 23:38",0,0,3,2
"76","2014/04/01 23:43",0,0,3,2
"77","2014/04/01 23:48",0,0,3,3
"78","2014/04/01 23:53",0,0,3,2
"79","2014/04/01 23:58",0,0,3,2
"80","2014/04/02 00:03",0,0,3,3
"81","2014/04/02 00:08",0,0,3,2
"82","2014/04/02 00:13",0,0,3,2
"83","2014/04/02 00:18",0,0,3,3
"84","2014/04/02 00:23",0,0,3,2
"85","2014/04/02 00:28",0,0,3,2
"86","2014/04/02 00:33",0,0,3,3
"87","2014/04/02 00:38",0,0,2,2
"88","2014/04/02 00:43",0,0,3,2
"89","2014/04/02 00:48",0,0,2,2
"90","2014/04/02 00:53",0,0,2,2
"91","2014/04/02 00:58",0,0,3,2
"92","2014/04/02 01:03",0,0,3,3
"93","2014/04/02 01:08",0,0,2,2
"94","2014/04/02 01:13",0,0,3,2
"95","2014/04/02 01:18",0,0,2,3
"96","2014/04/02 01:23",0,0,3,2
