LDEV_IOPS2C.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:2C:06X(X205-1)","00:2C:25X(X204-1)","00:2C:27(5-15)","00:2C:28(5-15)","00:2C:29(5-15)","00:2C:2A(5-15)","00:2C:2B(5-15)","00:2C:2C(5-15)","00:2C:2D(5-15)","00:2C:2E(5-15)","00:2C:2F(5-15)","00:2C:30(5-15)","00:2C:34X(X78-1)","00:2C:35X(X75-1)","00:2C:36X(X76-1)","00:2C:37X(X80-1)","00:2C:38X(X73-1)","00:2C:39X(X77-1)","00:2C:3AX(X79-1)","00:2C:3BX(X72-1)","00:2C:3CX(X623-1)","00:2C:3DX(X74-1)","00:2C:3FX(X622-1)","00:2C:40X(X766-1)","00:2C:42X(X469-1)","00:2C:44X(X119-1)","00:2C:47X(X116-1)","00:2C:4AX(X472-1)","00:2C:4CX(X117-1)","00:2C:4EX(X118-1)","00:2C:58X(X835-1)","00:2C:6BX(X158-1)","00:2C:6CX(X174-1)","00:2C:7AX(X206-1)","00:2C:7E(5-6)"
"31","2014/04/01 19:58",4,0,0,0,0,0,0,0,0,0,0,0,0,89,0,88,0,89,0,88,0,89,0,88,0,0,0,0,0,0,2,0,0,0,0
"32","2014/04/01 20:03",6,0,0,0,0,0,0,0,0,0,0,0,0,83,0,84,0,83,0,83,0,82,0,82,0,0,0,0,0,0,2,0,0,0,0
"33","2014/04/01 20:08",8,0,0,0,0,0,0,0,0,0,0,0,0,83,0,84,0,83,0,83,0,83,0,82,0,0,0,0,0,0,2,0,0,0,0
"34","2014/04/01 20:13",5,0,0,0,0,0,0,0,0,0,0,0,0,95,0,95,0,95,0,94,0,94,0,94,0,0,0,0,0,0,2,0,0,0,0
"35","2014/04/01 20:18",6,0,0,0,0,0,0,0,0,0,0,0,0,43,0,44,0,43,0,43,0,43,0,43,0,0,0,0,0,0,3,0,0,0,0
"36","2014/04/01 20:23",5,0,0,0,0,0,0,0,0,0,0,0,0,106,0,106,0,106,0,105,0,106,0,104,0,0,0,0,0,0,2,0,0,0,0
"37","2014/04/01 20:28",4,0,0,0,0,0,0,0,0,0,0,0,0,108,0,109,0,108,0,108,0,107,0,108,0,0,0,0,0,0,2,0,0,0,0
"38","2014/04/01 20:33",39,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99,0,99,0,99,0,99,0,0,0,0,0,0,2,0,0,0,0
"39","2014/04/01 20:38",12,0,0,0,0,0,0,0,0,0,0,0,0,107,0,107,0,107,0,105,0,106,0,106,0,0,0,0,0,0,2,0,0,0,0
"40","2014/04/01 20:43",4,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,100,0,99,0,99,0,99,0,0,0,0,0,0,2,0,0,0,0
"41","2014/04/01 20:48",7,0,0,0,0,0,0,0,0,0,0,0,0,99,0,99,0,98,0,97,0,98,0,97,0,0,0,0,0,0,2,0,0,0,0
"42","2014/04/01 20:53",6,0,0,0,0,0,0,0,0,0,0,0,0,75,0,74,0,74,0,74,0,74,0,74,0,0,0,0,0,0,2,0,0,0,0
"43","2014/04/01 20:58",4,0,0,0,0,0,0,0,0,0,0,0,0,62,0,62,0,62,0,62,0,62,0,62,0,0,0,0,0,0,2,0,0,0,0
"44","2014/04/01 21:03",6,0,0,0,0,0,0,0,0,0,0,0,0,109,0,110,0,109,0,108,0,108,0,108,0,0,0,0,0,0,3,0,0,0,0
"45","2014/04/01 21:08",9,0,0,0,0,0,0,0,0,0,0,0,0,124,0,124,0,123,0,123,0,122,0,122,0,0,0,0,0,0,2,0,0,0,0
"46","2014/04/01 21:13",5,0,0,0,0,0,0,0,0,0,0,0,0,100,0,101,0,100,0,100,0,99,0,100,0,0,0,0,0,0,2,0,0,0,0
"47","2014/04/01 21:18",6,0,0,0,0,0,0,0,0,0,0,0,0,98,0,98,0,96,0,96,0,96,0,96,0,0,0,0,0,0,2,0,0,0,0
"48","2014/04/01 21:23",6,0,0,0,0,0,0,0,0,0,0,0,0,90,0,91,0,90,0,90,0,89,0,89,0,0,0,0,0,0,2,0,0,0,0
"49","2014/04/01 21:28",5,0,0,0,0,0,0,0,0,0,0,0,0,91,0,92,0,91,0,91,0,91,0,90,0,0,0,0,0,0,2,0,0,0,0
"50","2014/04/01 21:33",6,0,0,0,0,0,0,0,0,0,0,0,0,99,0,98,0,97,0,97,0,97,0,97,0,0,0,0,0,0,2,0,0,0,0
"51","2014/04/01 21:38",5,0,0,0,0,0,0,0,0,0,0,0,0,145,0,145,0,145,0,144,0,144,0,143,0,0,0,0,0,0,2,0,0,0,0
"52","2014/04/01 21:43",5,0,0,0,0,0,0,0,0,0,0,0,0,132,0,133,0,132,0,131,0,131,0,131,0,0,0,0,0,0,2,0,0,0,0
"53","2014/04/01 21:48",7,0,0,0,0,0,0,0,0,0,0,0,0,202,0,202,0,201,0,199,0,199,0,198,0,0,0,0,0,0,2,0,0,0,0
"54","2014/04/01 21:53",7,0,0,0,0,0,0,0,0,0,0,0,0,100,0,100,0,99,0,98,0,98,0,98,0,0,0,0,0,0,2,0,0,0,0
"55","2014/04/01 21:58",5,0,0,0,0,0,0,0,0,0,0,0,0,125,0,125,0,124,0,124,0,123,0,123,0,0,0,0,0,0,2,0,0,0,0
"56","2014/04/01 22:03",7,0,0,0,0,0,0,0,0,0,0,0,0,108,0,109,0,108,0,107,0,107,0,106,0,0,0,0,0,0,2,0,0,0,0
"57","2014/04/01 22:08",9,0,0,0,0,0,0,0,0,0,0,0,0,78,0,79,0,79,0,78,0,78,0,77,0,0,0,0,0,0,2,0,0,0,0
"58","2014/04/01 22:13",5,0,0,0,0,0,0,0,0,0,0,0,0,175,0,176,0,175,0,173,0,173,0,172,0,0,0,0,0,0,2,0,0,0,0
"59","2014/04/01 22:18",7,0,0,0,0,0,0,0,0,0,0,0,0,328,0,330,0,329,0,323,0,324,0,323,0,0,0,0,0,0,2,0,0,0,0
"60","2014/04/01 22:23",6,0,0,0,0,0,0,0,0,0,0,0,0,143,0,144,0,143,0,142,0,142,0,142,0,0,0,0,0,0,2,0,0,0,0
"61","2014/04/01 22:28",5,0,0,0,0,0,0,0,0,0,0,0,0,329,0,333,0,330,0,324,0,325,0,324,0,0,0,0,0,0,2,0,0,0,0
"62","2014/04/01 22:33",9,0,0,0,0,0,0,0,0,0,0,0,0,122,0,124,0,122,0,121,0,120,0,121,0,0,0,0,0,0,2,0,0,0,0
"63","2014/04/01 22:38",10,0,0,0,0,0,0,0,0,0,0,0,0,104,0,106,0,104,0,103,0,103,0,103,0,0,0,0,0,0,2,0,0,0,0
"64","2014/04/01 22:43",6,0,0,0,0,0,0,0,0,0,0,0,0,88,0,90,0,89,0,88,0,88,0,88,0,0,0,0,0,0,2,0,0,0,0
"65","2014/04/01 22:48",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"66","2014/04/01 22:53",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"67","2014/04/01 22:58",8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"68","2014/04/01 23:03",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0
"69","2014/04/01 23:08",10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"70","2014/04/01 23:13",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"71","2014/04/01 23:18",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"72","2014/04/01 23:23",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"73","2014/04/01 23:28",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"74","2014/04/01 23:33",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"75","2014/04/01 23:38",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"76","2014/04/01 23:43",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"77","2014/04/01 23:48",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"78","2014/04/01 23:53",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"79","2014/04/01 23:58",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"80","2014/04/02 00:03",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"81","2014/04/02 00:08",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"82","2014/04/02 00:13",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"83","2014/04/02 00:18",17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"84","2014/04/02 00:23",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"85","2014/04/02 00:28",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"86","2014/04/02 00:33",19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"87","2014/04/02 00:38",11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"88","2014/04/02 00:43",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"89","2014/04/02 00:48",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"90","2014/04/02 00:53",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"91","2014/04/02 00:58",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"92","2014/04/02 01:03",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"93","2014/04/02 01:08",9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"94","2014/04/02 01:13",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"95","2014/04/02 01:18",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"96","2014/04/02 01:23",7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
