LDEV_IOPS5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",10,10,10,10,0,0,3,3
"8","2014/04/01 18:03",67,65,65,65,0,0,10,9
"9","2014/04/01 18:08",44,44,42,43,0,0,10,10
"10","2014/04/01 18:13",29,29,29,29,0,0,4,4
"11","2014/04/01 18:18",33,32,32,30,0,0,8,9
"12","2014/04/01 18:23",50,50,49,49,0,0,7,8
"13","2014/04/01 18:28",41,41,39,40,0,0,4,4
"14","2014/04/01 18:33",28,28,27,28,0,0,7,6
"15","2014/04/01 18:38",10,9,9,9,0,0,7,8
"16","2014/04/01 18:43",13,13,12,12,0,0,5,3
"17","2014/04/01 18:48",24,24,24,24,0,0,9,8
"18","2014/04/01 18:53",17,17,16,16,0,0,4,3
"19","2014/04/01 18:58",38,37,36,36,0,0,8,8
"20","2014/04/01 19:03",44,43,42,43,0,0,10,10
"21","2014/04/01 19:08",16,15,15,15,0,0,8,8
"22","2014/04/01 19:13",9,9,9,9,0,0,5,4
"23","2014/04/01 19:18",37,36,36,36,0,0,8,8
"24","2014/04/01 19:23",8,7,7,6,0,0,4,4
"25","2014/04/01 19:28",7,6,6,6,0,0,7,7
"26","2014/04/01 19:33",15,16,15,15,0,0,7,7
"27","2014/04/01 19:38",35,35,34,34,0,0,5,4
"28","2014/04/01 19:43",28,27,27,28,0,0,8,9
"29","2014/04/01 19:48",16,17,16,16,0,0,12,11
"30","2014/04/01 19:53",44,45,43,42,0,0,5,5
"31","2014/04/01 19:58",14,13,13,14,0,0,9,9
"32","2014/04/01 20:03",12,12,11,11,0,0,12,10
"33","2014/04/01 20:08",22,20,20,20,0,0,7,5
"34","2014/04/01 20:13",19,20,19,19,0,0,9,9
"35","2014/04/01 20:18",34,34,33,34,0,0,7,9
"36","2014/04/01 20:23",19,19,18,18,0,0,3,4
"37","2014/04/01 20:28",11,9,9,9,0,0,7,8
"38","2014/04/01 20:33",3,3,3,3,0,0,3,3
"39","2014/04/01 20:38",34,34,32,34,0,0,7,7
"40","2014/04/01 20:43",29,28,29,29,0,0,7,9
"41","2014/04/01 20:48",21,21,20,22,0,0,5,3
"42","2014/04/01 20:53",11,10,10,10,0,0,8,9
"43","2014/04/01 20:58",10,9,8,9,0,0,8,8
"44","2014/04/01 21:03",10,10,9,10,0,0,8,7
"45","2014/04/01 21:08",8,6,7,6,0,0,7,8
"46","2014/04/01 21:13",4,4,3,3,0,0,7,8
"47","2014/04/01 21:18",24,24,24,25,0,0,5,4
"48","2014/04/01 21:23",2,2,1,0,0,0,6,6
"49","2014/04/01 21:28",29,29,29,29,0,0,4,4
"50","2014/04/01 21:33",3,3,3,3,0,0,9,10
"51","2014/04/01 21:38",19,18,18,18,0,0,7,7
"52","2014/04/01 21:43",31,29,29,30,0,0,4,4
"53","2014/04/01 21:48",43,42,42,42,0,0,8,8
"54","2014/04/01 21:53",12,11,11,11,0,0,7,7
"55","2014/04/01 21:58",0,0,0,0,0,0,3,3
"56","2014/04/01 22:03",15,14,14,15,0,0,8,7
"57","2014/04/01 22:08",10,9,8,9,0,0,6,7
"58","2014/04/01 22:13",0,0,0,0,0,0,2,1
