LDEV_Write_IOPS_X485-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:68 X"
"1","2014/04/01 17:28",51
"2","2014/04/01 17:33",104
"3","2014/04/01 17:38",106
"4","2014/04/01 17:43",105
"5","2014/04/01 17:48",102
"6","2014/04/01 17:53",105
"7","2014/04/01 17:58",97
"8","2014/04/01 18:03",91
"9","2014/04/01 18:08",109
"10","2014/04/01 18:13",103
"11","2014/04/01 18:18",108
"12","2014/04/01 18:23",106
"13","2014/04/01 18:28",152
"14","2014/04/01 18:33",138
"15","2014/04/01 18:38",106
"16","2014/04/01 18:43",104
"17","2014/04/01 18:48",154
"18","2014/04/01 18:53",17
"19","2014/04/01 18:58",8
"20","2014/04/01 19:03",8
"21","2014/04/01 19:08",22
"22","2014/04/01 19:13",8
"23","2014/04/01 19:18",12
"24","2014/04/01 19:23",51
"25","2014/04/01 19:28",84
"26","2014/04/01 19:33",88
"27","2014/04/01 19:38",98
"28","2014/04/01 19:43",79
"29","2014/04/01 19:48",68
"30","2014/04/01 19:53",85
"31","2014/04/01 19:58",82
"32","2014/04/01 20:03",34
"33","2014/04/01 20:08",26
"34","2014/04/01 20:13",9
"35","2014/04/01 20:18",9
"36","2014/04/01 20:23",6
"37","2014/04/01 20:28",8
"38","2014/04/01 20:33",8
"39","2014/04/01 20:38",8
"40","2014/04/01 20:43",6
"41","2014/04/01 20:48",9
"42","2014/04/01 20:53",8
"43","2014/04/01 20:58",8
"44","2014/04/01 21:03",11
"45","2014/04/01 21:08",20
"46","2014/04/01 21:13",7
"47","2014/04/01 21:18",38
"48","2014/04/01 21:23",6
"49","2014/04/01 21:28",22
"50","2014/04/01 21:33",8
"51","2014/04/01 21:38",9
"52","2014/04/01 21:43",6
"53","2014/04/01 21:48",6
"54","2014/04/01 21:53",6
"55","2014/04/01 21:58",7
"56","2014/04/01 22:03",11
"57","2014/04/01 22:08",20
"58","2014/04/01 22:13",7
"59","2014/04/01 22:18",7
"60","2014/04/01 22:23",7
"61","2014/04/01 22:28",8
"62","2014/04/01 22:33",7
"63","2014/04/01 22:38",6
"64","2014/04/01 22:43",6
"65","2014/04/01 22:48",7
"66","2014/04/01 22:53",6
"67","2014/04/01 22:58",6
"68","2014/04/01 23:03",7
"69","2014/04/01 23:08",20
"70","2014/04/01 23:13",11
"71","2014/04/01 23:18",11
"72","2014/04/01 23:23",13
"73","2014/04/01 23:28",10
"74","2014/04/01 23:33",10
"75","2014/04/01 23:38",8
"76","2014/04/01 23:43",6
"77","2014/04/01 23:48",7
"78","2014/04/01 23:53",7
"79","2014/04/01 23:58",8
"80","2014/04/02 00:03",14
"81","2014/04/02 00:08",28
"82","2014/04/02 00:13",22
"83","2014/04/02 00:18",21
"84","2014/04/02 00:23",36
"85","2014/04/02 00:28",17
"86","2014/04/02 00:33",18
"87","2014/04/02 00:38",27
"88","2014/04/02 00:43",14
"89","2014/04/02 00:48",6
"90","2014/04/02 00:53",7
"91","2014/04/02 00:58",6
"92","2014/04/02 01:03",18
"93","2014/04/02 01:08",23
"94","2014/04/02 01:13",7
"95","2014/04/02 01:18",10
"96","2014/04/02 01:23",6
