LDEV_C2D_TransF0.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:00X(X175-1)","00:F0:01X(X5-1)","00:F0:02X(X391-1)","00:F0:03X(X270-1)","00:F0:1AX(X450-1)","00:F0:59X(X369-1)","00:F0:67X(X484-1)","00:F0:68X(X485-1)","00:F0:69X(X486-1)"
"37","2014/04/01 20:28",1,0,3,2,1,0,2,2,2
"38","2014/04/01 20:33",2,0,3,3,2,0,2,2,2
"39","2014/04/01 20:38",1,0,3,2,3,0,1,2,1
"40","2014/04/01 20:43",2,0,3,3,2,0,1,2,1
"41","2014/04/01 20:48",1,0,3,2,2,0,2,2,1
"42","2014/04/01 20:53",1,0,3,2,3,0,1,1,1
"43","2014/04/01 20:58",1,0,3,2,2,0,2,2,2
"44","2014/04/01 21:03",4,0,5,3,4,0,2,2,2
"45","2014/04/01 21:08",1,0,3,3,2,0,10,10,11
"46","2014/04/01 21:13",1,0,3,3,2,0,1,1,1
"47","2014/04/01 21:18",1,0,3,2,3,0,2,2,2
"48","2014/04/01 21:23",1,0,3,2,3,0,2,1,2
"49","2014/04/01 21:28",1,0,3,3,3,0,2,2,2
"50","2014/04/01 21:33",1,0,3,3,3,0,2,2,2
"51","2014/04/01 21:38",1,0,3,2,3,0,2,2,1
"52","2014/04/01 21:43",1,0,3,1,3,0,2,1,1
"53","2014/04/01 21:48",1,0,3,1,2,0,2,1,1
"54","2014/04/01 21:53",1,0,3,2,3,0,1,1,1
"55","2014/04/01 21:58",2,0,3,3,3,0,1,1,1
"56","2014/04/01 22:03",4,0,5,5,5,0,2,2,2
"57","2014/04/01 22:08",1,0,3,3,3,0,10,10,10
"58","2014/04/01 22:13",1,0,3,3,3,0,2,1,1
"59","2014/04/01 22:18",2,0,3,3,3,0,1,1,1
"60","2014/04/01 22:23",2,0,3,3,3,0,1,1,1
"61","2014/04/01 22:28",2,0,3,3,3,0,2,2,2
"62","2014/04/01 22:33",2,0,3,3,3,0,2,2,1
"63","2014/04/01 22:38",1,0,3,3,3,0,2,1,1
"64","2014/04/01 22:43",2,0,3,3,3,0,1,1,1
"65","2014/04/01 22:48",2,0,3,3,3,0,2,1,1
"66","2014/04/01 22:53",1,0,3,2,3,0,1,1,1
"67","2014/04/01 22:58",1,0,3,3,3,0,1,1,1
"68","2014/04/01 23:03",3,0,5,4,5,0,2,2,2
"69","2014/04/01 23:08",1,0,3,3,3,0,10,10,10
"70","2014/04/01 23:13",1,0,3,2,3,0,1,1,1
"71","2014/04/01 23:18",1,0,3,2,3,0,2,2,2
"72","2014/04/01 23:23",1,0,3,2,3,0,2,2,2
"73","2014/04/01 23:28",1,0,3,2,2,0,2,2,2
"74","2014/04/01 23:33",1,0,3,2,2,0,2,2,2
"75","2014/04/01 23:38",1,0,3,1,3,0,2,2,2
"76","2014/04/01 23:43",1,0,3,2,3,0,2,1,1
"77","2014/04/01 23:48",1,0,3,2,3,0,1,1,1
"78","2014/04/01 23:53",1,0,3,2,3,0,1,1,1
"79","2014/04/01 23:58",0,0,3,1,2,0,1,1,1
"80","2014/04/02 00:03",4,0,5,3,4,0,4,3,3
"81","2014/04/02 00:08",1,0,3,2,2,0,12,12,12
"82","2014/04/02 00:13",1,0,3,2,3,0,5,4,5
"83","2014/04/02 00:18",1,0,3,2,3,0,5,5,5
"84","2014/04/02 00:23",1,0,3,3,3,0,4,5,4
"85","2014/04/02 00:28",1,0,3,1,3,0,6,5,5
"86","2014/04/02 00:33",1,0,3,3,3,0,5,4,4
"87","2014/04/02 00:38",1,0,3,2,3,0,2,2,1
"88","2014/04/02 00:43",1,0,3,1,3,0,2,2,2
"89","2014/04/02 00:48",1,0,3,2,3,0,2,2,1
"90","2014/04/02 00:53",1,0,3,2,3,0,1,1,1
"91","2014/04/02 00:58",1,0,3,2,2,0,1,1,1
"92","2014/04/02 01:03",4,0,5,4,4,0,2,2,2
"93","2014/04/02 01:08",1,0,3,2,3,0,11,11,11
"94","2014/04/02 01:13",1,0,3,2,3,0,2,1,1
"95","2014/04/02 01:18",1,0,2,3,3,0,1,1,1
"96","2014/04/02 01:23",1,0,2,3,3,0,1,1,1
