LDEV_Write_Hit_X550-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:03:3A X"
"1","2014/04/01 17:28",83
"2","2014/04/01 17:33",77
"3","2014/04/01 17:38",63
"4","2014/04/01 17:43",87
"5","2014/04/01 17:48",87
"6","2014/04/01 17:53",89
"7","2014/04/01 17:58",76
"8","2014/04/01 18:03",53
"9","2014/04/01 18:08",92
"10","2014/04/01 18:13",92
"11","2014/04/01 18:18",92
"12","2014/04/01 18:23",84
"13","2014/04/01 18:28",86
"14","2014/04/01 18:33",71
"15","2014/04/01 18:38",94
"16","2014/04/01 18:43",81
"17","2014/04/01 18:48",79
"18","2014/04/01 18:53",87
"19","2014/04/01 18:58",87
"20","2014/04/01 19:03",51
"21","2014/04/01 19:08",88
"22","2014/04/01 19:13",83
"23","2014/04/01 19:18",88
"24","2014/04/01 19:23",76
"25","2014/04/01 19:28",74
"26","2014/04/01 19:33",56
"27","2014/04/01 19:38",93
"28","2014/04/01 19:43",80
"29","2014/04/01 19:48",87
"30","2014/04/01 19:53",77
"31","2014/04/01 19:58",82
"32","2014/04/01 20:03",50
"33","2014/04/01 20:08",86
"34","2014/04/01 20:13",70
"35","2014/04/01 20:18",89
"36","2014/04/01 20:23",82
"37","2014/04/01 20:28",78
"38","2014/04/01 20:33",62
"39","2014/04/01 20:38",82
"40","2014/04/01 20:43",76
"41","2014/04/01 20:48",89
"42","2014/04/01 20:53",85
"43","2014/04/01 20:58",73
"44","2014/04/01 21:03",43
"45","2014/04/01 21:08",80
"46","2014/04/01 21:13",72
"47","2014/04/01 21:18",80
"48","2014/04/01 21:23",50
"49","2014/04/01 21:28",82
"50","2014/04/01 21:33",77
"51","2014/04/01 21:38",63
"52","2014/04/01 21:43",87
"53","2014/04/01 21:48",85
"54","2014/04/01 21:53",88
"55","2014/04/01 21:58",75
"56","2014/04/01 22:03",61
"57","2014/04/01 22:08",45
"58","2014/04/01 22:13",40
"59","2014/04/01 22:18",37
"60","2014/04/01 22:23",58
"61","2014/04/01 22:28",46
"62","2014/04/01 22:33",46
"63","2014/04/01 22:38",42
"64","2014/04/01 22:43",52
"65","2014/04/01 22:48",48
"66","2014/04/01 22:53",50
"67","2014/04/01 22:58",51
"68","2014/04/01 23:03",52
"69","2014/04/01 23:08",51
"70","2014/04/01 23:13",47
"71","2014/04/01 23:18",52
"72","2014/04/01 23:23",61
"73","2014/04/01 23:28",52
"74","2014/04/01 23:33",50
"75","2014/04/01 23:38",50
"76","2014/04/01 23:43",53
"77","2014/04/01 23:48",53
"78","2014/04/01 23:53",49
"79","2014/04/01 23:58",50
"80","2014/04/02 00:03",49
"81","2014/04/02 00:08",45
"82","2014/04/02 00:13",43
"83","2014/04/02 00:18",45
"84","2014/04/02 00:23",50
"85","2014/04/02 00:28",41
"86","2014/04/02 00:33",59
"87","2014/04/02 00:38",30
"88","2014/04/02 00:43",42
"89","2014/04/02 00:48",43
"90","2014/04/02 00:53",43
"91","2014/04/02 00:58",40
"92","2014/04/02 01:03",41
"93","2014/04/02 01:08",45
"94","2014/04/02 01:13",44
"95","2014/04/02 01:18",49
"96","2014/04/02 01:23",57
