LDEV_Write_Hit_X742-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:5A X"
"1","2014/04/01 17:28",50
"2","2014/04/01 17:33",50
"3","2014/04/01 17:38",78
"4","2014/04/01 17:43",73
"5","2014/04/01 17:48",84
"6","2014/04/01 17:53",83
"7","2014/04/01 17:58",59
"8","2014/04/01 18:03",78
"9","2014/04/01 18:08",46
"10","2014/04/01 18:13",57
"11","2014/04/01 18:18",57
"12","2014/04/01 18:23",74
"13","2014/04/01 18:28",46
"14","2014/04/01 18:33",73
"15","2014/04/01 18:38",78
"16","2014/04/01 18:43",91
"17","2014/04/01 18:48",83
"18","2014/04/01 18:53",69
"19","2014/04/01 18:58",74
"20","2014/04/01 19:03",28
"21","2014/04/01 19:08",51
"22","2014/04/01 19:13",86
"23","2014/04/01 19:18",91
"24","2014/04/01 19:23",69
"25","2014/04/01 19:28",67
"26","2014/04/01 19:33",85
"27","2014/04/01 19:38",80
"28","2014/04/01 19:43",23
"29","2014/04/01 19:48",31
"30","2014/04/01 19:53",30
"31","2014/04/01 19:58",78
"32","2014/04/01 20:03",51
"33","2014/04/01 20:08",73
"34","2014/04/01 20:13",79
"35","2014/04/01 20:18",45
"36","2014/04/01 20:23",43
"37","2014/04/01 20:28",54
"38","2014/04/01 20:33",46
"39","2014/04/01 20:38",70
"40","2014/04/01 20:43",50
"41","2014/04/01 20:48",48
"42","2014/04/01 20:53",68
"43","2014/04/01 20:58",84
"44","2014/04/01 21:03",67
"45","2014/04/01 21:08",34
"46","2014/04/01 21:13",13
"47","2014/04/01 21:18",73
"48","2014/04/01 21:23",70
"49","2014/04/01 21:28",8
"50","2014/04/01 21:33",10
"51","2014/04/01 21:38",57
"52","2014/04/01 21:43",38
"53","2014/04/01 21:48",33
"54","2014/04/01 21:53",50
"55","2014/04/01 21:58",42
"56","2014/04/01 22:03",85
"57","2014/04/01 22:08",64
"58","2014/04/01 22:13",52
"59","2014/04/01 22:18",87
"60","2014/04/01 22:23",43
"61","2014/04/01 22:28",85
"62","2014/04/01 22:33",68
"63","2014/04/01 22:38",40
"64","2014/04/01 22:43",50
"65","2014/04/01 22:48",37
"66","2014/04/01 22:53",48
"67","2014/04/01 22:58",24
"68","2014/04/01 23:03",76
"69","2014/04/01 23:08",72
"70","2014/04/01 23:13",76
"71","2014/04/01 23:18",78
"72","2014/04/01 23:23",83
"73","2014/04/01 23:28",82
"74","2014/04/01 23:33",79
"75","2014/04/01 23:38",82
"76","2014/04/01 23:43",84
"77","2014/04/01 23:48",74
"78","2014/04/01 23:53",79
"79","2014/04/01 23:58",83
"80","2014/04/02 00:03",74
"81","2014/04/02 00:08",76
"82","2014/04/02 00:13",82
"83","2014/04/02 00:18",81
"84","2014/04/02 00:23",78
"85","2014/04/02 00:28",80
"86","2014/04/02 00:33",80
"87","2014/04/02 00:38",81
"88","2014/04/02 00:43",74
"89","2014/04/02 00:48",77
"90","2014/04/02 00:53",83
"91","2014/04/02 00:58",82
"92","2014/04/02 01:03",52
"93","2014/04/02 01:08",50
"94","2014/04/02 01:13",64
"95","2014/04/02 01:18",37
"96","2014/04/02 01:23",46
