LDEV_Write_Hit_X68-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6 X"
"1","2014/04/01 17:28",76
"2","2014/04/01 17:33",66
"3","2014/04/01 17:38",73
"4","2014/04/01 17:43",76
"5","2014/04/01 17:48",73
"6","2014/04/01 17:53",77
"7","2014/04/01 17:58",81
"8","2014/04/01 18:03",91
"9","2014/04/01 18:08",67
"10","2014/04/01 18:13",82
"11","2014/04/01 18:18",89
"12","2014/04/01 18:23",79
"13","2014/04/01 18:28",70
"14","2014/04/01 18:33",84
"15","2014/04/01 18:38",76
"16","2014/04/01 18:43",77
"17","2014/04/01 18:48",82
"18","2014/04/01 18:53",75
"19","2014/04/01 18:58",75
"20","2014/04/01 19:03",85
"21","2014/04/01 19:08",61
"22","2014/04/01 19:13",83
"23","2014/04/01 19:18",78
"24","2014/04/01 19:23",72
"25","2014/04/01 19:28",77
"26","2014/04/01 19:33",74
"27","2014/04/01 19:38",77
"28","2014/04/01 19:43",75
"29","2014/04/01 19:48",70
"30","2014/04/01 19:53",65
"31","2014/04/01 19:58",81
"32","2014/04/01 20:03",88
"33","2014/04/01 20:08",55
"34","2014/04/01 20:13",73
"35","2014/04/01 20:18",77
"36","2014/04/01 20:23",73
"37","2014/04/01 20:28",72
"38","2014/04/01 20:33",76
"39","2014/04/01 20:38",78
"40","2014/04/01 20:43",72
"41","2014/04/01 20:48",75
"42","2014/04/01 20:53",71
"43","2014/04/01 20:58",65
"44","2014/04/01 21:03",89
"45","2014/04/01 21:08",62
"46","2014/04/01 21:13",69
"47","2014/04/01 21:18",69
"48","2014/04/01 21:23",71
"49","2014/04/01 21:28",71
"50","2014/04/01 21:33",83
"51","2014/04/01 21:38",73
"52","2014/04/01 21:43",75
"53","2014/04/01 21:48",74
"54","2014/04/01 21:53",79
"55","2014/04/01 21:58",74
"56","2014/04/01 22:03",90
"57","2014/04/01 22:08",63
"58","2014/04/01 22:13",68
"59","2014/04/01 22:18",78
"60","2014/04/01 22:23",81
"61","2014/04/01 22:28",76
"62","2014/04/01 22:33",78
"63","2014/04/01 22:38",69
"64","2014/04/01 22:43",71
"65","2014/04/01 22:48",73
"66","2014/04/01 22:53",68
"67","2014/04/01 22:58",71
"68","2014/04/01 23:03",86
"69","2014/04/01 23:08",74
"70","2014/04/01 23:13",99
"71","2014/04/01 23:18",75
"72","2014/04/01 23:23",78
"73","2014/04/01 23:28",66
"74","2014/04/01 23:33",72
"75","2014/04/01 23:38",68
"76","2014/04/01 23:43",67
"77","2014/04/01 23:48",70
"78","2014/04/01 23:53",66
"79","2014/04/01 23:58",70
"80","2014/04/02 00:03",89
"81","2014/04/02 00:08",62
"82","2014/04/02 00:13",75
"83","2014/04/02 00:18",81
"84","2014/04/02 00:23",70
"85","2014/04/02 00:28",76
"86","2014/04/02 00:33",89
"87","2014/04/02 00:38",74
"88","2014/04/02 00:43",77
"89","2014/04/02 00:48",75
"90","2014/04/02 00:53",73
"91","2014/04/02 00:58",75
"92","2014/04/02 01:03",90
"93","2014/04/02 01:08",60
"94","2014/04/02 01:13",75
"95","2014/04/02 01:18",80
"96","2014/04/02 01:23",81
