LDEV_Write_Hit_X524-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:1E X"
"1","2014/04/01 17:28",94
"2","2014/04/01 17:33",92
"3","2014/04/01 17:38",95
"4","2014/04/01 17:43",78
"5","2014/04/01 17:48",71
"6","2014/04/01 17:53",88
"7","2014/04/01 17:58",91
"8","2014/04/01 18:03",84
"9","2014/04/01 18:08",45
"10","2014/04/01 18:13",95
"11","2014/04/01 18:18",70
"12","2014/04/01 18:23",95
"13","2014/04/01 18:28",92
"14","2014/04/01 18:33",91
"15","2014/04/01 18:38",81
"16","2014/04/01 18:43",96
"17","2014/04/01 18:48",74
"18","2014/04/01 18:53",87
"19","2014/04/01 18:58",83
"20","2014/04/01 19:03",80
"21","2014/04/01 19:08",36
"22","2014/04/01 19:13",95
"23","2014/04/01 19:18",29
"24","2014/04/01 19:23",50
"25","2014/04/01 19:28",94
"26","2014/04/01 19:33",69
"27","2014/04/01 19:38",43
"28","2014/04/01 19:43",63
"29","2014/04/01 19:48",10
"30","2014/04/01 19:53",46
"31","2014/04/01 19:58",55
"32","2014/04/01 20:03",92
"33","2014/04/01 20:08",77
"34","2014/04/01 20:13",96
"35","2014/04/01 20:18",21
"36","2014/04/01 20:23",52
"37","2014/04/01 20:28",53
"38","2014/04/01 20:33",97
"39","2014/04/01 20:38",31
"40","2014/04/01 20:43",87
"41","2014/04/01 20:48",23
"42","2014/04/01 20:53",54
"43","2014/04/01 20:58",67
"44","2014/04/01 21:03",83
"45","2014/04/01 21:08",39
"46","2014/04/01 21:13",63
"47","2014/04/01 21:18",25
"48","2014/04/01 21:23",38
"49","2014/04/01 21:28",62
"50","2014/04/01 21:33",94
"51","2014/04/01 21:38",29
"52","2014/04/01 21:43",72
"53","2014/04/01 21:48",37
"54","2014/04/01 21:53",54
"55","2014/04/01 21:58",72
"56","2014/04/01 22:03",90
"57","2014/04/01 22:08",49
"58","2014/04/01 22:13",84
"59","2014/04/01 22:18",89
"60","2014/04/01 22:23",77
"61","2014/04/01 22:28",91
"62","2014/04/01 22:33",67
"63","2014/04/01 22:38",57
"64","2014/04/01 22:43",59
"65","2014/04/01 22:48",78
"66","2014/04/01 22:53",82
"67","2014/04/01 22:58",83
"68","2014/04/01 23:03",76
"69","2014/04/01 23:08",73
"70","2014/04/01 23:13",75
"71","2014/04/01 23:18",81
"72","2014/04/01 23:23",81
"73","2014/04/01 23:28",84
"74","2014/04/01 23:33",78
"75","2014/04/01 23:38",81
"76","2014/04/01 23:43",80
"77","2014/04/01 23:48",81
"78","2014/04/01 23:53",78
"79","2014/04/01 23:58",80
"80","2014/04/02 00:03",53
"81","2014/04/02 00:08",62
"82","2014/04/02 00:13",51
"83","2014/04/02 00:18",59
"84","2014/04/02 00:23",57
"85","2014/04/02 00:28",65
"86","2014/04/02 00:33",51
"87","2014/04/02 00:38",72
"88","2014/04/02 00:43",65
"89","2014/04/02 00:48",44
"90","2014/04/02 00:53",73
"91","2014/04/02 00:58",71
"92","2014/04/02 01:03",45
"93","2014/04/02 01:08",45
"94","2014/04/02 01:13",50
"95","2014/04/02 01:18",77
"96","2014/04/02 01:23",51
