LDEV_Write_Hit_X693-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:1E X"
"1","2014/04/01 17:28",86
"2","2014/04/01 17:33",58
"3","2014/04/01 17:38",48
"4","2014/04/01 17:43",43
"5","2014/04/01 17:48",46
"6","2014/04/01 17:53",40
"7","2014/04/01 17:58",45
"8","2014/04/01 18:03",58
"9","2014/04/01 18:08",65
"10","2014/04/01 18:13",94
"11","2014/04/01 18:18",89
"12","2014/04/01 18:23",87
"13","2014/04/01 18:28",90
"14","2014/04/01 18:33",79
"15","2014/04/01 18:38",45
"16","2014/04/01 18:43",51
"17","2014/04/01 18:48",88
"18","2014/04/01 18:53",94
"19","2014/04/01 18:58",91
"20","2014/04/01 19:03",88
"21","2014/04/01 19:08",44
"22","2014/04/01 19:13",51
"23","2014/04/01 19:18",35
"24","2014/04/01 19:23",23
"25","2014/04/01 19:28",51
"26","2014/04/01 19:33",72
"27","2014/04/01 19:38",31
"28","2014/04/01 19:43",34
"29","2014/04/01 19:48",28
"30","2014/04/01 19:53",28
"31","2014/04/01 19:58",42
"32","2014/04/01 20:03",28
"33","2014/04/01 20:08",40
"34","2014/04/01 20:13",51
"35","2014/04/01 20:18",39
"36","2014/04/01 20:23",37
"37","2014/04/01 20:28",59
"38","2014/04/01 20:33",48
"39","2014/04/01 20:38",37
"40","2014/04/01 20:43",38
"41","2014/04/01 20:48",43
"42","2014/04/01 20:53",39
"43","2014/04/01 20:58",33
"44","2014/04/01 21:03",30
"45","2014/04/01 21:08",43
"46","2014/04/01 21:13",20
"47","2014/04/01 21:18",31
"48","2014/04/01 21:23",11
"49","2014/04/01 21:28",13
"50","2014/04/01 21:33",77
"51","2014/04/01 21:38",89
"52","2014/04/01 21:43",45
"53","2014/04/01 21:48",46
"54","2014/04/01 21:53",38
"55","2014/04/01 21:58",44
"56","2014/04/01 22:03",88
"57","2014/04/01 22:08",51
"58","2014/04/01 22:13",53
"59","2014/04/01 22:18",69
"60","2014/04/01 22:23",38
"61","2014/04/01 22:28",88
"62","2014/04/01 22:33",66
"63","2014/04/01 22:38",36
"64","2014/04/01 22:43",92
"65","2014/04/01 22:48",31
"66","2014/04/01 22:53",90
"67","2014/04/01 22:58",88
"68","2014/04/01 23:03",78
"69","2014/04/01 23:08",73
"70","2014/04/01 23:13",77
"71","2014/04/01 23:18",76
"72","2014/04/01 23:23",81
"73","2014/04/01 23:28",82
"74","2014/04/01 23:33",87
"75","2014/04/01 23:38",82
"76","2014/04/01 23:43",85
"77","2014/04/01 23:48",78
"78","2014/04/01 23:53",72
"79","2014/04/01 23:58",79
"80","2014/04/02 00:03",73
"81","2014/04/02 00:08",76
"82","2014/04/02 00:13",85
"83","2014/04/02 00:18",81
"84","2014/04/02 00:23",78
"85","2014/04/02 00:28",81
"86","2014/04/02 00:33",80
"87","2014/04/02 00:38",82
"88","2014/04/02 00:43",79
"89","2014/04/02 00:48",71
"90","2014/04/02 00:53",84
"91","2014/04/02 00:58",52
"92","2014/04/02 01:03",52
"93","2014/04/02 01:08",44
"94","2014/04/02 01:13",74
"95","2014/04/02 01:18",61
"96","2014/04/02 01:23",59
