LDEV_Write_Hit_X498-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:E9 X"
"1","2014/04/01 17:28",88
"2","2014/04/01 17:33",81
"3","2014/04/01 17:38",53
"4","2014/04/01 17:43",74
"5","2014/04/01 17:48",67
"6","2014/04/01 17:53",76
"7","2014/04/01 17:58",89
"8","2014/04/01 18:03",84
"9","2014/04/01 18:08",43
"10","2014/04/01 18:13",97
"11","2014/04/01 18:18",97
"12","2014/04/01 18:23",70
"13","2014/04/01 18:28",65
"14","2014/04/01 18:33",79
"15","2014/04/01 18:38",50
"16","2014/04/01 18:43",70
"17","2014/04/01 18:48",69
"18","2014/04/01 18:53",89
"19","2014/04/01 18:58",96
"20","2014/04/01 19:03",92
"21","2014/04/01 19:08",58
"22","2014/04/01 19:13",66
"23","2014/04/01 19:18",34
"24","2014/04/01 19:23",48
"25","2014/04/01 19:28",96
"26","2014/04/01 19:33",92
"27","2014/04/01 19:38",41
"28","2014/04/01 19:43",47
"29","2014/04/01 19:48",18
"30","2014/04/01 19:53",33
"31","2014/04/01 19:58",64
"32","2014/04/01 20:03",71
"33","2014/04/01 20:08",43
"34","2014/04/01 20:13",78
"35","2014/04/01 20:18",45
"36","2014/04/01 20:23",67
"37","2014/04/01 20:28",71
"38","2014/04/01 20:33",70
"39","2014/04/01 20:38",26
"40","2014/04/01 20:43",54
"41","2014/04/01 20:48",55
"42","2014/04/01 20:53",50
"43","2014/04/01 20:58",67
"44","2014/04/01 21:03",95
"45","2014/04/01 21:08",48
"46","2014/04/01 21:13",79
"47","2014/04/01 21:18",96
"48","2014/04/01 21:23",67
"49","2014/04/01 21:28",83
"50","2014/04/01 21:33",80
"51","2014/04/01 21:38",73
"52","2014/04/01 21:43",80
"53","2014/04/01 21:48",77
"54","2014/04/01 21:53",74
"55","2014/04/01 21:58",69
"56","2014/04/01 22:03",95
"57","2014/04/01 22:08",74
"58","2014/04/01 22:13",87
"59","2014/04/01 22:18",76
"60","2014/04/01 22:23",83
"61","2014/04/01 22:28",79
"62","2014/04/01 22:33",77
"63","2014/04/01 22:38",57
"64","2014/04/01 22:43",61
"65","2014/04/01 22:48",79
"66","2014/04/01 22:53",82
"67","2014/04/01 22:58",84
"68","2014/04/01 23:03",75
"69","2014/04/01 23:08",75
"70","2014/04/01 23:13",80
"71","2014/04/01 23:18",76
"72","2014/04/01 23:23",79
"73","2014/04/01 23:28",84
"74","2014/04/01 23:33",80
"75","2014/04/01 23:38",82
"76","2014/04/01 23:43",80
"77","2014/04/01 23:48",81
"78","2014/04/01 23:53",78
"79","2014/04/01 23:58",83
"80","2014/04/02 00:03",54
"81","2014/04/02 00:08",62
"82","2014/04/02 00:13",48
"83","2014/04/02 00:18",55
"84","2014/04/02 00:23",63
"85","2014/04/02 00:28",52
"86","2014/04/02 00:33",50
"87","2014/04/02 00:38",65
"88","2014/04/02 00:43",80
"89","2014/04/02 00:48",44
"90","2014/04/02 00:53",76
"91","2014/04/02 00:58",75
"92","2014/04/02 01:03",45
"93","2014/04/02 01:08",50
"94","2014/04/02 01:13",64
"95","2014/04/02 01:18",76
"96","2014/04/02 01:23",58
