LDEV_Write_Hit_X67-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:FF X"
"1","2014/04/01 17:28",91
"2","2014/04/01 17:33",74
"3","2014/04/01 17:38",75
"4","2014/04/01 17:43",90
"5","2014/04/01 17:48",73
"6","2014/04/01 17:53",65
"7","2014/04/01 17:58",87
"8","2014/04/01 18:03",75
"9","2014/04/01 18:08",78
"10","2014/04/01 18:13",89
"11","2014/04/01 18:18",75
"12","2014/04/01 18:23",83
"13","2014/04/01 18:28",88
"14","2014/04/01 18:33",69
"15","2014/04/01 18:38",77
"16","2014/04/01 18:43",89
"17","2014/04/01 18:48",81
"18","2014/04/01 18:53",87
"19","2014/04/01 18:58",71
"20","2014/04/01 19:03",77
"21","2014/04/01 19:08",65
"22","2014/04/01 19:13",90
"23","2014/04/01 19:18",70
"24","2014/04/01 19:23",83
"25","2014/04/01 19:28",69
"26","2014/04/01 19:33",73
"27","2014/04/01 19:38",90
"28","2014/04/01 19:43",77
"29","2014/04/01 19:48",78
"30","2014/04/01 19:53",87
"31","2014/04/01 19:58",77
"32","2014/04/01 20:03",81
"33","2014/04/01 20:08",89
"34","2014/04/01 20:13",76
"35","2014/04/01 20:18",73
"36","2014/04/01 20:23",88
"37","2014/04/01 20:28",70
"38","2014/04/01 20:33",86
"39","2014/04/01 20:38",67
"40","2014/04/01 20:43",69
"41","2014/04/01 20:48",85
"42","2014/04/01 20:53",73
"43","2014/04/01 20:58",72
"44","2014/04/01 21:03",89
"45","2014/04/01 21:08",67
"46","2014/04/01 21:13",68
"47","2014/04/01 21:18",85
"48","2014/04/01 21:23",59
"49","2014/04/01 21:28",87
"50","2014/04/01 21:33",75
"51","2014/04/01 21:38",73
"52","2014/04/01 21:43",88
"53","2014/04/01 21:48",74
"54","2014/04/01 21:53",69
"55","2014/04/01 21:58",84
"56","2014/04/01 22:03",68
"57","2014/04/01 22:08",66
"58","2014/04/01 22:13",71
"59","2014/04/01 22:18",65
"60","2014/04/01 22:23",68
"61","2014/04/01 22:28",74
"62","2014/04/01 22:33",66
"63","2014/04/01 22:38",73
"64","2014/04/01 22:43",64
"65","2014/04/01 22:48",58
"66","2014/04/01 22:53",76
"67","2014/04/01 22:58",61
"68","2014/04/01 23:03",83
"69","2014/04/01 23:08",62
"70","2014/04/01 23:13",61
"71","2014/04/01 23:18",62
"72","2014/04/01 23:23",80
"73","2014/04/01 23:28",96
"74","2014/04/01 23:33",57
"75","2014/04/01 23:38",65
"76","2014/04/01 23:43",80
"77","2014/04/01 23:48",79
"78","2014/04/01 23:53",59
"79","2014/04/01 23:58",75
"80","2014/04/02 00:03",64
"81","2014/04/02 00:08",56
"82","2014/04/02 00:13",73
"83","2014/04/02 00:18",52
"84","2014/04/02 00:23",72
"85","2014/04/02 00:28",50
"86","2014/04/02 00:33",59
"87","2014/04/02 00:38",70
"88","2014/04/02 00:43",53
"89","2014/04/02 00:48",77
"90","2014/04/02 00:53",46
"91","2014/04/02 00:58",74
"92","2014/04/02 01:03",66
"93","2014/04/02 01:08",51
"94","2014/04/02 01:13",77
"95","2014/04/02 01:18",51
"96","2014/04/02 01:23",67
