LDEV_Write_Hit_X505-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F0 X"
"1","2014/04/01 17:28",36
"2","2014/04/01 17:33",36
"3","2014/04/01 17:38",38
"4","2014/04/01 17:43",33
"5","2014/04/01 17:48",46
"6","2014/04/01 17:53",74
"7","2014/04/01 17:58",52
"8","2014/04/01 18:03",96
"9","2014/04/01 18:08",44
"10","2014/04/01 18:13",87
"11","2014/04/01 18:18",88
"12","2014/04/01 18:23",86
"13","2014/04/01 18:28",84
"14","2014/04/01 18:33",90
"15","2014/04/01 18:38",80
"16","2014/04/01 18:43",90
"17","2014/04/01 18:48",94
"18","2014/04/01 18:53",89
"19","2014/04/01 18:58",80
"20","2014/04/01 19:03",55
"21","2014/04/01 19:08",35
"22","2014/04/01 19:13",57
"23","2014/04/01 19:18",87
"24","2014/04/01 19:23",86
"25","2014/04/01 19:28",87
"26","2014/04/01 19:33",94
"27","2014/04/01 19:38",80
"28","2014/04/01 19:43",90
"29","2014/04/01 19:48",87
"30","2014/04/01 19:53",87
"31","2014/04/01 19:58",84
"32","2014/04/01 20:03",41
"33","2014/04/01 20:08",33
"34","2014/04/01 20:13",22
"35","2014/04/01 20:18",45
"36","2014/04/01 20:23",98
"37","2014/04/01 20:28",95
"38","2014/04/01 20:33",97
"39","2014/04/01 20:38",41
"40","2014/04/01 20:43",38
"41","2014/04/01 20:48",45
"42","2014/04/01 20:53",29
"43","2014/04/01 20:58",88
"44","2014/04/01 21:03",75
"45","2014/04/01 21:08",33
"46","2014/04/01 21:13",33
"47","2014/04/01 21:18",39
"48","2014/04/01 21:23",21
"49","2014/04/01 21:28",36
"50","2014/04/01 21:33",92
"51","2014/04/01 21:38",39
"52","2014/04/01 21:43",74
"53","2014/04/01 21:48",63
"54","2014/04/01 21:53",62
"55","2014/04/01 21:58",58
"56","2014/04/01 22:03",95
"57","2014/04/01 22:08",72
"58","2014/04/01 22:13",88
"59","2014/04/01 22:18",86
"60","2014/04/01 22:23",88
"61","2014/04/01 22:28",83
"62","2014/04/01 22:33",70
"63","2014/04/01 22:38",56
"64","2014/04/01 22:43",55
"65","2014/04/01 22:48",80
"66","2014/04/01 22:53",83
"67","2014/04/01 22:58",86
"68","2014/04/01 23:03",78
"69","2014/04/01 23:08",73
"70","2014/04/01 23:13",78
"71","2014/04/01 23:18",79
"72","2014/04/01 23:23",79
"73","2014/04/01 23:28",84
"74","2014/04/01 23:33",80
"75","2014/04/01 23:38",81
"76","2014/04/01 23:43",79
"77","2014/04/01 23:48",82
"78","2014/04/01 23:53",81
"79","2014/04/01 23:58",80
"80","2014/04/02 00:03",66
"81","2014/04/02 00:08",66
"82","2014/04/02 00:13",65
"83","2014/04/02 00:18",63
"84","2014/04/02 00:23",64
"85","2014/04/02 00:28",61
"86","2014/04/02 00:33",61
"87","2014/04/02 00:38",64
"88","2014/04/02 00:43",77
"89","2014/04/02 00:48",25
"90","2014/04/02 00:53",54
"91","2014/04/02 00:58",68
"92","2014/04/02 01:03",60
"93","2014/04/02 01:08",56
"94","2014/04/02 01:13",75
"95","2014/04/02 01:18",84
"96","2014/04/02 01:23",71
