LDEV_Write_Hit_X506-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:F1 X"
"1","2014/04/01 17:28",46
"2","2014/04/01 17:33",34
"3","2014/04/01 17:38",42
"4","2014/04/01 17:43",43
"5","2014/04/01 17:48",55
"6","2014/04/01 17:53",50
"7","2014/04/01 17:58",56
"8","2014/04/01 18:03",78
"9","2014/04/01 18:08",54
"10","2014/04/01 18:13",70
"11","2014/04/01 18:18",86
"12","2014/04/01 18:23",86
"13","2014/04/01 18:28",63
"14","2014/04/01 18:33",71
"15","2014/04/01 18:38",91
"16","2014/04/01 18:43",90
"17","2014/04/01 18:48",58
"18","2014/04/01 18:53",73
"19","2014/04/01 18:58",63
"20","2014/04/01 19:03",90
"21","2014/04/01 19:08",50
"22","2014/04/01 19:13",86
"23","2014/04/01 19:18",74
"24","2014/04/01 19:23",75
"25","2014/04/01 19:28",64
"26","2014/04/01 19:33",89
"27","2014/04/01 19:38",63
"28","2014/04/01 19:43",69
"29","2014/04/01 19:48",55
"30","2014/04/01 19:53",85
"31","2014/04/01 19:58",56
"32","2014/04/01 20:03",54
"33","2014/04/01 20:08",47
"34","2014/04/01 20:13",85
"35","2014/04/01 20:18",74
"36","2014/04/01 20:23",71
"37","2014/04/01 20:28",77
"38","2014/04/01 20:33",58
"39","2014/04/01 20:38",48
"40","2014/04/01 20:43",72
"41","2014/04/01 20:48",77
"42","2014/04/01 20:53",78
"43","2014/04/01 20:58",76
"44","2014/04/01 21:03",87
"45","2014/04/01 21:08",61
"46","2014/04/01 21:13",73
"47","2014/04/01 21:18",44
"48","2014/04/01 21:23",48
"49","2014/04/01 21:28",36
"50","2014/04/01 21:33",79
"51","2014/04/01 21:38",43
"52","2014/04/01 21:43",49
"53","2014/04/01 21:48",48
"54","2014/04/01 21:53",78
"55","2014/04/01 21:58",95
"56","2014/04/01 22:03",93
"57","2014/04/01 22:08",65
"58","2014/04/01 22:13",86
"59","2014/04/01 22:18",81
"60","2014/04/01 22:23",58
"61","2014/04/01 22:28",35
"62","2014/04/01 22:33",60
"63","2014/04/01 22:38",51
"64","2014/04/01 22:43",61
"65","2014/04/01 22:48",79
"66","2014/04/01 22:53",84
"67","2014/04/01 22:58",84
"68","2014/04/01 23:03",76
"69","2014/04/01 23:08",75
"70","2014/04/01 23:13",74
"71","2014/04/01 23:18",79
"72","2014/04/01 23:23",79
"73","2014/04/01 23:28",85
"74","2014/04/01 23:33",76
"75","2014/04/01 23:38",82
"76","2014/04/01 23:43",77
"77","2014/04/01 23:48",80
"78","2014/04/01 23:53",78
"79","2014/04/01 23:58",81
"80","2014/04/02 00:03",52
"81","2014/04/02 00:08",59
"82","2014/04/02 00:13",53
"83","2014/04/02 00:18",58
"84","2014/04/02 00:23",63
"85","2014/04/02 00:28",53
"86","2014/04/02 00:33",56
"87","2014/04/02 00:38",60
"88","2014/04/02 00:43",75
"89","2014/04/02 00:48",30
"90","2014/04/02 00:53",64
"91","2014/04/02 00:58",85
"92","2014/04/02 01:03",49
"93","2014/04/02 01:08",59
"94","2014/04/02 01:13",59
"95","2014/04/02 01:18",77
"96","2014/04/02 01:23",34
