LDEV_Write_Hit_1-12.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:00:DD","00:00:DF","00:00:E0","00:00:E6","00:00:E7","00:00:E8","00:00:E9","00:00:EA","00:00:EB","00:00:EC","00:00:ED","00:00:EE","00:00:EF","00:20:16","00:20:17"
"44","2014/04/01 21:03",100,100,0,0,0,0,100,97,50,0,0,94,98,98,97
"45","2014/04/01 21:08",100,100,0,0,0,0,100,100,0,0,0,91,87,99,95
"46","2014/04/01 21:13",100,100,0,0,0,0,100,97,75,0,0,92,92,99,90
"47","2014/04/01 21:18",100,100,0,0,0,0,100,100,0,0,0,93,93,99,83
"48","2014/04/01 21:23",100,100,0,0,0,0,100,97,75,0,0,97,71,99,89
"49","2014/04/01 21:28",100,100,0,0,0,0,100,100,0,0,0,94,97,99,96
"50","2014/04/01 21:33",98,100,0,0,0,0,100,97,50,0,0,91,94,99,93
"51","2014/04/01 21:38",100,100,0,0,0,0,100,100,0,0,0,93,92,97,98
"52","2014/04/01 21:43",100,100,0,0,0,0,100,97,50,0,0,96,99,98,98
"53","2014/04/01 21:48",100,100,0,0,0,0,100,94,0,0,0,95,98,98,96
"54","2014/04/01 21:53",100,100,0,0,0,0,100,100,100,0,0,96,98,99,90
"55","2014/04/01 21:58",100,100,0,0,0,0,100,97,0,0,0,96,98,99,98
"56","2014/04/01 22:03",97,100,0,0,0,0,100,100,50,0,0,95,99,98,97
"57","2014/04/01 22:08",100,100,0,0,0,0,100,97,0,0,0,96,98,98,88
"58","2014/04/01 22:13",100,100,0,0,0,0,100,100,50,0,0,96,95,98,84
"59","2014/04/01 22:18",100,100,0,0,0,0,100,97,0,0,0,95,99,98,92
"60","2014/04/01 22:23",100,100,0,0,0,0,100,100,80,0,0,94,99,97,85
"61","2014/04/01 22:28",100,100,0,0,0,0,100,97,0,0,0,95,99,97,97
"62","2014/04/01 22:33",100,100,0,0,0,0,100,100,50,0,0,95,100,98,98
"63","2014/04/01 22:38",100,100,0,0,0,0,100,97,0,0,0,95,99,98,97
"64","2014/04/01 22:43",100,100,0,0,0,0,100,100,50,0,0,95,99,98,95
"65","2014/04/01 22:48",100,100,0,0,0,0,100,97,0,0,0,95,99,99,93
"66","2014/04/01 22:53",100,100,0,0,0,0,100,97,60,0,0,95,99,97,98
"67","2014/04/01 22:58",100,100,0,0,0,0,100,100,0,0,0,96,99,97,95
"68","2014/04/01 23:03",100,100,0,0,0,0,100,83,50,1,0,95,95,98,85
"69","2014/04/01 23:08",100,100,0,0,0,0,47,97,0,0,0,91,88,97,84
"70","2014/04/01 23:13",100,100,0,0,0,0,100,97,50,0,0,94,95,98,89
"71","2014/04/01 23:18",100,100,0,0,0,0,100,97,0,0,0,91,92,97,92
"72","2014/04/01 23:23",100,100,0,0,0,0,100,100,50,0,0,93,92,97,98
"73","2014/04/01 23:28",97,100,0,0,0,0,100,97,0,0,0,95,91,97,97
"74","2014/04/01 23:33",100,100,0,0,0,0,100,100,50,0,0,90,94,97,96
"75","2014/04/01 23:38",100,100,0,0,0,0,100,94,0,0,0,91,93,98,90
"76","2014/04/01 23:43",100,50,0,0,0,0,100,100,50,0,0,95,95,96,96
"77","2014/04/01 23:48",100,50,0,0,0,0,100,97,0,0,0,94,97,97,94
"78","2014/04/01 23:53",98,100,0,0,0,0,100,97,50,0,0,95,96,98,86
"79","2014/04/01 23:58",77,69,37,0,0,95,100,100,0,0,0,95,95,97,84
"80","2014/04/02 00:03",81,86,78,0,0,98,100,97,50,0,0,95,95,98,91
"81","2014/04/02 00:08",80,73,71,0,0,96,100,100,0,0,0,93,96,97,92
"82","2014/04/02 00:13",94,0,0,0,0,99,100,97,60,0,0,91,92,95,98
"83","2014/04/02 00:18",100,100,0,0,0,98,100,100,0,0,0,95,96,97,98
"84","2014/04/02 00:23",66,63,60,0,0,97,100,97,50,0,0,94,97,98,94
"85","2014/04/02 00:28",93,82,91,0,0,97,100,100,0,0,0,95,96,98,91
"86","2014/04/02 00:33",91,82,71,0,0,97,100,97,50,0,0,94,95,97,96
"87","2014/04/02 00:38",96,100,0,0,0,98,100,100,0,0,0,93,94,98,95
"88","2014/04/02 00:43",82,71,78,0,0,98,100,97,50,0,0,94,94,97,85
"89","2014/04/02 00:48",85,100,0,0,0,99,100,97,0,0,0,94,94,97,84
"90","2014/04/02 00:53",96,50,0,0,0,99,100,92,60,0,0,93,96,97,89
"91","2014/04/02 00:58",84,50,0,0,0,100,100,92,0,0,0,95,95,96,95
"92","2014/04/02 01:03",21,53,51,0,0,48,100,100,50,0,0,94,95,97,97
"93","2014/04/02 01:08",8,12,1,0,0,61,100,97,0,0,0,85,80,98,98
"94","2014/04/02 01:13",100,50,17,0,0,0,100,92,60,0,0,89,90,99,94
"95","2014/04/02 01:18",100,100,0,0,0,0,100,97,0,0,0,87,90,97,93
"96","2014/04/02 01:23",0,0,0,0,0,0,100,100,60,0,0,92,89,97,96
