LDEV_Write_Hit_X501-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:EC X"
"1","2014/04/01 17:28",95
"2","2014/04/01 17:33",52
"3","2014/04/01 17:38",38
"4","2014/04/01 17:43",53
"5","2014/04/01 17:48",39
"6","2014/04/01 17:53",41
"7","2014/04/01 17:58",73
"8","2014/04/01 18:03",72
"9","2014/04/01 18:08",48
"10","2014/04/01 18:13",50
"11","2014/04/01 18:18",50
"12","2014/04/01 18:23",40
"13","2014/04/01 18:28",64
"14","2014/04/01 18:33",49
"15","2014/04/01 18:38",44
"16","2014/04/01 18:43",60
"17","2014/04/01 18:48",46
"18","2014/04/01 18:53",25
"19","2014/04/01 18:58",72
"20","2014/04/01 19:03",90
"21","2014/04/01 19:08",43
"22","2014/04/01 19:13",65
"23","2014/04/01 19:18",62
"24","2014/04/01 19:23",29
"25","2014/04/01 19:28",65
"26","2014/04/01 19:33",97
"27","2014/04/01 19:38",67
"28","2014/04/01 19:43",90
"29","2014/04/01 19:48",93
"30","2014/04/01 19:53",97
"31","2014/04/01 19:58",64
"32","2014/04/01 20:03",73
"33","2014/04/01 20:08",46
"34","2014/04/01 20:13",61
"35","2014/04/01 20:18",86
"36","2014/04/01 20:23",47
"37","2014/04/01 20:28",69
"38","2014/04/01 20:33",64
"39","2014/04/01 20:38",46
"40","2014/04/01 20:43",52
"41","2014/04/01 20:48",64
"42","2014/04/01 20:53",91
"43","2014/04/01 20:58",95
"44","2014/04/01 21:03",74
"45","2014/04/01 21:08",45
"46","2014/04/01 21:13",60
"47","2014/04/01 21:18",21
"48","2014/04/01 21:23",19
"49","2014/04/01 21:28",69
"50","2014/04/01 21:33",53
"51","2014/04/01 21:38",37
"52","2014/04/01 21:43",54
"53","2014/04/01 21:48",46
"54","2014/04/01 21:53",35
"55","2014/04/01 21:58",61
"56","2014/04/01 22:03",96
"57","2014/04/01 22:08",55
"58","2014/04/01 22:13",83
"59","2014/04/01 22:18",72
"60","2014/04/01 22:23",94
"61","2014/04/01 22:28",50
"62","2014/04/01 22:33",59
"63","2014/04/01 22:38",50
"64","2014/04/01 22:43",52
"65","2014/04/01 22:48",77
"66","2014/04/01 22:53",80
"67","2014/04/01 22:58",81
"68","2014/04/01 23:03",75
"69","2014/04/01 23:08",74
"70","2014/04/01 23:13",78
"71","2014/04/01 23:18",79
"72","2014/04/01 23:23",81
"73","2014/04/01 23:28",84
"74","2014/04/01 23:33",78
"75","2014/04/01 23:38",81
"76","2014/04/01 23:43",81
"77","2014/04/01 23:48",81
"78","2014/04/01 23:53",79
"79","2014/04/01 23:58",81
"80","2014/04/02 00:03",54
"81","2014/04/02 00:08",61
"82","2014/04/02 00:13",48
"83","2014/04/02 00:18",53
"84","2014/04/02 00:23",64
"85","2014/04/02 00:28",60
"86","2014/04/02 00:33",48
"87","2014/04/02 00:38",59
"88","2014/04/02 00:43",72
"89","2014/04/02 00:48",54
"90","2014/04/02 00:53",75
"91","2014/04/02 00:58",69
"92","2014/04/02 01:03",54
"93","2014/04/02 01:08",51
"94","2014/04/02 01:13",64
"95","2014/04/02 01:18",77
"96","2014/04/02 01:23",71
