URJNL_R-JNL_Asynchronous_RIO.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","05","03","0A","04","0C","07","09","0B","00","11","0F"
"49","2014/04/01 21:28",64,33,30,31,0,30,66,33,0,29,30
"50","2014/04/01 21:33",58,31,48,31,0,31,71,33,0,29,30
"51","2014/04/01 21:38",62,31,30,31,0,31,68,33,0,29,30
"52","2014/04/01 21:43",58,30,29,31,0,31,65,32,0,29,30
"53","2014/04/01 21:48",58,31,29,31,0,31,69,33,0,29,30
"54","2014/04/01 21:53",62,30,29,31,0,31,67,33,0,29,30
"55","2014/04/01 21:58",55,31,30,31,0,30,66,33,0,29,30
"56","2014/04/01 22:03",57,31,30,32,0,32,79,33,0,29,30
"57","2014/04/01 22:08",62,31,30,31,0,31,81,33,0,29,30
"58","2014/04/01 22:13",56,31,30,32,0,31,74,33,0,29,30
"59","2014/04/01 22:18",55,32,29,31,0,31,68,33,0,29,30
"60","2014/04/01 22:23",58,32,29,31,0,31,70,33,0,29,30
"61","2014/04/01 22:28",54,31,29,31,0,30,65,32,0,29,30
"62","2014/04/01 22:33",54,31,36,32,0,31,86,32,0,29,30
"63","2014/04/01 22:38",60,31,29,31,0,30,97,32,0,29,30
"64","2014/04/01 22:43",49,31,29,30,0,30,99,32,0,28,30
"65","2014/04/01 22:48",51,30,29,30,0,31,98,32,0,28,30
"66","2014/04/01 22:53",56,31,30,31,0,30,115,32,0,28,29
"67","2014/04/01 22:58",55,31,29,31,0,30,115,33,0,29,30
"68","2014/04/01 23:03",48,30,28,32,0,30,120,31,0,29,29
"69","2014/04/01 23:08",59,31,28,30,0,30,142,33,0,28,29
"70","2014/04/01 23:13",50,31,28,30,0,30,142,32,0,29,29
"71","2014/04/01 23:18",47,30,28,29,0,37,137,31,0,31,29
"72","2014/04/01 23:23",59,30,28,30,0,32,133,32,0,28,29
"73","2014/04/01 23:28",49,29,28,29,0,29,173,31,0,28,29
"74","2014/04/01 23:33",48,30,55,29,0,29,158,31,0,28,28
"75","2014/04/01 23:38",58,29,48,28,0,29,164,31,0,28,28
"76","2014/04/01 23:43",49,30,35,29,0,29,174,31,0,28,29
"77","2014/04/01 23:48",49,30,29,29,0,42,159,31,0,28,29
"78","2014/04/01 23:53",57,30,28,30,0,36,145,31,0,28,29
"79","2014/04/01 23:58",52,30,28,29,0,31,136,31,0,28,29
"80","2014/04/02 00:03",51,30,28,30,0,30,128,32,0,29,29
"81","2014/04/02 00:08",63,30,28,30,0,29,141,32,0,28,29
"82","2014/04/02 00:13",55,30,28,30,0,29,128,35,0,28,29
"83","2014/04/02 00:18",58,32,28,29,0,30,135,34,0,28,32
"84","2014/04/02 00:23",62,32,28,30,0,30,135,32,0,28,31
"85","2014/04/02 00:28",55,31,28,29,0,29,127,31,0,28,29
"86","2014/04/02 00:33",46,30,28,30,0,30,127,31,0,28,29
"87","2014/04/02 00:38",59,30,28,30,0,29,131,32,0,28,29
"88","2014/04/02 00:43",46,30,28,30,0,30,130,31,0,28,29
"89","2014/04/02 00:48",48,30,28,29,0,30,130,31,0,28,29
"90","2014/04/02 00:53",54,29,40,30,0,29,131,31,0,28,29
"91","2014/04/02 00:58",43,30,29,30,0,29,134,32,0,28,29
"92","2014/04/02 01:03",42,31,28,30,0,31,139,32,0,29,29
"93","2014/04/02 01:08",53,30,28,29,0,30,138,32,0,28,29
"94","2014/04/02 01:13",41,30,29,30,0,30,150,31,0,28,29
"95","2014/04/02 01:18",42,30,28,29,0,30,142,31,0,28,29
"96","2014/04/02 01:23",54,30,29,29,0,29,137,31,0,28,29
