URJNL_R-JNL_Asynchronous_RIO.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","05","03","0A","04","0C","07","09","0B","00","11","0F"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",59,33,30,30,0,30,95,32,0,29,30
"8","2014/04/01 18:03",60,34,30,31,0,32,84,33,0,29,30
"9","2014/04/01 18:08",67,36,30,30,0,31,78,33,0,29,30
"10","2014/04/01 18:13",61,35,30,31,0,31,78,33,0,29,30
"11","2014/04/01 18:18",63,36,30,30,0,31,77,33,0,29,30
"12","2014/04/01 18:23",67,36,30,31,0,31,75,33,0,29,30
"13","2014/04/01 18:28",66,38,30,31,0,30,76,33,0,29,30
"14","2014/04/01 18:33",62,35,30,31,0,31,73,32,0,29,30
"15","2014/04/01 18:38",67,34,30,31,0,31,79,32,0,29,30
"16","2014/04/01 18:43",60,38,30,31,0,31,84,32,0,29,30
"17","2014/04/01 18:48",61,37,30,31,0,31,78,33,0,29,30
"18","2014/04/01 18:53",66,36,36,31,0,31,80,33,0,29,30
"19","2014/04/01 18:58",63,41,30,30,0,30,75,32,0,29,30
"20","2014/04/01 19:03",64,44,30,32,0,32,79,33,0,29,31
"21","2014/04/01 19:08",65,42,30,30,0,30,110,33,0,28,30
"22","2014/04/01 19:13",61,43,30,31,0,30,97,33,0,29,31
"23","2014/04/01 19:18",60,39,30,30,0,31,93,33,0,29,30
"24","2014/04/01 19:23",65,42,30,30,0,31,94,33,0,29,30
"25","2014/04/01 19:28",64,42,30,31,0,30,84,34,0,29,30
"26","2014/04/01 19:33",62,37,48,31,0,31,84,33,0,29,30
"27","2014/04/01 19:38",68,39,30,31,0,31,76,34,0,29,31
"28","2014/04/01 19:43",63,36,30,31,0,31,76,33,0,29,30
"29","2014/04/01 19:48",66,39,30,31,0,31,76,34,0,29,31
"30","2014/04/01 19:53",66,39,30,31,0,31,70,42,0,29,31
"31","2014/04/01 19:58",64,41,30,31,0,30,73,34,0,29,31
"32","2014/04/01 20:03",63,44,30,32,0,31,82,35,0,29,30
"33","2014/04/01 20:08",75,45,30,31,0,30,83,35,0,29,30
"34","2014/04/01 20:13",65,41,31,31,0,31,88,33,0,29,30
"35","2014/04/01 20:18",63,41,30,31,0,31,74,33,0,29,30
"36","2014/04/01 20:23",68,38,30,31,0,31,76,33,0,29,30
"37","2014/04/01 20:28",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"38","2014/04/01 20:33",58,34,30,31,0,32,75,33,0,29,31
"39","2014/04/01 20:38",65,35,30,31,0,31,71,33,0,29,31
"40","2014/04/01 20:43",61,34,30,31,0,31,71,33,0,29,31
"41","2014/04/01 20:48",66,36,30,31,0,31,71,33,0,29,31
"42","2014/04/01 20:53",66,33,31,31,0,30,74,33,0,29,31
"43","2014/04/01 20:58",59,33,30,30,0,30,72,33,0,29,31
"44","2014/04/01 21:03",61,35,30,31,0,31,69,36,0,29,31
"45","2014/04/01 21:08",67,34,30,31,0,31,68,35,0,29,30
"46","2014/04/01 21:13",61,32,30,31,0,31,67,33,0,29,31
"47","2014/04/01 21:18",66,34,30,31,0,31,68,33,0,29,31
"48","2014/04/01 21:23",58,32,30,31,0,31,64,32,0,29,30
