URJNL_R-JNL_Asynchronous_Journal.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","05","03","0A","04","0C","07","09","0B","00","11","0F"
"49","2014/04/01 21:28",256,6,0,2,0,1,415,4,0,1,1
"50","2014/04/01 21:33",160,5,129,2,0,3,467,4,0,1,1
"51","2014/04/01 21:38",217,5,2,2,0,2,476,4,0,1,1
"52","2014/04/01 21:43",155,4,1,2,0,2,532,4,0,1,1
"53","2014/04/01 21:48",208,4,1,2,0,2,564,4,0,1,1
"54","2014/04/01 21:53",216,1,1,2,0,2,514,4,0,1,1
"55","2014/04/01 21:58",100,4,1,2,0,1,474,4,0,1,1
"56","2014/04/01 22:03",196,5,2,4,0,3,855,6,0,1,1
"57","2014/04/01 22:08",225,4,1,3,0,2,859,9,0,1,2
"58","2014/04/01 22:13",156,5,3,3,0,2,635,4,0,1,1
"59","2014/04/01 22:18",133,7,1,2,0,2,521,4,0,1,1
"60","2014/04/01 22:23",199,6,1,3,0,2,444,4,0,1,1
"61","2014/04/01 22:28",108,5,1,2,0,1,413,4,0,1,1
"62","2014/04/01 22:33",155,4,45,4,0,3,790,4,0,1,1
"63","2014/04/01 22:38",215,5,1,3,0,2,1165,4,0,1,1
"64","2014/04/01 22:43",124,5,1,2,0,2,1425,4,0,1,1
"65","2014/04/01 22:48",127,5,1,2,0,2,1305,4,0,1,1
"66","2014/04/01 22:53",196,5,10,2,0,2,1640,4,0,1,1
"67","2014/04/01 22:58",175,5,1,2,0,1,1522,5,0,1,1
"68","2014/04/01 23:03",143,5,1,5,0,3,1436,4,0,7,1
"69","2014/04/01 23:08",237,5,1,3,0,2,1656,11,0,1,2
"70","2014/04/01 23:13",160,5,1,2,0,2,1677,4,0,2,1
"71","2014/04/01 23:18",114,4,1,2,0,10,1543,4,0,19,1
"72","2014/04/01 23:23",249,2,1,2,0,5,1413,4,0,1,1
"73","2014/04/01 23:28",134,3,1,2,0,1,2044,4,0,1,1
"74","2014/04/01 23:33",210,4,179,2,0,3,2135,4,0,1,1
"75","2014/04/01 23:38",250,5,134,2,0,2,2061,4,0,1,1
"76","2014/04/01 23:43",160,5,48,2,0,2,2207,4,0,1,1
"77","2014/04/01 23:48",140,5,2,1,0,18,2450,4,0,1,1
"78","2014/04/01 23:53",197,4,1,2,0,10,2295,4,0,1,1
"79","2014/04/01 23:58",218,5,1,2,0,3,2145,4,0,1,1
"80","2014/04/02 00:03",168,5,1,2,0,3,2096,5,0,2,1
"81","2014/04/02 00:08",302,5,1,2,0,2,2152,9,0,1,2
"82","2014/04/02 00:13",229,6,1,2,0,2,1820,14,0,1,1
"83","2014/04/02 00:18",246,12,1,1,0,2,1688,14,0,1,11
"84","2014/04/02 00:23",296,8,1,2,0,2,1670,4,0,1,14
"85","2014/04/02 00:28",221,6,1,1,0,1,2191,4,0,1,1
"86","2014/04/02 00:33",123,5,1,2,0,3,2202,4,0,1,1
"87","2014/04/02 00:38",245,5,1,2,0,2,2216,4,0,1,2
"88","2014/04/02 00:43",92,5,1,2,0,2,2092,4,0,1,1
"89","2014/04/02 00:48",149,4,1,2,0,2,2625,4,0,1,1
"90","2014/04/02 00:53",165,1,77,2,0,2,2497,4,0,1,1
"91","2014/04/02 00:58",105,4,1,1,0,1,2422,4,0,1,1
"92","2014/04/02 01:03",63,5,1,3,0,4,2472,5,0,2,1
"93","2014/04/02 01:08",174,5,1,2,0,2,2410,8,0,1,2
"94","2014/04/02 01:13",59,4,1,2,0,2,2700,4,0,1,1
"95","2014/04/02 01:18",94,5,1,2,0,3,2668,4,0,1,1
"96","2014/04/02 01:23",153,5,0,2,0,2,2497,4,0,1,1
