URJNL_R-JNL_Asynchronous_Journal.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","05","03","0A","04","0C","07","09","0B","00","11","0F"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",283,9,0,2,0,1,1336,4,0,1,1
"8","2014/04/01 18:03",183,7,1,2,0,3,1151,5,0,1,1
"9","2014/04/01 18:08",401,12,1,2,0,2,873,9,0,1,2
"10","2014/04/01 18:13",208,10,2,2,0,2,947,4,0,1,1
"11","2014/04/01 18:18",276,14,0,2,0,2,1004,5,0,1,1
"12","2014/04/01 18:23",323,14,0,2,0,2,794,4,0,1,1
"13","2014/04/01 18:28",342,18,0,2,0,1,915,4,0,1,1
"14","2014/04/01 18:33",282,14,0,3,0,3,832,4,0,1,1
"15","2014/04/01 18:38",372,11,0,2,0,2,872,4,0,1,1
"16","2014/04/01 18:43",180,18,0,2,0,2,1076,4,0,1,2
"17","2014/04/01 18:48",208,16,0,2,0,2,958,5,0,1,1
"18","2014/04/01 18:53",333,15,39,3,0,2,1071,5,0,1,1
"19","2014/04/01 18:58",284,24,0,2,0,1,1006,4,0,1,2
"20","2014/04/01 19:03",282,29,0,3,0,3,1014,5,0,1,2
"21","2014/04/01 19:08",365,34,1,2,0,2,1538,9,0,1,3
"22","2014/04/01 19:13",257,35,1,2,0,2,1349,5,0,1,3
"23","2014/04/01 19:18",223,21,0,2,0,2,1312,5,0,1,2
"24","2014/04/01 19:23",334,32,0,2,0,2,1237,6,0,1,2
"25","2014/04/01 19:28",349,28,0,2,0,1,1157,7,0,1,2
"26","2014/04/01 19:33",280,19,129,2,0,3,1174,8,0,1,2
"27","2014/04/01 19:38",344,17,2,2,0,2,874,7,0,1,3
"28","2014/04/01 19:43",263,15,0,3,0,2,1069,6,0,1,2
"29","2014/04/01 19:48",377,19,0,2,0,2,1087,7,0,1,2
"30","2014/04/01 19:53",318,17,0,2,0,2,697,93,0,1,3
"31","2014/04/01 19:58",291,25,0,2,0,2,803,7,0,1,2
"32","2014/04/01 20:03",265,39,1,4,0,3,1190,15,0,1,2
"33","2014/04/01 20:08",564,45,1,3,0,2,1164,9,0,1,3
"34","2014/04/01 20:13",312,23,3,3,0,2,1118,6,0,1,1
"35","2014/04/01 20:18",287,25,0,2,0,3,915,6,0,1,1
"36","2014/04/01 20:23",324,19,0,2,0,2,942,4,0,1,1
"37","2014/04/01 20:28",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"38","2014/04/01 20:33",153,11,0,2,0,3,870,5,0,1,2
"39","2014/04/01 20:38",312,12,0,2,0,2,735,6,0,1,2
"40","2014/04/01 20:43",193,11,0,2,0,3,827,5,0,1,2
"41","2014/04/01 20:48",405,13,0,2,0,2,678,4,0,1,3
"42","2014/04/01 20:53",293,8,6,2,0,2,712,4,0,1,2
"43","2014/04/01 20:58",185,7,0,2,0,1,663,6,0,1,2
"44","2014/04/01 21:03",159,10,0,2,0,3,578,9,0,1,3
"45","2014/04/01 21:08",294,9,1,2,0,2,532,10,0,1,3
"46","2014/04/01 21:13",206,6,1,2,0,2,520,5,0,1,2
"47","2014/04/01 21:18",408,13,0,2,0,2,569,4,0,1,2
"48","2014/04/01 21:23",131,7,0,2,0,2,360,4,0,1,1
