LDEV_Write_IOPS5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"59","2014/04/01 22:18",0,0,0,0,0,0,5,5
"60","2014/04/01 22:23",0,0,0,0,0,0,5,4
"61","2014/04/01 22:28",0,0,0,0,0,0,3,2
"62","2014/04/01 22:33",0,0,0,0,0,0,5,5
"63","2014/04/01 22:38",0,0,0,0,0,0,3,2
"64","2014/04/01 22:43",1,0,0,0,0,0,4,4
"65","2014/04/01 22:48",0,0,0,0,0,0,4,4
"66","2014/04/01 22:53",0,0,0,0,0,0,3,2
"67","2014/04/01 22:58",0,0,0,0,0,0,5,5
"68","2014/04/01 23:03",3,1,2,2,0,0,7,7
"69","2014/04/01 23:08",3,2,2,2,0,0,8,7
"70","2014/04/01 23:13",94,81,65,67,0,0,34,36
"71","2014/04/01 23:18",3,2,2,1,0,0,6,6
"72","2014/04/01 23:23",2,2,1,1,0,0,14,14
"73","2014/04/01 23:28",1,1,0,0,0,0,18,18
"74","2014/04/01 23:33",2,2,1,1,0,0,5,5
"75","2014/04/01 23:38",2,2,1,1,0,0,6,7
"76","2014/04/01 23:43",0,0,0,0,0,0,2,2
"77","2014/04/01 23:48",2,2,1,1,0,0,8,7
"78","2014/04/01 23:53",2,1,1,1,0,0,5,5
"79","2014/04/01 23:58",0,0,0,0,0,0,3,2
"80","2014/04/02 00:03",2,1,1,2,0,0,6,6
"81","2014/04/02 00:08",1,0,0,0,0,0,4,4
"82","2014/04/02 00:13",0,0,0,0,0,0,2,2
"83","2014/04/02 00:18",0,0,0,0,0,0,4,4
"84","2014/04/02 00:23",0,0,0,0,0,0,2,2
"85","2014/04/02 00:28",0,0,0,0,0,0,4,4
"86","2014/04/02 00:33",0,0,0,0,0,0,4,4
"87","2014/04/02 00:38",0,0,0,0,0,0,2,2
"88","2014/04/02 00:43",0,0,0,0,0,0,4,3
"89","2014/04/02 00:48",0,0,0,0,0,0,3,2
"90","2014/04/02 00:53",0,0,0,0,0,0,4,4
"91","2014/04/02 00:58",0,0,0,0,0,0,2,1
"92","2014/04/02 01:03",2,1,1,2,0,0,6,7
"93","2014/04/02 01:08",1,0,0,0,0,0,5,4
"94","2014/04/02 01:13",0,0,0,0,0,0,2,2
"95","2014/04/02 01:18",0,0,0,0,0,0,4,4
"96","2014/04/02 01:23",0,0,0,0,0,0,5,5
