LDEV_Write_IOPS5A.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:5A:D6X(X68-1)","00:5A:D7X(X66-1)","00:5A:D8X(X50-1)","00:5A:D9X(X71-1)","00:5A:FC(5-6)","00:5A:FD(5-6)","00:5A:FEX(X69-1)","00:5A:FFX(X67-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",0,0,0,0,0,0,3,3
"8","2014/04/01 18:03",2,1,1,2,0,0,8,8
"9","2014/04/01 18:08",1,0,0,0,0,0,8,8
"10","2014/04/01 18:13",0,0,0,0,0,0,4,4
"11","2014/04/01 18:18",2,1,1,0,0,0,7,8
"12","2014/04/01 18:23",1,0,0,0,0,0,6,7
"13","2014/04/01 18:28",0,0,0,0,0,0,4,4
"14","2014/04/01 18:33",0,0,0,0,0,0,6,5
"15","2014/04/01 18:38",1,0,0,0,0,0,6,7
"16","2014/04/01 18:43",0,0,0,0,0,0,5,3
"17","2014/04/01 18:48",0,0,0,0,0,0,8,7
"18","2014/04/01 18:53",0,0,0,0,0,0,4,3
"19","2014/04/01 18:58",1,0,0,0,0,0,7,7
"20","2014/04/01 19:03",2,1,1,2,0,0,9,9
"21","2014/04/01 19:08",1,0,0,0,0,0,7,6
"22","2014/04/01 19:13",0,0,0,0,0,0,5,4
"23","2014/04/01 19:18",0,0,0,0,0,0,7,6
"24","2014/04/01 19:23",1,0,0,0,0,0,4,4
"25","2014/04/01 19:28",1,0,0,0,0,0,6,6
"26","2014/04/01 19:33",0,0,0,0,0,0,6,6
"27","2014/04/01 19:38",0,0,0,0,0,0,5,4
"28","2014/04/01 19:43",0,0,0,0,0,0,7,7
"29","2014/04/01 19:48",0,0,0,0,0,0,8,8
"30","2014/04/01 19:53",1,0,0,0,0,0,5,5
"31","2014/04/01 19:58",1,0,0,0,0,0,7,8
"32","2014/04/01 20:03",2,1,1,2,0,0,10,9
"33","2014/04/01 20:08",1,0,0,0,0,0,7,5
"34","2014/04/01 20:13",0,0,0,0,0,0,8,7
"35","2014/04/01 20:18",0,0,0,0,0,0,6,7
"36","2014/04/01 20:23",0,0,0,0,0,0,3,4
"37","2014/04/01 20:28",1,0,0,0,0,0,6,6
"38","2014/04/01 20:33",0,0,0,0,0,0,3,3
"39","2014/04/01 20:38",1,0,0,0,0,0,6,6
"40","2014/04/01 20:43",0,0,0,0,0,0,6,7
"41","2014/04/01 20:48",0,0,0,0,0,0,5,3
"42","2014/04/01 20:53",1,0,0,0,0,0,7,7
"43","2014/04/01 20:58",1,0,0,0,0,0,7,7
"44","2014/04/01 21:03",2,1,1,2,0,0,8,7
"45","2014/04/01 21:08",1,0,0,0,0,0,6,6
"46","2014/04/01 21:13",1,0,0,0,0,0,6,6
"47","2014/04/01 21:18",0,0,0,0,0,0,5,4
"48","2014/04/01 21:23",1,0,0,0,0,0,5,5
"49","2014/04/01 21:28",0,0,0,0,0,0,4,4
"50","2014/04/01 21:33",0,0,0,0,0,0,8,8
"51","2014/04/01 21:38",1,0,0,0,0,0,6,6
"52","2014/04/01 21:43",0,0,0,0,0,0,4,4
"53","2014/04/01 21:48",0,0,0,0,0,0,7,7
"54","2014/04/01 21:53",0,0,0,0,0,0,6,6
"55","2014/04/01 21:58",0,0,0,0,0,0,3,3
"56","2014/04/01 22:03",2,1,1,2,0,0,7,6
"57","2014/04/01 22:08",1,0,0,0,0,0,5,6
"58","2014/04/01 22:13",0,0,0,0,0,0,2,1
