PHY_Short_PG.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","1-1","1-2","1-3","1-4","1-5","1-6","1-7","1-8","1-9","1-10","1-11","1-12","1-13","1-14","1-15","3-1","3-2","3-3","3-4","3-5","3-6","3-7","3-8","3-9","3-10","3-11","3-12","3-13","3-14","3-15","3-16","5-1","5-2","5-3","5-4","5-5","5-6","5-7","5-8","5-9","5-10","5-11","5-12","5-13","5-14","5-15","7-1","7-2","7-3","7-4","7-5","7-6","7-7","7-8","7-9","7-10","7-11","7-12","7-13","7-14","9-1","9-2","9-3","9-4","11-1","11-2","11-3","11-4","11-5","11-6","11-7","11-8","11-9","11-10","11-11","11-12","11-13","11-14","11-15","11-16","13-1","13-2","13-3","13-4","13-5","13-6","13-7","13-8","13-9","13-10","13-11","13-12","13-13","13-14","13-15","13-16"
"61","2014/04/01 22:28",0,1,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,2,0,0,0,0,24,22,25,21,28,0,0,0,0,3,2,3,3,4,2,2,3,3,2,2,2,3,3,2,3,2,2,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,2,16,24,30,30,21,23,21,46,18,31,8,19,19,10,25,19
"62","2014/04/01 22:33",0,1,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,23,24,21,23,22,0,2,0,0,4,4,3,5,4,3,3,4,4,3,3,4,4,5,4,5,4,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,15,28,32,33,18,18,21,45,23,37,10,15,18,13,32,21
"63","2014/04/01 22:38",0,1,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,21,21,26,30,22,0,2,0,0,4,3,5,5,6,4,3,4,5,3,3,4,4,4,4,5,5,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,16,29,29,30,16,17,18,41,27,35,8,18,17,12,34,21
"64","2014/04/01 22:43",0,2,0,0,0,0,-1,-1,-1,-1,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,16,15,20,26,18,0,0,0,0,3,3,3,4,4,3,2,3,3,3,2,3,4,5,3,5,3,3,0,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,0,2,13,26,25,24,15,15,17,39,22,31,7,15,16,11,30,18
"65","2014/04/01 22:48",0,1,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,21,21,25,29,20,0,0,0,0,4,3,3,4,3,3,3,4,4,3,3,5,6,5,3,4,3,3,0,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,15,29,30,30,19,17,17,40,23,34,8,18,18,11,27,19
"66","2014/04/01 22:53",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,22,21,26,25,23,0,0,0,0,4,4,5,5,6,4,3,4,4,3,5,5,5,4,4,4,4,3,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,19,33,34,31,19,19,22,46,22,38,9,21,21,13,32,22
"67","2014/04/01 22:58",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,26,23,29,30,27,0,0,0,0,4,6,4,5,5,5,3,4,6,4,6,5,5,5,4,4,4,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,23,37,37,35,22,21,26,51,26,44,10,23,26,15,32,22
"68","2014/04/01 23:03",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,38,35,41,37,37,0,0,6,0,8,8,6,7,6,5,5,5,6,5,6,6,6,7,5,6,6,6,0,0,0,0,-1,0,5,0,0,-1,-1,0,0,-1,0,5,54,45,46,44,32,29,33,65,35,61,21,28,33,22,42,31
"69","2014/04/01 23:08",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,3,0,0,0,0,49,52,55,43,49,0,0,4,0,8,6,9,9,10,8,6,7,8,6,6,6,7,6,6,5,6,7,0,0,0,0,-1,0,7,0,0,-1,-1,0,0,-1,0,5,59,56,58,58,38,38,39,70,40,66,20,37,36,27,48,36
"70","2014/04/01 23:13",0,0,0,0,0,0,-1,-1,-1,-1,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,12,0,0,0,0,38,35,45,38,46,0,0,0,0,8,7,8,11,9,9,5,6,9,6,7,6,7,7,6,8,8,6,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,42,45,45,47,32,31,29,58,32,49,14,26,28,20,42,29
"71","2014/04/01 23:18",0,0,0,0,0,0,-1,-1,-1,-1,0,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,16,0,0,0,0,36,34,38,32,36,0,0,0,0,6,5,6,7,6,7,7,8,9,6,6,6,7,7,7,6,7,7,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,7,27,42,44,48,33,29,32,59,29,47,13,28,27,22,38,30
"72","2014/04/01 23:23",0,0,0,0,0,0,-1,-1,-1,-1,0,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,12,0,0,0,0,30,28,40,33,39,0,0,0,0,7,6,6,8,6,8,8,8,8,7,6,6,7,7,6,8,9,6,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,27,42,45,45,32,34,30,51,31,45,16,30,28,20,37,29
"73","2014/04/01 23:28",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,8,0,0,0,0,30,28,33,29,32,0,0,0,0,9,7,8,11,10,9,7,6,9,8,7,8,10,11,7,8,6,8,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,23,37,41,41,33,27,27,58,26,45,12,26,25,18,32,26
"74","2014/04/01 23:33",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,6,0,0,0,0,27,27,33,31,30,0,0,0,0,10,8,9,9,10,8,8,7,10,10,9,8,8,8,12,10,10,11,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,10,21,41,44,43,30,31,33,58,26,45,14,23,25,19,33,25
"75","2014/04/01 23:38",0,0,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,4,0,0,0,0,28,26,35,32,30,0,0,0,0,7,9,7,9,8,8,7,10,10,7,7,6,7,9,6,9,10,7,0,1,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,8,28,50,51,49,37,29,36,57,27,46,13,26,26,26,37,30
"76","2014/04/01 23:43",0,0,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,7,0,0,0,0,28,26,39,39,35,0,0,0,0,9,7,7,10,8,8,8,9,9,7,8,8,8,9,8,9,9,10,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,7,30,50,57,57,31,30,29,60,32,56,15,30,34,22,46,37
"77","2014/04/01 23:48",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,27,28,36,39,29,10,0,0,0,8,7,8,10,9,8,7,7,8,7,6,8,10,11,6,11,11,7,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,7,27,46,40,40,27,25,29,57,35,51,16,24,30,22,41,31
"78","2014/04/01 23:53",1,0,0,0,0,0,-1,-1,-1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,30,30,34,37,29,0,0,0,1,6,6,6,8,6,8,6,7,8,5,8,10,9,6,5,7,7,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,29,48,40,41,24,27,28,56,28,52,16,28,31,20,37,28
"79","2014/04/01 23:58",3,0,0,0,0,0,-1,-1,-1,-1,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,29,29,33,30,30,0,0,0,3,7,10,9,9,8,8,7,8,9,7,9,7,7,7,6,7,7,7,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,26,45,41,40,25,24,29,56,27,50,15,24,28,19,34,26
"80","2014/04/02 00:03",4,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,29,25,28,28,25,0,0,0,4,10,7,9,8,8,7,7,7,8,6,8,7,8,7,7,8,7,7,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,20,44,36,39,25,21,25,53,27,44,15,20,21,15,32,24
"81","2014/04/02 00:08",5,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,41,41,43,39,41,0,0,0,4,8,8,10,11,11,9,8,9,10,8,8,9,8,9,7,8,8,8,0,1,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,8,29,48,47,46,30,31,31,57,32,50,18,28,33,21,43,35
"82","2014/04/02 00:13",5,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,22,23,35,24,28,0,0,0,0,8,7,8,10,9,9,7,9,10,8,7,7,7,8,8,9,8,8,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,18,40,32,32,20,16,23,41,22,37,10,18,18,15,28,22
"83","2014/04/02 00:18",6,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,18,20,25,25,23,0,0,0,0,7,7,8,10,10,8,9,10,9,8,6,7,8,8,7,8,7,8,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,7,17,37,31,30,18,22,23,48,21,38,10,21,17,15,27,23
"84","2014/04/02 00:23",11,0,0,0,0,0,-1,-1,-1,-1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,20,21,21,23,19,0,0,0,1,7,6,7,9,8,8,8,8,9,8,6,7,8,7,7,7,6,8,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,16,41,27,28,25,30,23,44,20,32,9,17,17,15,27,20
"85","2014/04/02 00:28",12,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,19,16,24,22,20,0,0,0,6,7,7,7,9,9,8,6,8,8,7,7,8,8,9,7,8,7,8,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,15,35,28,34,26,18,18,37,19,29,8,14,17,12,27,19
"86","2014/04/02 00:33",12,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,18,15,22,23,19,0,0,0,3,6,6,6,6,7,6,7,7,7,6,6,7,8,7,5,6,6,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,17,34,33,34,20,17,19,36,22,34,9,17,20,13,29,20
"87","2014/04/02 00:38",12,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,15,14,19,21,16,0,0,0,0,6,6,6,7,7,7,5,7,7,6,7,6,6,5,5,5,6,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,4,17,36,29,27,16,16,21,35,16,30,8,15,15,15,22,15
"88","2014/04/02 00:43",13,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,1,0,0,0,0,14,13,19,15,14,0,0,0,3,7,8,7,7,6,6,5,6,6,5,6,5,6,6,5,6,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,4,13,26,28,26,15,13,16,29,14,25,8,11,13,12,23,15
"89","2014/04/02 00:48",14,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,15,13,18,19,14,0,0,0,0,9,6,8,9,9,6,5,5,6,5,6,6,6,6,4,6,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,11,23,23,25,13,12,14,27,18,27,7,11,13,13,25,17
"90","2014/04/02 00:53",9,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,16,13,18,26,15,0,0,0,0,5,5,7,9,7,8,5,6,7,5,5,5,6,6,5,7,7,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,15,42,25,24,15,14,17,35,23,31,9,15,16,13,23,14
"91","2014/04/02 00:58",0,1,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,0,0,18,18,17,20,15,0,0,0,0,6,5,6,8,7,8,5,6,8,5,6,6,7,7,4,6,4,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,4,15,24,23,23,14,12,17,33,14,30,8,15,13,12,20,16
"92","2014/04/02 01:03",2,0,0,0,0,0,-1,-1,-1,-1,0,30,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,60,0,16,15,22,14,16,0,0,0,29,5,5,6,8,6,6,4,6,6,5,5,5,7,8,5,7,6,6,0,0,1,0,-1,0,5,0,0,-1,-1,1,0,-1,0,6,15,22,22,22,12,11,14,31,15,31,8,13,18,11,22,15
"93","2014/04/02 01:08",0,0,0,0,0,0,-1,-1,-1,-1,0,57,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,2,0,0,13,1,29,26,28,26,24,0,0,0,98,6,6,7,11,8,9,6,8,9,7,7,7,7,9,6,7,6,7,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,18,42,33,34,21,24,23,51,24,40,16,20,21,17,31,24
"94","2014/04/02 01:13",0,0,0,0,0,0,-1,-1,-1,-1,0,15,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,0,0,0,1,1,24,24,22,20,17,0,0,0,98,6,5,7,8,6,8,7,8,9,6,6,6,6,7,6,6,5,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,11,30,25,22,12,14,17,31,14,25,7,12,12,14,21,15
"95","2014/04/02 01:18",0,0,0,0,0,0,-1,-1,-1,-1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,8,0,0,20,1,20,20,31,18,26,0,0,0,99,6,6,5,6,5,6,8,7,7,7,7,7,7,7,5,6,4,7,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,4,14,34,29,27,16,17,20,39,18,29,8,18,16,15,27,22
"96","2014/04/02 01:23",0,0,0,0,0,0,-1,-1,-1,-1,0,1,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,-1,0,92,0,0,43,1,17,17,22,19,18,0,0,0,47,5,4,5,7,5,6,4,5,6,7,6,5,6,7,6,5,4,8,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,13,29,22,22,15,17,23,40,13,27,7,15,13,13,21,16
