PHY_Long_PG.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","1-1","1-2","1-3","1-4","1-5","1-6","1-7","1-8","1-9","1-10","1-11","1-12","1-13","1-14","1-15","3-1","3-2","3-3","3-4","3-5","3-6","3-7","3-8","3-9","3-10","3-11","3-12","3-13","3-14","3-15","3-16","5-1","5-2","5-3","5-4","5-5","5-6","5-7","5-8","5-9","5-10","5-11","5-12","5-13","5-14","5-15","7-1","7-2","7-3","7-4","7-5","7-6","7-7","7-8","7-9","7-10","7-11","7-12","7-13","7-14","9-1","9-2","9-3","9-4","11-1","11-2","11-3","11-4","11-5","11-6","11-7","11-8","11-9","11-10","11-11","11-12","11-13","11-14","11-15","11-16","13-1","13-2","13-3","13-4","13-5","13-6","13-7","13-8","13-9","13-10","13-11","13-12","13-13","13-14","13-15","13-16"
"867","2014/03/12 01:45",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,24,24,32,26,32,0,0,0,33,4,4,4,5,4,4,4,5,5,4,4,4,4,5,4,4,4,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,3,20,37,34,31,19,20,20,48,23,39,11,22,20,13,31,23
"868","2014/03/12 02:00",0,0,0,0,0,0,0,0,0,0,0,1,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,23,24,29,25,25,0,0,0,29,4,3,4,4,4,3,3,4,4,5,4,4,4,5,5,4,4,5,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,18,33,37,36,24,23,22,49,20,39,12,19,20,13,28,20
"869","2014/03/12 02:15",0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,8,0,24,21,30,30,28,0,0,0,24,14,13,14,15,15,17,8,12,15,8,12,11,10,11,8,10,9,8,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,7,38,35,33,30,19,19,19,44,24,37,11,19,20,14,30,22
"870","2014/03/12 02:30",4,0,0,0,0,0,0,0,0,0,0,3,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,5,0,0,37,1,17,17,20,18,20,0,0,1,19,17,17,18,18,18,17,12,15,16,13,14,13,12,14,12,11,11,12,0,0,1,0,-1,0,0,0,0,-1,-1,0,4,-1,0,12,63,25,23,23,13,14,15,34,14,31,9,13,15,9,20,16
"871","2014/03/12 02:45",4,0,0,0,0,0,0,0,0,0,0,5,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,8,0,0,33,1,23,23,30,28,28,0,0,0,32,12,13,11,14,12,14,11,13,15,11,12,12,12,12,10,10,10,11,0,0,0,0,-1,0,0,0,0,-1,-1,0,4,-1,0,11,36,36,34,34,21,25,24,48,24,39,12,20,19,17,30,25
"872","2014/03/12 03:00",5,0,0,0,0,0,0,0,0,0,0,6,18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,7,0,0,35,1,25,25,28,29,27,0,0,0,34,11,11,12,12,12,11,10,11,11,11,12,12,12,14,11,11,10,12,0,0,0,0,-1,0,4,0,0,-1,-1,0,6,-1,0,11,74,44,42,42,23,24,29,52,27,40,14,21,21,22,33,26
"873","2014/03/12 03:15",0,0,0,0,0,0,0,0,0,0,0,4,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,5,0,0,35,0,36,37,39,44,37,0,0,0,27,10,10,9,10,9,10,8,9,10,9,11,10,10,11,9,12,10,9,0,0,0,0,-1,0,4,0,0,-1,-1,0,12,-1,0,9,86,58,53,54,33,34,37,70,36,61,21,34,32,27,42,37
"874","2014/03/12 03:30",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,12,0,0,15,0,31,31,36,34,35,0,0,43,19,8,8,8,10,9,9,10,11,11,11,9,8,9,10,10,8,9,10,0,0,0,0,-1,0,6,0,0,-1,-1,0,9,-1,0,10,58,47,42,44,25,29,32,59,30,46,15,26,23,22,35,31
"875","2014/03/12 03:45",0,0,0,0,0,0,0,0,0,0,0,12,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,3,0,0,8,0,34,33,40,39,38,0,0,0,7,7,8,6,8,7,7,8,8,8,8,8,9,10,10,7,9,8,7,0,0,0,0,-1,0,4,0,0,-1,-1,0,0,-1,0,8,82,58,56,57,32,34,37,69,35,57,20,31,30,26,41,36
"876","2014/03/12 04:00",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,6,0,0,27,0,33,34,40,40,35,0,0,0,0,8,7,8,8,7,7,7,7,7,6,7,7,8,8,6,6,6,6,0,0,0,0,-1,0,4,0,0,-1,-1,0,0,-1,0,6,69,62,58,57,30,35,39,69,36,58,20,30,28,27,44,36
"877","2014/03/12 04:15",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,4,0,0,25,0,38,37,43,40,39,0,0,0,1,9,10,8,10,8,9,9,10,10,9,10,11,12,12,9,9,9,9,0,0,1,0,-1,0,5,0,0,-1,-1,0,0,-1,0,9,74,49,48,48,33,35,37,56,38,52,18,32,33,24,45,37
"878","2014/03/12 04:30",0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,25,0,0,1,0,34,35,41,39,37,0,0,0,8,8,8,7,8,8,7,7,7,8,7,7,7,7,8,6,6,5,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,55,45,42,43,29,30,31,53,33,49,16,30,30,20,38,32
"879","2014/03/12 04:45",0,0,0,0,0,0,0,0,0,0,0,47,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,15,0,35,35,36,32,35,0,0,0,0,5,5,5,5,5,6,6,7,7,6,5,5,6,5,4,5,4,5,0,0,1,0,-1,0,2,0,0,-1,-1,0,0,-1,0,3,50,44,43,44,29,31,31,54,29,46,18,29,28,20,39,32
"880","2014/03/12 05:00",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,2,0,38,38,38,37,38,0,0,9,5,4,4,4,5,4,5,5,5,5,5,5,4,5,5,5,5,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,0,-1,0,4,39,41,39,42,31,33,33,49,33,44,19,32,31,23,39,35
"881","2014/03/12 05:15",0,0,0,0,0,0,0,0,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,51,50,54,56,53,0,0,1,3,6,6,4,5,5,5,6,6,6,5,6,6,7,6,4,6,5,4,0,0,1,0,-1,0,0,0,0,-1,-1,1,11,-1,0,4,42,58,56,57,42,44,44,63,48,60,25,45,42,30,56,47
"882","2014/03/12 05:30",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,48,48,51,49,49,0,0,0,4,5,5,4,5,4,4,3,3,4,3,3,4,4,5,3,6,5,3,0,0,0,0,-1,0,0,0,3,-1,-1,0,16,-1,0,3,39,59,57,57,42,43,42,63,42,59,21,43,38,26,53,41
"883","2014/03/12 05:45",0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,58,59,59,54,55,0,0,0,1,5,6,4,5,4,5,6,5,6,5,5,4,5,6,4,6,5,4,0,0,0,0,-1,0,0,0,0,-1,-1,0,6,-1,0,3,44,70,70,73,49,50,46,81,45,76,28,49,46,31,58,49
"884","2014/03/12 06:00",0,0,0,0,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,65,66,69,62,65,0,0,0,15,5,6,5,5,5,5,4,5,5,5,5,5,5,5,4,5,4,4,0,0,0,0,-1,0,0,0,0,-1,-1,0,17,-1,0,3,47,80,80,82,60,54,56,86,52,81,29,51,49,38,71,54
"885","2014/03/12 06:15",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,11,0,72,72,78,71,75,0,0,0,11,6,6,5,7,6,6,5,6,6,5,5,5,5,6,4,6,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,7,-1,0,4,57,87,87,87,60,62,67,91,57,88,33,62,57,40,79,63
"886","2014/03/12 06:30",0,0,0,0,0,0,0,0,0,0,0,11,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,11,0,73,71,78,83,76,0,0,0,29,4,4,4,4,3,4,3,4,4,3,4,4,4,5,3,4,4,4,5,7,1,0,-1,0,0,0,0,-1,-1,0,4,-1,0,4,65,95,95,95,70,79,77,97,76,96,39,67,64,52,92,75
"887","2014/03/12 06:45",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,28,2,76,74,81,71,75,0,0,0,35,4,5,4,4,4,4,3,3,4,3,4,4,5,5,3,5,4,3,9,12,1,0,-1,0,0,0,0,-1,-1,0,7,-1,0,3,59,87,86,87,67,70,68,97,62,91,38,63,61,42,81,65
"888","2014/03/12 07:00",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,18,1,71,68,76,68,68,0,0,0,41,4,5,5,6,5,5,3,4,5,4,4,4,5,4,4,4,4,4,15,15,1,0,-1,0,0,0,0,-1,-1,0,8,-1,0,3,55,92,93,92,62,62,68,94,63,92,34,55,55,47,81,60
"889","2014/03/12 07:15",0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,18,1,64,62,67,66,64,0,0,0,20,7,9,8,7,8,7,6,8,6,8,8,7,6,7,8,6,5,8,12,13,1,0,-1,0,0,0,0,-1,-1,0,8,-1,0,6,53,87,85,84,55,56,58,90,59,87,31,52,55,40,82,59
"890","2014/03/12 07:30",0,0,0,0,0,0,0,0,0,0,0,1,16,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,17,1,59,57,64,67,57,0,0,0,28,6,7,7,6,7,5,5,6,5,7,6,6,6,7,8,6,5,8,0,0,1,0,-1,0,0,0,0,-1,-1,0,4,-1,0,6,47,72,73,73,50,48,51,85,54,81,28,52,48,33,67,47
"891","2014/03/12 07:45",0,0,0,0,0,0,0,0,0,0,0,1,14,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,27,2,59,59,61,55,54,0,0,0,38,5,5,6,6,6,5,4,4,5,5,5,5,5,6,5,6,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,3,0,-1,0,5,46,71,68,69,45,46,47,79,47,74,27,49,47,34,60,49
"892","2014/03/12 08:00",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,25,2,48,46,58,56,55,0,0,0,39,4,5,5,5,5,4,3,4,5,4,5,5,5,5,4,4,4,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,1,-1,0,3,44,69,65,65,47,45,47,77,47,73,26,45,46,33,64,50
"893","2014/03/12 08:15",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,19,1,49,49,57,55,52,0,0,0,29,10,12,10,9,9,7,7,8,9,8,12,11,11,10,8,8,8,7,0,0,1,0,-1,0,0,0,0,-1,-1,8,0,-1,0,6,41,70,68,70,53,52,51,83,42,76,25,45,40,30,56,45
"894","2014/03/12 08:30",0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,16,1,39,40,45,40,40,0,1,0,30,7,7,7,6,6,6,5,7,7,5,7,6,6,6,5,5,5,5,2,2,0,0,-1,0,0,0,0,-1,-1,1,1,-1,0,4,30,55,52,50,33,35,36,67,35,56,19,32,34,23,45,37
"895","2014/03/12 08:45",0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,17,1,38,35,42,40,41,0,0,0,31,6,7,8,8,7,7,7,8,8,8,7,6,7,7,6,7,6,7,23,23,1,0,-1,0,0,0,0,-1,-1,0,1,-1,0,5,30,51,52,52,38,38,40,65,35,52,18,34,31,23,46,37
"896","2014/03/12 09:00",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,17,1,44,43,49,50,46,0,0,0,37,4,4,5,5,4,4,3,4,5,3,4,4,5,4,4,3,2,4,1,1,1,0,-1,0,0,0,0,-1,-1,0,1,-1,0,3,34,59,59,59,41,43,45,70,42,60,21,39,36,24,52,42
"897","2014/03/12 09:15",0,0,0,0,0,0,0,0,0,0,0,1,10,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-1,0,0,1,0,0,24,2,36,35,41,45,39,0,0,0,32,5,6,5,7,5,5,4,5,6,4,6,6,6,5,5,4,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,12,-1,0,4,33,55,54,55,38,38,38,61,34,57,18,36,33,23,45,36
"898","2014/03/12 09:30",0,0,0,0,0,0,0,0,0,0,0,4,9,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,20,1,33,32,35,37,33,0,0,0,35,3,4,4,5,3,3,3,4,4,3,3,4,4,5,3,5,3,4,0,0,1,0,-1,0,0,0,3,-1,-1,0,12,-1,0,2,30,47,46,47,31,33,34,55,32,49,17,28,28,21,40,35
"899","2014/03/12 09:45",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,19,2,36,37,38,39,36,0,0,0,28,3,4,3,5,3,4,3,3,4,3,3,4,5,5,3,3,2,3,0,0,1,0,-1,0,0,0,0,-1,-1,0,39,-1,0,3,29,48,47,49,29,31,31,60,33,52,18,30,29,22,41,33
"900","2014/03/12 10:00",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,18,1,25,25,26,30,25,0,0,0,36,2,3,2,4,2,3,2,3,3,2,2,3,3,3,2,3,2,2,0,0,0,0,-1,0,0,0,0,-1,-1,0,27,-1,0,2,23,37,35,37,24,24,26,50,25,40,13,22,23,18,31,24
"901","2014/03/12 10:15",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,20,2,34,34,37,37,33,0,0,0,37,3,5,3,5,3,3,3,3,4,3,4,4,4,4,2,3,2,3,0,0,1,0,-1,0,0,0,0,-1,-1,0,36,-1,0,3,27,41,41,41,29,30,31,53,30,45,15,29,28,21,37,29
"902","2014/03/12 10:30",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,22,1,29,32,34,35,31,0,0,0,14,5,5,5,6,4,4,3,4,4,3,4,4,4,4,3,3,2,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,33,-1,0,3,27,41,41,43,27,28,30,54,28,52,17,26,28,21,37,29
"903","2014/03/12 10:45",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,18,1,26,28,29,28,25,0,0,0,24,4,5,4,6,4,6,3,5,5,4,4,6,4,5,3,4,3,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,44,-1,0,3,23,40,35,38,23,25,27,46,24,39,13,20,21,19,31,24
"904","2014/03/12 11:00",0,0,0,0,0,0,0,0,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,16,1,32,32,33,39,31,0,0,0,33,3,3,3,5,3,4,2,3,4,3,3,3,3,4,2,3,2,3,0,0,1,0,-1,0,0,0,0,-1,-1,0,21,-1,0,3,29,49,48,49,29,34,35,54,31,50,17,28,30,23,42,34
"905","2014/03/12 11:15",0,0,0,0,0,0,0,0,0,0,0,11,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,23,2,28,28,31,33,29,0,0,0,32,3,5,4,5,3,4,3,4,4,4,4,4,4,5,4,6,4,3,0,0,0,0,-1,0,0,0,0,-1,-1,0,26,-1,0,3,24,42,41,42,24,26,27,54,28,47,14,25,26,19,36,28
"906","2014/03/12 11:30",0,0,0,0,0,0,0,0,0,0,0,1,15,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,15,1,25,25,27,31,25,0,0,0,31,4,5,4,6,5,4,4,5,5,5,4,5,6,7,4,6,5,5,0,0,0,0,-1,0,0,0,0,-1,-1,0,38,-1,0,4,23,37,35,35,21,23,24,43,26,39,14,22,23,19,31,25
"907","2014/03/12 11:45",0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,23,2,25,24,27,25,26,0,0,0,31,5,7,5,7,4,5,4,5,5,5,5,6,5,6,5,7,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,40,-1,0,4,21,35,34,37,24,24,25,45,23,38,12,21,20,16,29,22
"908","2014/03/12 12:00",0,0,0,0,0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,16,1,16,15,16,20,16,0,0,0,34,4,7,4,7,4,4,4,5,5,5,5,5,5,6,4,6,4,4,0,0,1,0,-1,0,0,0,0,-1,-1,0,33,-1,0,4,13,26,25,25,14,14,16,32,16,27,7,13,13,11,23,15
"909","2014/03/12 12:15",0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,4,0,0,7,4,34,33,37,38,35,0,0,0,5,5,8,5,7,6,5,4,5,4,6,6,6,5,6,5,7,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,39,-1,0,5,32,45,46,47,31,32,32,55,32,50,18,30,30,22,42,32
"910","2014/03/12 12:30",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,2,0,0,1,1,26,27,28,28,26,0,0,0,1,7,9,7,8,6,5,5,6,6,7,7,7,6,7,6,7,5,7,0,0,1,0,-1,0,0,0,0,-1,-1,0,37,-1,0,5,27,36,35,37,24,24,26,47,23,40,14,23,24,17,33,25
"911","2014/03/12 12:45",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,7,0,23,26,26,28,25,0,0,0,0,6,9,7,8,7,7,5,7,7,6,7,8,7,9,5,8,5,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,28,-1,0,4,28,33,34,37,25,24,26,44,23,40,14,22,23,16,31,23
"912","2014/03/12 13:00",0,0,0,0,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,2,0,28,30,28,29,26,0,0,0,0,6,8,6,8,7,6,6,8,7,7,8,8,7,8,6,7,6,7,0,0,1,0,-1,0,0,0,0,-1,-1,0,47,-1,0,5,23,35,36,37,23,24,25,49,21,41,15,23,21,16,29,23
"913","2014/03/12 13:15",0,0,0,0,0,0,0,0,0,0,0,3,18,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,1,0,0,0,0,30,31,28,30,28,0,0,0,0,6,8,6,7,7,5,5,6,5,7,7,8,7,8,6,9,6,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,46,-1,0,5,22,36,40,39,26,27,26,52,24,44,13,26,24,16,34,25
"914","2014/03/12 13:30",0,0,0,0,0,0,0,0,0,0,0,12,12,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,7,0,0,0,0,24,24,25,24,26,0,0,0,0,5,7,4,7,5,5,4,6,5,5,6,6,6,6,5,7,5,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,49,-1,0,5,19,33,35,35,24,21,23,44,21,38,10,19,21,14,30,21
"915","2014/03/12 13:45",0,0,0,0,0,0,0,0,0,0,0,49,15,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,24,24,25,26,25,0,0,0,0,6,8,5,7,5,5,5,6,6,6,6,7,6,7,6,8,6,6,0,0,1,0,-1,0,0,0,0,-1,-1,0,38,-1,0,4,19,33,34,35,22,22,22,44,23,36,11,20,21,15,33,22
"916","2014/03/12 14:00",0,0,0,0,0,0,0,0,0,0,0,65,8,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,26,26,27,32,27,0,0,0,0,6,7,6,7,6,5,4,5,6,5,6,6,6,6,6,7,6,6,0,0,2,0,-1,0,0,0,0,-1,-1,0,1,-1,0,4,23,37,37,38,24,24,26,44,27,39,13,24,25,19,35,25
"917","2014/03/12 14:15",0,0,0,0,0,0,0,0,0,0,0,69,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,35,36,36,39,36,0,0,0,0,7,7,6,6,6,5,5,5,6,5,6,5,6,6,6,7,6,6,0,0,2,0,-1,0,0,0,0,-1,-1,0,1,-1,0,5,31,42,41,42,29,31,33,49,34,45,18,30,32,22,41,32
"918","2014/03/12 14:30",0,0,0,0,0,0,0,0,0,0,0,74,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,36,36,37,38,37,0,0,0,0,7,8,6,7,7,6,5,6,8,5,8,6,8,7,6,8,6,5,0,0,1,0,-1,0,0,0,0,-1,-1,0,2,-1,0,4,27,43,42,44,29,31,34,50,34,45,17,29,32,24,41,33
"919","2014/03/12 14:45",0,0,0,0,0,0,0,0,0,0,0,60,4,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,35,37,38,40,40,0,0,0,0,6,7,6,6,6,5,5,6,6,4,7,6,6,6,6,7,6,5,0,0,2,0,-1,0,0,0,0,-1,-1,0,1,-1,0,4,31,43,41,42,31,34,37,48,36,44,18,32,34,25,41,34
"920","2014/03/12 15:00",0,0,0,0,0,0,0,0,0,0,0,60,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,35,35,39,38,37,0,0,0,0,9,8,7,7,8,6,7,7,8,6,9,6,8,7,9,8,7,7,0,0,2,0,-1,0,0,0,0,-1,-1,0,1,-1,0,6,28,45,43,45,31,33,35,55,30,50,17,32,31,21,40,31
"921","2014/03/12 15:15",0,0,0,0,0,0,0,0,0,0,0,5,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,9,0,38,37,37,37,37,0,0,0,0,7,8,8,7,8,6,7,7,7,7,7,7,8,9,8,10,9,7,0,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,0,6,29,47,46,47,33,32,33,58,31,50,18,29,31,22,41,31
"922","2014/03/12 15:30",0,0,0,0,0,0,0,0,0,0,0,1,11,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,32,32,33,32,33,0,0,0,0,7,7,8,6,7,5,7,8,6,9,7,6,9,10,10,11,10,10,0,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,0,9,26,40,40,40,30,29,31,51,29,43,14,26,26,19,36,27
"923","2014/03/12 15:45",0,0,0,0,0,0,0,0,0,0,0,1,35,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,28,29,32,33,31,0,0,0,0,8,8,9,6,7,5,8,8,6,10,7,6,9,11,12,12,11,10,0,0,2,0,-1,0,0,0,0,-1,-1,0,0,-1,0,9,23,39,38,39,30,28,28,47,28,42,14,25,25,18,34,25
"924","2014/03/12 16:00",0,0,0,0,0,0,0,0,0,0,0,1,41,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,28,28,31,32,30,0,0,0,0,5,4,6,5,6,5,7,8,6,9,5,5,8,9,9,9,8,9,0,0,2,0,-1,0,0,0,0,-1,-1,0,6,-1,0,8,23,36,37,37,28,26,26,43,27,39,14,25,24,19,33,26
"925","2014/03/12 16:15",0,0,0,0,0,0,0,0,0,0,0,1,43,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,36,35,39,41,40,0,0,0,0,6,6,6,6,6,6,5,6,5,5,6,6,7,8,6,8,6,6,0,0,2,0,-1,0,0,0,0,-1,-1,4,20,-1,0,4,31,44,44,45,34,34,37,49,35,45,18,32,33,25,44,35
"926","2014/03/12 16:30",0,1,0,0,0,0,0,0,0,0,0,1,13,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,39,37,44,41,44,0,0,0,0,10,9,9,9,8,9,8,9,9,8,9,8,9,9,6,8,6,7,0,0,0,0,-1,0,0,0,0,-1,-1,0,1,-1,0,6,33,48,48,48,31,33,37,60,36,53,18,33,36,25,45,35
"927","2014/03/12 16:45",0,1,0,0,0,0,0,0,0,0,0,0,11,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,37,37,40,39,38,0,0,0,0,11,11,10,11,10,11,11,12,10,11,11,11,12,12,11,12,10,10,0,0,0,0,-1,0,0,0,0,-1,-1,0,8,-1,0,9,30,51,54,52,35,36,35,63,35,56,18,33,36,24,49,36
"928","2014/03/12 17:00",2,1,0,0,0,0,0,0,0,0,0,0,6,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,51,49,59,56,57,0,0,0,0,11,10,11,11,10,10,11,12,11,11,9,9,10,9,10,11,9,9,0,0,0,0,-1,0,0,0,0,-1,-1,0,1,-1,0,7,45,62,62,61,42,42,49,71,49,66,24,43,50,33,61,48
"929","2014/03/12 17:15",0,0,0,0,0,0,0,0,0,0,0,1,8,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,39,38,46,42,48,0,0,0,0,9,9,9,9,9,9,8,10,9,9,9,9,10,10,9,12,10,7,0,0,0,0,-1,0,0,0,0,-1,-1,0,1,-1,0,7,33,53,53,53,37,38,41,65,36,59,19,35,39,29,48,38
"930","2014/03/12 17:30",0,0,0,0,0,0,0,0,0,0,0,1,6,16,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,0,0,0,0,0,0,0,33,32,34,38,36,0,0,0,0,9,8,8,9,9,7,7,8,8,7,8,8,9,8,7,9,8,7,0,0,0,0,-1,0,0,0,0,-1,-1,0,0,-1,0,5,32,44,43,44,29,31,33,54,34,48,15,30,34,25,42,31
