LDEV_Seq_Write_IOPS_X847-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:21:1E X"
"1","2014/04/01 17:28",140
"2","2014/04/01 17:33",210
"3","2014/04/01 17:38",200
"4","2014/04/01 17:43",180
"5","2014/04/01 17:48",226
"6","2014/04/01 17:53",220
"7","2014/04/01 17:58",212
"8","2014/04/01 18:03",305
"9","2014/04/01 18:08",194
"10","2014/04/01 18:13",251
"11","2014/04/01 18:18",288
"12","2014/04/01 18:23",207
"13","2014/04/01 18:28",248
"14","2014/04/01 18:33",222
"15","2014/04/01 18:38",225
"16","2014/04/01 18:43",266
"17","2014/04/01 18:48",260
"18","2014/04/01 18:53",278
"19","2014/04/01 18:58",301
"20","2014/04/01 19:03",279
"21","2014/04/01 19:08",243
"22","2014/04/01 19:13",283
"23","2014/04/01 19:18",289
"24","2014/04/01 19:23",255
"25","2014/04/01 19:28",315
"26","2014/04/01 19:33",355
"27","2014/04/01 19:38",215
"28","2014/04/01 19:43",296
"29","2014/04/01 19:48",322
"30","2014/04/01 19:53",188
"31","2014/04/01 19:58",221
"32","2014/04/01 20:03",333
"33","2014/04/01 20:08",282
"34","2014/04/01 20:13",267
"35","2014/04/01 20:18",237
"36","2014/04/01 20:23",253
"37","2014/04/01 20:28",221
"38","2014/04/01 20:33",239
"39","2014/04/01 20:38",183
"40","2014/04/01 20:43",234
"41","2014/04/01 20:48",197
"42","2014/04/01 20:53",159
"43","2014/04/01 20:58",162
"44","2014/04/01 21:03",149
"45","2014/04/01 21:08",108
"46","2014/04/01 21:13",140
"47","2014/04/01 21:18",161
"48","2014/04/01 21:23",84
"49","2014/04/01 21:28",101
"50","2014/04/01 21:33",92
"51","2014/04/01 21:38",90
"52","2014/04/01 21:43",109
"53","2014/04/01 21:48",106
"54","2014/04/01 21:53",81
"55","2014/04/01 21:58",13
"56","2014/04/01 22:03",23
"57","2014/04/01 22:08",22
"58","2014/04/01 22:13",18
"59","2014/04/01 22:18",16
"60","2014/04/01 22:23",22
"61","2014/04/01 22:28",17
"62","2014/04/01 22:33",33
"63","2014/04/01 22:38",10
"64","2014/04/01 22:43",15
"65","2014/04/01 22:48",11
"66","2014/04/01 22:53",18
"67","2014/04/01 22:58",14
"68","2014/04/01 23:03",17
"69","2014/04/01 23:08",7
"70","2014/04/01 23:13",29
"71","2014/04/01 23:18",46
"72","2014/04/01 23:23",38
"73","2014/04/01 23:28",49
"74","2014/04/01 23:33",51
"75","2014/04/01 23:38",50
"76","2014/04/01 23:43",37
"77","2014/04/01 23:48",33
"78","2014/04/01 23:53",14
"79","2014/04/01 23:58",14
"80","2014/04/02 00:03",20
"81","2014/04/02 00:08",18
"82","2014/04/02 00:13",23
"83","2014/04/02 00:18",29
"84","2014/04/02 00:23",22
"85","2014/04/02 00:28",20
"86","2014/04/02 00:33",19
"87","2014/04/02 00:38",10
"88","2014/04/02 00:43",22
"89","2014/04/02 00:48",22
"90","2014/04/02 00:53",29
"91","2014/04/02 00:58",21
"92","2014/04/02 01:03",23
"93","2014/04/02 01:08",23
"94","2014/04/02 01:13",28
"95","2014/04/02 01:18",27
"96","2014/04/02 01:23",8
