LDEV_Response05.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:05:01X(X178-1)","00:05:02X(X182-1)","00:05:03X(X185-1)","00:05:04X(X177-1)","00:05:05X(X180-1)","00:05:06(11-8)","00:05:07X(X183-1)","00:05:0AX(X155-1)","00:05:0BX(X152-1)","00:05:0CX(X153-1)","00:05:0DX(X156-1)","00:05:0EX(X151-1)","00:05:0FX(X471-1)","00:05:10X(X537-1)","00:05:11X(X572-1)","00:05:12X(X605-1)","00:05:13X(X607-1)","00:05:16X(X93-1)","00:05:17X(X94-1)","00:05:18X(X42-1)","00:05:19X(X43-1)","00:05:1AX(X44-1)","00:05:1BX(X45-1)","00:05:20X(X61-1)","00:05:21X(X63-1)","00:05:25X(X95-1)","00:05:26X(X89-1)","00:05:27X(X53-1)","00:05:28X(X54-1)","00:05:29X(X59-1)","00:05:2AX(X60-1)","00:05:2BX(X82-1)","00:05:2CX(X83-1)","00:05:2DX(X84-1)","00:05:2EX(X85-1)","00:05:2FX(X86-1)","00:05:30X(X87-1)","00:05:31X(X88-1)","00:05:32X(X92-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",769,564,557,-3,-3,-3,-3,309,297,362,-3,-3,139,164,177,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,855,845,886,873,814,990,892,-3,-3,-3,-3,-3
"8","2014/04/01 18:03",479,476,450,-3,-3,-3,-3,192,229,219,-3,-3,175,157,163,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,701,686,677,703,713,691,670,-3,-3,-3,-3,-3
"9","2014/04/01 18:08",873,827,857,-3,-3,-3,-3,292,294,235,-3,-3,175,158,195,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,648,666,641,636,624,630,659,-3,-3,-3,-3,-3
"10","2014/04/01 18:13",1125,886,889,-3,-3,-3,-3,183,205,188,-3,-3,144,228,188,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,689,635,629,629,638,595,633,-3,-3,-3,-3,-3
"11","2014/04/01 18:18",719,779,789,-3,-3,-3,-3,172,182,221,-3,-3,148,176,169,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,867,803,896,921,799,947,863,-3,-3,-3,-3,-3
"12","2014/04/01 18:23",591,682,696,-3,-3,-3,-3,343,189,202,-3,-3,176,172,225,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,656,656,642,657,630,651,660,-3,-3,-3,-3,-3
"13","2014/04/01 18:28",1000,951,956,-3,-3,-3,-3,345,243,258,-3,-3,123,172,116,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,647,654,633,676,631,651,666,-3,-3,-3,-3,-3
"14","2014/04/01 18:33",538,668,596,-3,-3,-3,-3,270,287,249,-3,-3,189,155,172,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,665,718,687,680,713,755,708,-3,-3,-3,-3,-3
"15","2014/04/01 18:38",601,577,614,-3,-3,-3,-3,262,211,286,-3,-3,124,162,138,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,811,723,715,796,745,683,755,-3,-3,-3,-3,-3
"16","2014/04/01 18:43",722,552,707,-3,-3,-3,-3,319,370,335,-3,-3,173,228,166,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,806,704,677,648,710,738,781,-3,-3,-3,-3,-3
"17","2014/04/01 18:48",691,725,668,-3,-3,-3,-3,218,154,186,-3,-3,215,205,196,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,774,775,802,776,812,801,831,-3,-3,-3,-3,-3
"18","2014/04/01 18:53",363,578,557,-3,-3,-3,-3,261,256,193,-3,-3,195,203,176,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,662,678,671,703,657,703,662,-3,-3,-3,-3,-3
"19","2014/04/01 18:58",303,321,287,-3,-3,-3,-3,197,168,232,-3,-3,338,413,162,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,672,646,694,636,635,684,678,-3,-3,-3,-3,-3
"20","2014/04/01 19:03",224,245,230,-3,-3,-3,-3,195,173,243,-3,-3,160,144,534,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,696,714,702,701,718,751,698,-3,-3,-3,-3,-3
"21","2014/04/01 19:08",956,796,1002,-3,-3,-3,-3,360,331,344,-3,-3,214,171,223,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,910,887,902,903,885,873,918,-3,-3,-3,-3,-3
"22","2014/04/01 19:13",635,768,713,-3,-3,-3,-3,317,264,266,-3,-3,197,170,165,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,730,744,715,752,806,751,775,-3,-3,-3,-3,-3
"23","2014/04/01 19:18",916,959,970,-3,-3,-3,-3,275,259,229,-3,-3,236,120,231,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,735,733,780,770,728,709,766,-3,-3,-3,-3,-3
"24","2014/04/01 19:23",600,738,586,-3,-3,-3,-3,227,239,242,-3,-3,221,155,247,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,724,814,741,835,837,909,893,-3,-3,-3,-3,-3
