LDEV_Response16.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:16:00X(X154-1)","00:16:04X(X196-1)","00:16:05X(X654-1)","00:16:08X(X656-1)","00:16:0FX(X81-1)","00:16:10X(X192-1)","00:16:11X(X190-1)","00:16:12X(X193-1)","00:16:13(11-12)","00:16:14(11-13)","00:16:15(11-13)","00:16:16X(X670-1)","00:16:24X(X571-1)"
"17","2014/04/01 18:48",1985,1993,-3,-3,-3,-3,-3,-3,2302,-3,-3,41688,1579
"18","2014/04/01 18:53",2473,2403,-3,-3,444,-3,-3,-3,-3,-3,-3,44257,1680
"19","2014/04/01 18:58",1906,1264,-3,-3,456,-3,-3,-3,-3,-3,-3,34322,1548
"20","2014/04/01 19:03",2044,2440,-3,-3,1318,-3,-3,-3,7395,-3,-3,29598,1672
"21","2014/04/01 19:08",3048,2155,-3,-3,1235,-3,-3,-3,-3,-3,-3,53079,1722
"22","2014/04/01 19:13",2299,2029,-3,-3,673,-3,-3,-3,-3,-3,-3,38847,3124
"23","2014/04/01 19:18",2296,1969,-3,-3,1527,-3,-3,-3,-3,-3,-3,63633,2421
"24","2014/04/01 19:23",2067,2077,-3,-3,709,-3,-3,-3,-3,-3,-3,59509,1805
"25","2014/04/01 19:28",2564,1665,-3,-3,1550,-3,-3,-3,7478,-3,-3,51816,2033
"26","2014/04/01 19:33",3346,1947,-3,-3,1066,-3,-3,-3,2987,-3,-3,49292,3060
"27","2014/04/01 19:38",1951,1617,-3,-3,-3,-3,-3,-3,-3,-3,-3,46109,2376
"28","2014/04/01 19:43",2753,3412,-3,-3,-3,-3,-3,-3,-3,-3,-3,48023,2903
"29","2014/04/01 19:48",1362,1532,-3,-3,-3,-3,-3,-3,34175,-3,-3,44164,2251
"30","2014/04/01 19:53",1726,2306,-3,-3,-3,-3,-3,-3,-3,-3,-3,50283,2342
"31","2014/04/01 19:58",1831,1212,-3,-3,-3,-3,-3,-3,-3,-3,-3,35589,1575
"32","2014/04/01 20:03",2229,3305,-3,-3,-3,-3,-3,-3,-3,-3,-3,31131,2192
"33","2014/04/01 20:08",2252,1801,-3,-3,-3,-3,-3,-3,-3,-3,-3,37305,1968
"34","2014/04/01 20:13",1983,1645,-3,-3,315,-3,-3,-3,-3,-3,-3,35890,1517
"35","2014/04/01 20:18",2217,2523,-3,-3,-3,-3,-3,-3,-3,-3,-3,33895,1711
"36","2014/04/01 20:23",1747,1626,-3,-3,804,-3,-3,-3,-3,-3,-3,11565,1275
"37","2014/04/01 20:28",1575,1695,-3,-3,697,-3,-3,-3,-3,-3,-3,30730,1259
"38","2014/04/01 20:33",1644,1832,-3,-3,350,-3,-3,-3,-3,-3,-3,34775,1508
"39","2014/04/01 20:38",1790,2192,-3,-3,312,-3,-3,-3,-3,-3,-3,26841,1792
"40","2014/04/01 20:43",1267,1570,-3,-3,318,-3,-3,-3,-3,-3,-3,39467,2072
"41","2014/04/01 20:48",1929,1841,-3,-3,291,-3,-3,-3,-3,-3,-3,28892,1142
"42","2014/04/01 20:53",2203,1950,-3,-3,922,-3,-3,-3,-3,-3,-3,37441,1305
"43","2014/04/01 20:58",1693,1728,-3,-3,303,-3,-3,-3,-3,-3,-3,35318,1355
"44","2014/04/01 21:03",1996,1691,-3,-3,-3,-3,-3,-3,-3,-3,-3,34448,1976
"45","2014/04/01 21:08",2748,2614,-3,-3,360,-3,-3,-3,-3,-3,-3,30711,1934
"46","2014/04/01 21:13",2218,1759,-3,-3,248,-3,-3,-3,-3,-3,-3,36595,2064
"47","2014/04/01 21:18",2866,2166,-3,-3,336,-3,-3,-3,-3,-3,-3,39893,2066
"48","2014/04/01 21:23",2110,2161,-3,-3,592,-3,-3,-3,-3,-3,-3,31386,1837
"49","2014/04/01 21:28",1608,1692,-3,-3,240,-3,-3,-3,-3,-3,-3,28555,1950
"50","2014/04/01 21:33",3199,2172,-3,-3,-3,-3,-3,-3,-3,-3,-3,42865,2109
"51","2014/04/01 21:38",2079,2383,-3,-3,-3,-3,-3,-3,-3,-3,-3,24163,2039
"52","2014/04/01 21:43",1812,2052,-3,-3,-3,-3,-3,-3,-3,-3,-3,34872,2620
"53","2014/04/01 21:48",1797,2040,-3,-3,-3,-3,-3,-3,-3,-3,-3,20923,1672
"54","2014/04/01 21:53",2286,2252,-3,-3,-3,-3,-3,-3,-3,-3,-3,33334,1872
"55","2014/04/01 21:58",2103,1857,-3,-3,-3,-3,-3,-3,-3,-3,-3,32925,1378
"56","2014/04/01 22:03",3501,1905,-3,-3,997,-3,-3,-3,-3,-3,-3,22704,1709
"57","2014/04/01 22:08",1771,2335,-3,-3,-3,-3,-3,-3,-3,-3,-3,39077,1776
"58","2014/04/01 22:13",1992,1644,-3,-3,-3,-3,-3,-3,-3,-3,-3,27067,1984
"59","2014/04/01 22:18",1628,2570,-3,-3,-3,-3,-3,-3,-3,-3,-3,25917,1695
"60","2014/04/01 22:23",2209,1911,-3,-3,-3,-3,-3,-3,-3,-3,-3,31733,1582
"61","2014/04/01 22:28",4615,2634,-3,-3,-3,-3,-3,-3,-3,-3,-3,15575,2914
"62","2014/04/01 22:33",1669,2156,-3,-3,-3,-3,-3,-3,-3,-3,-3,42435,2107
"63","2014/04/01 22:38",2781,1944,-3,-3,334,-3,-3,-3,-3,-3,-3,37688,3558
"64","2014/04/01 22:43",1743,1451,-3,-3,-3,-3,-3,-3,-3,-3,-3,38408,1243
"65","2014/04/01 22:48",2570,1698,-3,-3,710,-3,-3,-3,-3,-3,-3,32116,1057
"66","2014/04/01 22:53",2081,3692,-3,-3,-3,-3,-3,-3,-3,-3,-3,43747,2025
"67","2014/04/01 22:58",2036,1577,-3,-3,-3,-3,-3,-3,-3,-3,-3,33170,1672
"68","2014/04/01 23:03",4104,3111,-3,-3,-3,-3,-3,-3,-3,848,-3,33998,2072
"69","2014/04/01 23:08",3379,2787,-3,-3,-3,-3,-3,-3,-3,-3,-3,3911,1851
"70","2014/04/01 23:13",2693,3001,-3,-3,-3,-3,-3,-3,-3,-3,-3,2568,1794
"71","2014/04/01 23:18",6630,7306,-3,-3,-3,-3,-3,-3,-3,-3,-3,5646,11000
"72","2014/04/01 23:23",6447,2535,-3,-3,-3,-3,-3,-3,-3,1277,-3,20010,2236
"73","2014/04/01 23:28",3989,2485,-3,-3,-3,-3,-3,-3,-3,-3,-3,53416,2548
"74","2014/04/01 23:33",3502,3216,-3,-3,-3,-3,-3,-3,-3,-3,-3,45497,2326
"75","2014/04/01 23:38",4503,6168,-3,-3,-3,-3,-3,-3,-3,-3,-3,47761,7949
"76","2014/04/01 23:43",8008,7771,-3,-3,-3,-3,-3,-3,-3,-3,-3,7052,3815
"77","2014/04/01 23:48",3911,2183,-3,-3,-3,-3,-3,-3,-3,-3,-3,57411,1669
"78","2014/04/01 23:53",4080,2249,-3,-3,1571,-3,-3,-3,5864,1768,-3,53820,1999
"79","2014/04/01 23:58",2259,2260,-3,-3,928,-3,-3,-3,-3,772,-3,59845,2657
"80","2014/04/02 00:03",2717,2580,-3,-3,2504,-3,-3,-3,-3,303,-3,15951,2529
"81","2014/04/02 00:08",8082,2345,-3,-3,2206,-3,-3,-3,-3,504,-3,17735,4554
"82","2014/04/02 00:13",6888,4478,-3,-3,3126,-3,-3,-3,-3,537,-3,48772,4160
"83","2014/04/02 00:18",4095,4812,-3,-3,3964,-3,-3,-3,3223,359,-3,61668,6177
"84","2014/04/02 00:23",2451,3098,-3,-3,3798,-3,-3,-3,-3,330,-3,47202,2665
"85","2014/04/02 00:28",2878,1628,-3,-3,4539,-3,-3,-3,-3,389,-3,43488,3124
"86","2014/04/02 00:33",1812,2524,-3,-3,3947,-3,-3,-3,-3,432,-3,67004,2710
"87","2014/04/02 00:38",3734,4199,-3,-3,4543,-3,-3,-3,-3,292,-3,60452,3403
"88","2014/04/02 00:43",2236,3127,-3,-3,4698,-3,-3,-3,-3,339,-3,45521,4242
"89","2014/04/02 00:48",3665,2161,-3,-3,4267,-3,-3,-3,-3,346,-3,50955,2570
"90","2014/04/02 00:53",14030,13989,-3,-3,4127,-3,-3,-3,-3,-3,-3,5485,6210
"91","2014/04/02 00:58",2908,1739,-3,-3,-3,-3,-3,-3,-3,-3,-3,57988,1738
"92","2014/04/02 01:03",2530,2160,-3,-3,2702,-3,-3,-3,7051,-3,-3,60692,1914
"93","2014/04/02 01:08",3768,2175,-3,-3,3472,-3,-3,-3,-3,-3,-3,29896,1991
"94","2014/04/02 01:13",2493,1958,-3,-3,-3,-3,-3,-3,-3,-3,-3,54774,3600
"95","2014/04/02 01:18",4575,2961,-3,-3,-3,-3,-3,-3,-3,-3,-3,54308,1873
"96","2014/04/02 01:23",2533,2528,-3,-3,-3,-3,-3,-3,-3,-3,-3,21337,2688
