LDEV_Response10.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:10:00X(X327-1)","00:10:01X(X404-1)","00:10:02X(X246-1)","00:10:03X(X247-1)","00:10:04X(X248-1)","00:10:05X(X853-1)","00:10:06X(X612-1)","00:10:07X(X675-1)","00:10:08X(X712-1)","00:10:09X(X32-1)","00:10:0AX(X51-1)","00:10:0CX(X170-1)","00:10:0DX(X221-1)","00:10:C2X(X217-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",1839,1564,231,182,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"8","2014/04/01 18:03",1816,1696,214,276,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"9","2014/04/01 18:08",1608,1691,186,209,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"10","2014/04/01 18:13",1536,1646,162,253,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"11","2014/04/01 18:18",1987,1404,216,182,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"12","2014/04/01 18:23",1725,1736,175,219,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"13","2014/04/01 18:28",1604,2121,170,235,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"14","2014/04/01 18:33",1608,1650,295,225,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"15","2014/04/01 18:38",1554,1481,193,222,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"16","2014/04/01 18:43",1649,1760,249,400,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"17","2014/04/01 18:48",1681,1695,177,216,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"18","2014/04/01 18:53",1796,1785,188,258,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"19","2014/04/01 18:58",1675,1734,267,296,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"20","2014/04/01 19:03",1812,1802,397,850,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"21","2014/04/01 19:08",2040,1937,275,272,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"22","2014/04/01 19:13",1596,1785,448,785,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"23","2014/04/01 19:18",1563,1817,235,221,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"24","2014/04/01 19:23",1747,1704,268,236,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"25","2014/04/01 19:28",1776,1642,192,201,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"26","2014/04/01 19:33",2974,1601,198,1718,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"27","2014/04/01 19:38",1557,1621,191,220,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"28","2014/04/01 19:43",1703,1560,223,345,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"29","2014/04/01 19:48",1539,1780,252,206,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"30","2014/04/01 19:53",1590,1646,194,270,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"31","2014/04/01 19:58",1660,1607,178,239,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"32","2014/04/01 20:03",1330,1706,205,168,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"33","2014/04/01 20:08",1424,2221,246,216,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"34","2014/04/01 20:13",1370,1728,167,151,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"35","2014/04/01 20:18",2197,1537,242,234,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"36","2014/04/01 20:23",1450,1572,188,264,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"37","2014/04/01 20:28",1509,1519,181,197,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"38","2014/04/01 20:33",1517,1734,210,208,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"39","2014/04/01 20:38",1921,1608,180,205,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"40","2014/04/01 20:43",1460,1549,162,234,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"41","2014/04/01 20:48",1560,1698,168,155,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"42","2014/04/01 20:53",1497,1661,177,180,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"43","2014/04/01 20:58",1704,1677,178,192,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"44","2014/04/01 21:03",1494,1738,191,164,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"45","2014/04/01 21:08",1709,1608,212,222,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"46","2014/04/01 21:13",1726,1751,528,952,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"47","2014/04/01 21:18",1674,1601,192,184,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"48","2014/04/01 21:23",1440,1634,157,163,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"49","2014/04/01 21:28",1711,1923,154,162,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"50","2014/04/01 21:33",1823,1729,405,278,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"51","2014/04/01 21:38",1593,1646,186,206,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"52","2014/04/01 21:43",1500,1672,207,249,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"53","2014/04/01 21:48",1596,1609,206,195,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"54","2014/04/01 21:53",1580,1737,218,236,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"55","2014/04/01 21:58",1819,1659,183,203,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"56","2014/04/01 22:03",1731,1901,264,270,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"57","2014/04/01 22:08",1608,1755,346,280,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"58","2014/04/01 22:13",3347,2389,1227,1812,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"59","2014/04/01 22:18",1896,1824,193,189,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"60","2014/04/01 22:23",1758,1958,198,227,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"61","2014/04/01 22:28",1778,1722,237,269,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"62","2014/04/01 22:33",1789,2016,285,349,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"63","2014/04/01 22:38",2067,1965,278,435,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"64","2014/04/01 22:43",1682,1795,304,432,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"65","2014/04/01 22:48",1850,2376,960,2880,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"66","2014/04/01 22:53",2370,2275,1185,2970,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"67","2014/04/01 22:58",2177,2580,1731,4773,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"68","2014/04/01 23:03",2544,2055,907,1698,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"69","2014/04/01 23:08",2450,3234,1206,2076,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"70","2014/04/01 23:13",2719,2843,792,1960,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"71","2014/04/01 23:18",2869,2596,2871,6273,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"72","2014/04/01 23:23",2785,3234,1514,2503,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"73","2014/04/01 23:28",10488,10128,7457,10205,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"74","2014/04/01 23:33",3423,3017,1416,4092,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"75","2014/04/01 23:38",8256,2247,3250,7612,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"76","2014/04/01 23:43",2248,2431,2506,8317,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"77","2014/04/01 23:48",2883,4831,2050,7204,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"78","2014/04/01 23:53",2952,2075,2196,6746,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"79","2014/04/01 23:58",2626,3388,3284,3651,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"80","2014/04/02 00:03",2036,2438,383,394,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"81","2014/04/02 00:08",2289,1977,690,1317,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"82","2014/04/02 00:13",2542,2270,431,598,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"83","2014/04/02 00:18",2034,2040,584,499,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"84","2014/04/02 00:23",2038,2060,301,365,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"85","2014/04/02 00:28",2844,1824,312,244,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"86","2014/04/02 00:33",1824,2148,296,267,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"87","2014/04/02 00:38",1679,1810,302,358,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"88","2014/04/02 00:43",1709,2472,240,668,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"89","2014/04/02 00:48",1639,2003,270,246,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"90","2014/04/02 00:53",1944,1907,839,672,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"91","2014/04/02 00:58",1687,1702,385,595,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"92","2014/04/02 01:03",2283,2034,321,282,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"93","2014/04/02 01:08",1729,2327,358,418,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"94","2014/04/02 01:13",1801,1904,688,3705,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"95","2014/04/02 01:18",1779,2356,1227,988,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"96","2014/04/02 01:23",1851,1949,365,438,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
