LDEV_ResponseF0.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:00X(X175-1)","00:F0:01X(X5-1)","00:F0:02X(X391-1)","00:F0:03X(X270-1)","00:F0:1AX(X450-1)","00:F0:59X(X369-1)","00:F0:67X(X484-1)","00:F0:68X(X485-1)","00:F0:69X(X486-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",680,-3,355,400,442,-3,3391,3908,3989
"8","2014/04/01 18:03",1391,-3,561,733,685,-3,3565,3388,2932
"9","2014/04/01 18:08",819,-3,431,389,341,-3,5388,5487,5214
"10","2014/04/01 18:13",423,-3,405,402,347,-3,5950,5177,5685
"11","2014/04/01 18:18",432,-3,391,367,384,-3,5688,5464,5707
"12","2014/04/01 18:23",508,-3,349,360,430,-3,4224,4633,3978
"13","2014/04/01 18:28",639,-3,356,359,390,-3,4411,4692,4448
"14","2014/04/01 18:33",527,-3,382,382,331,-3,2318,2328,2445
"15","2014/04/01 18:38",447,-3,360,338,385,-3,4085,3854,3978
"16","2014/04/01 18:43",515,-3,415,323,423,-3,3999,3474,3806
"17","2014/04/01 18:48",480,-3,344,338,299,-3,3030,2587,3043
"18","2014/04/01 18:53",504,-3,392,348,361,-3,1233,1293,1286
"19","2014/04/01 18:58",473,-3,415,397,540,-3,1496,1517,1493
"20","2014/04/01 19:03",1168,-3,733,695,776,-3,1931,2006,1925
"21","2014/04/01 19:08",1002,-3,415,451,411,-3,1651,1657,1612
"22","2014/04/01 19:13",1141,-3,370,402,415,-3,1021,1035,1030
"23","2014/04/01 19:18",524,-3,453,434,472,-3,2102,2127,2058
"24","2014/04/01 19:23",497,-3,406,386,411,-3,3624,4074,4206
"25","2014/04/01 19:28",446,-3,327,386,346,-3,6761,6816,7123
"26","2014/04/01 19:33",509,-3,362,350,345,-3,5917,5988,6180
"27","2014/04/01 19:38",421,-3,417,398,416,-3,6676,6033,6216
"28","2014/04/01 19:43",467,-3,437,400,423,-3,3713,3875,3743
"29","2014/04/01 19:48",435,-3,352,322,314,-3,9748,10115,8795
"30","2014/04/01 19:53",636,-3,351,331,298,-3,3434,2798,3408
"31","2014/04/01 19:58",455,-3,364,360,358,-3,1910,2010,1934
"32","2014/04/01 20:03",1110,-3,542,535,541,-3,1913,1922,2022
