LDEV_ResponseF0.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:00X(X175-1)","00:F0:01X(X5-1)","00:F0:02X(X391-1)","00:F0:03X(X270-1)","00:F0:1AX(X450-1)","00:F0:59X(X369-1)","00:F0:67X(X484-1)","00:F0:68X(X485-1)","00:F0:69X(X486-1)"
"33","2014/04/01 20:08",380,-3,340,323,319,-3,2080,1877,2039
"34","2014/04/01 20:13",1067,-3,403,424,334,-3,1579,1659,1664
"35","2014/04/01 20:18",509,-3,354,448,335,-3,1688,1723,1709
"36","2014/04/01 20:23",632,-3,333,374,310,-3,837,849,870
"37","2014/04/01 20:28",493,-3,360,385,381,-3,514,519,539
"38","2014/04/01 20:33",616,-3,350,396,402,-3,1965,1993,1840
"39","2014/04/01 20:38",1121,-3,339,311,372,-3,1392,1392,1358
"40","2014/04/01 20:43",500,-3,348,341,393,-3,1420,1433,1499
"41","2014/04/01 20:48",464,-3,388,360,447,-3,1470,1511,1513
"42","2014/04/01 20:53",536,-3,344,333,380,-3,1013,995,1033
"43","2014/04/01 20:58",513,-3,347,318,448,-3,973,1012,1000
"44","2014/04/01 21:03",1081,-3,582,293,596,-3,896,878,923
"45","2014/04/01 21:08",462,-3,318,379,361,-3,1058,1140,1088
"46","2014/04/01 21:13",527,-3,384,374,501,-3,703,728,679
"47","2014/04/01 21:18",824,-3,292,342,390,-3,590,625,577
"48","2014/04/01 21:23",492,-3,339,341,478,-3,1140,1258,1162
"49","2014/04/01 21:28",484,-3,331,356,356,-3,987,1022,1055
"50","2014/04/01 21:33",455,-3,329,408,441,-3,1268,1334,1182
"51","2014/04/01 21:38",453,-3,319,282,356,-3,1039,1049,1071
"52","2014/04/01 21:43",528,-3,358,292,357,-3,1000,967,1003
"53","2014/04/01 21:48",438,-3,348,318,311,-3,850,900,937
"54","2014/04/01 21:53",569,-3,335,346,360,-3,576,617,585
"55","2014/04/01 21:58",516,-3,309,343,388,-3,820,876,866
"56","2014/04/01 22:03",967,-3,456,536,559,-3,1144,1158,1140
"57","2014/04/01 22:08",477,-3,344,388,304,-3,694,736,702
"58","2014/04/01 22:13",503,-3,342,343,414,-3,564,586,600
"59","2014/04/01 22:18",526,-3,345,529,406,-3,423,418,407
"60","2014/04/01 22:23",506,-3,342,330,348,-3,537,572,577
"61","2014/04/01 22:28",534,-3,408,435,354,-3,802,773,858
"62","2014/04/01 22:33",518,-3,345,378,369,-3,782,776,787
"63","2014/04/01 22:38",375,-3,344,357,413,-3,1089,1198,1251
"64","2014/04/01 22:43",475,-3,456,411,345,-3,964,949,1004
"65","2014/04/01 22:48",483,-3,301,344,315,-3,1062,1113,1166
"66","2014/04/01 22:53",680,-3,386,365,399,-3,889,912,945
"67","2014/04/01 22:58",744,-3,351,354,314,-3,371,383,380
"68","2014/04/01 23:03",1099,-3,582,639,649,-3,939,929,918
"69","2014/04/01 23:08",482,-3,360,398,475,-3,931,937,917
"70","2014/04/01 23:13",504,-3,490,492,608,-3,1324,1395,1350
"71","2014/04/01 23:18",566,-3,454,732,483,-3,1115,1150,1148
"72","2014/04/01 23:23",517,-3,490,480,396,-3,1727,1729,1726
"73","2014/04/01 23:28",866,-3,387,464,412,-3,1591,1582,1693
"74","2014/04/01 23:33",823,-3,437,431,415,-3,3657,3265,3408
"75","2014/04/01 23:38",624,-3,467,633,434,-3,1600,1629,1588
"76","2014/04/01 23:43",672,-3,445,330,439,-3,1848,2017,1932
"77","2014/04/01 23:48",772,-3,427,376,458,-3,1969,2016,1959
"78","2014/04/01 23:53",1203,-3,392,423,433,-3,1627,1634,1594
"79","2014/04/01 23:58",768,-3,337,330,370,-3,1432,1374,1420
"80","2014/04/02 00:03",1559,-3,529,648,713,-3,1152,1196,1192
"81","2014/04/02 00:08",1140,-3,367,426,405,-3,1915,1985,1928
"82","2014/04/02 00:13",637,-3,373,371,361,-3,3327,3279,3358
"83","2014/04/02 00:18",633,-3,382,328,565,-3,2670,2659,2588
"84","2014/04/02 00:23",595,-3,395,415,359,-3,2148,2172,2232
"85","2014/04/02 00:28",651,-3,436,392,353,-3,2199,2226,2262
"86","2014/04/02 00:33",974,-3,406,438,343,-3,1874,1930,1793
"87","2014/04/02 00:38",528,-3,433,427,601,-3,1427,1417,1406
"88","2014/04/02 00:43",1119,-3,428,329,439,-3,923,895,902
"89","2014/04/02 00:48",954,-3,407,356,370,-3,837,841,887
"90","2014/04/02 00:53",531,-3,402,350,352,-3,700,717,700
"91","2014/04/02 00:58",672,-3,385,364,397,-3,654,672,672
"92","2014/04/02 01:03",1833,-3,597,579,593,-3,1023,1059,1037
"93","2014/04/02 01:08",556,-3,462,374,491,-3,1402,1403,1353
"94","2014/04/02 01:13",650,-3,434,473,366,-3,905,862,883
"95","2014/04/02 01:18",738,-3,347,384,407,-3,643,629,621
"96","2014/04/02 01:23",605,-3,407,452,547,-3,355,365,365
