LDEV_Response32.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:32:1B(11-13)","00:32:1C(11-13)","00:32:1D(11-13)","00:32:37X(X858-1)","00:32:38(11-4)","00:32:39(11-4)","00:32:43(11-6)","00:32:44(11-6)","00:32:4CX(X179-1)","00:32:4F(13-5)","00:32:50(13-15)","00:32:51(13-3)","00:32:52(5-4)","00:32:61X(X457-1)","00:32:65X(X160-1)","00:32:66X(X159-1)","00:32:69X(X416-1)","00:32:6AX(X417-1)","00:32:6CX(X424-1)","00:32:6DX(X425-1)","00:32:6EX(X428-1)"
"40","2014/04/01 20:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2074,384,33354,25328,-3,-3,-3
"41","2014/04/01 20:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1714,272,74809,89349,-3,-3,-3
"42","2014/04/01 20:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1638,342,87640,22101,-3,-3,-3
"43","2014/04/01 20:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1652,261,24391,28060,-3,-3,-3
"44","2014/04/01 21:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1909,358,91201,122352,-3,-3,-3
"45","2014/04/01 21:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2013,336,27943,23564,-3,-3,-3
"46","2014/04/01 21:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2033,557,102143,57240,-3,-3,-3
"47","2014/04/01 21:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2343,670,107761,123108,-3,-3,-3
"48","2014/04/01 21:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1844,358,73119,27391,-3,-3,-3
"49","2014/04/01 21:28",-3,-3,4391,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3285,234,75976,34892,-3,-3,-3
"50","2014/04/01 21:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1760,433,96289,149845,-3,-3,-3
"51","2014/04/01 21:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2288,375,60242,18780,-3,-3,-3
"52","2014/04/01 21:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2206,343,100277,28392,-3,-3,-3
"53","2014/04/01 21:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2274,350,50516,62565,-3,-3,-3
"54","2014/04/01 21:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1700,311,77232,20041,-3,-3,-3
"55","2014/04/01 21:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1942,227,67404,29269,-3,-3,-3
"56","2014/04/01 22:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3330,368,25930,85972,-3,-3,-3
"57","2014/04/01 22:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1999,436,103695,32771,-3,-3,-3
"58","2014/04/01 22:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2337,320,68533,30018,-3,-3,-3
"59","2014/04/01 22:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1824,298,67558,75154,-3,-3,-3
"60","2014/04/01 22:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1787,275,76623,23357,-3,-3,-3
"61","2014/04/01 22:28",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2974,324,39783,16765,-3,-3,-3
"62","2014/04/01 22:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2814,383,95460,128954,-3,-3,-3
"63","2014/04/01 22:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2398,360,81214,19046,-3,-3,-3
"64","2014/04/01 22:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1824,432,105437,30088,-3,-3,-3
"65","2014/04/01 22:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1901,346,89673,89894,-3,-3,-3
"66","2014/04/01 22:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1680,321,104948,24555,-3,-3,-3
"67","2014/04/01 22:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1943,324,83258,23945,-3,-3,-3
"68","2014/04/01 23:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2489,482,8640,10846,-3,-3,-3
"69","2014/04/01 23:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2671,482,57063,10027,-3,-3,-3
"70","2014/04/01 23:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2701,503,49282,19742,-3,-3,-3
"71","2014/04/01 23:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3846,363,9356,2415,-3,-3,-3
"72","2014/04/01 23:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3554,457,27074,2057,-3,-3,-3
"73","2014/04/01 23:28",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2608,623,79728,3348,-3,-3,-3
"74","2014/04/01 23:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3240,888,66764,5270,-3,-3,-3
"75","2014/04/01 23:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2885,458,63518,17004,-3,-3,-3
"76","2014/04/01 23:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,5139,1227,12457,8608,-3,-3,-3
"77","2014/04/01 23:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2545,392,114421,144884,-3,-3,-3
"78","2014/04/01 23:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2272,504,97252,14919,-3,-3,-3
"79","2014/04/01 23:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2839,451,108312,35051,-3,-3,-3
"80","2014/04/02 00:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3359,387,31258,36070,-3,-3,-3
"81","2014/04/02 00:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4022,626,37554,11726,-3,-3,-3
"82","2014/04/02 00:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4883,510,104398,29488,-3,-3,-3
"83","2014/04/02 00:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,4306,471,121244,154514,-3,-3,-3
"84","2014/04/02 00:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3011,532,102916,14846,-3,-3,-3
"85","2014/04/02 00:28",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3036,486,88222,18881,-3,-3,-3
"86","2014/04/02 00:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,3672,539,139987,168749,-3,-3,-3
"87","2014/04/02 00:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2878,492,104052,13192,-3,-3,-3
"88","2014/04/02 00:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2202,681,95427,19945,-3,-3,-3
"89","2014/04/02 00:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2438,499,104821,141242,-3,-3,-3
"90","2014/04/02 00:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,6899,378,6888,5314,-3,-3,-3
"91","2014/04/02 00:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2544,475,114326,15131,-3,-3,-3
"92","2014/04/02 01:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2441,525,107845,149615,-3,-3,-3
"93","2014/04/02 01:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2753,535,50495,8207,-3,-3,-3
"94","2014/04/02 01:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2941,551,121111,18669,-3,-3,-3
"95","2014/04/02 01:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2436,662,117559,144292,-3,-3,-3
"96","2014/04/02 01:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2239,575,42602,10202,-3,-3,-3
