LDEV_ResponseFA.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:FA:00(11-1)","00:FA:01(11-1)","00:FA:02(11-1)","00:FA:03(11-1)","00:FA:04(11-1)","00:FA:05(11-1)","00:FA:06(11-1)","00:FA:07(11-1)","00:FA:08(11-1)","00:FA:09(11-2)","00:FA:0A(11-2)","00:FA:0B(11-2)","00:FA:0C(11-2)","00:FA:0D(11-1)","00:FA:0E(11-1)","00:FA:0F(11-1)","00:FA:10(11-1)","00:FA:11(11-1)","00:FA:12(11-2)","00:FA:13(11-2)","00:FA:14(11-2)","00:FA:15(11-2)","00:FA:16(11-2)","00:FA:17(11-2)","00:FA:18(11-2)","00:FA:19(11-2)","00:FA:1A(11-2)","00:FA:1B(11-1)","00:FA:1C(11-1)","00:FA:1D(11-1)","00:FA:1E(11-1)","00:FA:1F(11-2)","00:FA:20(11-2)","00:FA:21(11-2)","00:FA:22(11-2)","00:FA:23(11-2)","00:FA:24(11-3)","00:FA:25(11-3)","00:FA:26(11-3)","00:FA:27(11-3)","00:FA:28(11-3)","00:FA:29(11-3)","00:FA:2A(11-3)","00:FA:2B(11-3)","00:FA:2C(11-3)","00:FA:2D(11-3)","00:FA:2E(11-3)","00:FA:35(11-3)"
"22","2014/04/01 19:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1528,-3,6139,-3,-3,-3,-3,-3,-3,-3,-3,-3,5839,5903,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"23","2014/04/01 19:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,814,-3,2836,-3,-3,-3,-3,-3,-3,-3,-3,-3,3164,2923,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"24","2014/04/01 19:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1765,-3,6698,-3,-3,-3,-3,-3,-3,-3,-3,-3,7465,7614,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"25","2014/04/01 19:28",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2163,-3,9473,-3,-3,-3,-3,-3,-3,-3,-3,-3,9367,9728,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"26","2014/04/01 19:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1764,-3,7748,-3,-3,-3,-3,-3,-3,-3,-3,-3,7332,7614,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"27","2014/04/01 19:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2156,-3,8630,-3,-3,-3,-3,-3,-3,-3,-3,-3,8344,8923,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"28","2014/04/01 19:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2378,-3,10472,-3,-3,-3,-3,-3,-3,-3,-3,-3,10554,10971,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"29","2014/04/01 19:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1624,-3,7494,-3,-3,-3,-3,-3,-3,-3,-3,-3,7048,7466,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"30","2014/04/01 19:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1176,-3,5540,-3,-3,-3,-3,-3,-3,-3,-3,-3,5095,5244,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"31","2014/04/01 19:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1052,-3,4642,-3,-3,-3,-3,-3,-3,-3,-3,-3,4776,4876,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"32","2014/04/01 20:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,657,-3,2418,-3,-3,-3,-3,-3,-3,-3,-3,-3,2654,2436,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"33","2014/04/01 20:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1292,-3,5584,-3,-3,-3,-3,-3,-3,-3,-3,-3,5111,5197,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"34","2014/04/01 20:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1170,-3,5040,-3,-3,-3,-3,-3,-3,-3,-3,-3,5040,4917,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"35","2014/04/01 20:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,680,-3,2988,-3,-3,-3,-3,-3,-3,-3,-3,-3,2852,2975,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"36","2014/04/01 20:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1353,-3,6130,-3,-3,-3,-3,-3,-3,-3,-3,-3,6021,6122,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"37","2014/04/01 20:28",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1028,-3,4952,-3,-3,-3,-3,-3,-3,-3,-3,-3,5013,4979,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"38","2014/04/01 20:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,640,-3,2756,-3,-3,-3,-3,-3,-3,-3,-3,-3,2487,2864,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"39","2014/04/01 20:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1121,-3,4822,-3,-3,-3,-3,-3,-3,-3,-3,-3,5395,4974,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"40","2014/04/01 20:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1139,-3,5519,-3,-3,-3,-3,-3,-3,-3,-3,-3,5665,5476,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"41","2014/04/01 20:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,502,-3,2356,-3,-3,-3,-3,-3,-3,-3,-3,-3,2171,2498,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"42","2014/04/01 20:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1018,-3,5192,-3,-3,-3,-3,-3,-3,-3,-3,-3,5279,5153,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"43","2014/04/01 20:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,989,-3,5751,-3,-3,-3,-3,-3,-3,-3,-3,-3,5838,5920,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"44","2014/04/01 21:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,454,-3,1979,-3,-3,-3,-3,-3,-3,-3,-3,-3,1989,1906,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"45","2014/04/01 21:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1064,-3,6814,-3,-3,-3,-3,-3,-3,-3,-3,-3,5956,6609,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"46","2014/04/01 21:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1047,-3,5764,-3,-3,-3,-3,-3,-3,-3,-3,-3,5889,5846,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"47","2014/04/01 21:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,619,-3,3092,-3,-3,-3,-3,-3,-3,-3,-3,-3,3066,3176,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"48","2014/04/01 21:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1011,-3,5798,-3,-3,-3,-3,-3,-3,-3,-3,-3,5767,5583,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"49","2014/04/01 21:28",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,927,-3,5529,-3,-3,-3,-3,-3,-3,-3,-3,-3,5090,5376,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"50","2014/04/01 21:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,597,-3,3118,-3,-3,-3,-3,-3,-3,-3,-3,-3,3273,3182,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"51","2014/04/01 21:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1007,-3,6239,-3,-3,-3,-3,-3,-3,-3,-3,-3,6549,6595,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"52","2014/04/01 21:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,964,-3,4643,-3,-3,-3,-3,-3,-3,-3,-3,-3,4982,4560,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"53","2014/04/01 21:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,506,-3,2395,-3,-3,-3,-3,-3,-3,-3,-3,-3,2353,2359,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"54","2014/04/01 21:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1148,-3,5992,-3,-3,-3,-3,-3,-3,-3,-3,-3,5962,5823,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"55","2014/04/01 21:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,846,-3,4217,-3,-3,-3,-3,-3,-3,-3,-3,-3,4240,4234,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"56","2014/04/01 22:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,749,-3,3662,-3,-3,-3,-3,-3,-3,-3,-3,-3,3943,3590,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"57","2014/04/01 22:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1293,-3,5886,-3,-3,-3,-3,-3,-3,-3,-3,-3,6605,6077,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"58","2014/04/01 22:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1009,-3,5815,-3,-3,-3,-3,-3,-3,-3,-3,-3,5288,5481,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"59","2014/04/01 22:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,460,-3,2136,-3,-3,-3,-3,-3,-3,-3,-3,-3,2229,2235,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"60","2014/04/01 22:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1176,-3,5644,-3,-3,-3,-3,-3,-3,-3,-3,-3,5931,5718,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"61","2014/04/01 22:28",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,988,-3,5512,-3,-3,-3,-3,-3,-3,-3,-3,-3,5313,5537,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"62","2014/04/01 22:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,628,-3,2853,-3,-3,-3,-3,-3,-3,-3,-3,-3,2768,2818,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"63","2014/04/01 22:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1328,-3,6012,-3,-3,-3,-3,-3,-3,-3,-3,-3,6307,6075,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"64","2014/04/01 22:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1260,-3,6757,-3,-3,-3,-3,-3,-3,-3,-3,-3,6540,6787,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"65","2014/04/01 22:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,771,-3,2649,-3,-3,-3,-3,-3,-3,-3,-3,-3,2715,2682,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"66","2014/04/01 22:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1502,-3,6161,-3,-3,-3,-3,-3,-3,-3,-3,-3,6862,6128,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"67","2014/04/01 22:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1257,-3,6325,-3,-3,-3,-3,-3,-3,-3,-3,-3,6619,6417,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"68","2014/04/01 23:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,810,-3,3117,-3,-3,-3,-3,-3,-3,-3,-3,-3,3152,3115,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"69","2014/04/01 23:08",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1587,-3,6157,-3,-3,-3,-3,-3,-3,-3,-3,-3,7087,6516,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"70","2014/04/01 23:13",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1469,-3,6508,-3,-3,-3,-3,-3,-3,-3,-3,-3,6254,6337,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"71","2014/04/01 23:18",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,894,-3,3341,-3,-3,-3,-3,-3,-3,-3,-3,-3,3237,3310,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"72","2014/04/01 23:23",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2095,-3,9860,-3,-3,-3,-3,-3,-3,-3,-3,-3,9104,9754,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"73","2014/04/01 23:28",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,2379,-3,9746,-3,-3,-3,-3,-3,-3,-3,-3,-3,10130,9828,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"74","2014/04/01 23:33",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,947,-3,3039,-3,-3,-3,-3,-3,-3,-3,-3,-3,3420,2988,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"75","2014/04/01 23:38",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1715,-3,7095,-3,-3,-3,-3,-3,-3,-3,-3,-3,6443,7117,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"76","2014/04/01 23:43",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1414,-3,6860,-3,-3,-3,-3,-3,-3,-3,-3,-3,5848,6867,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"77","2014/04/01 23:48",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,876,-3,2778,-3,-3,-3,-3,-3,-3,-3,-3,-3,2950,2761,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"78","2014/04/01 23:53",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1519,-3,6454,-3,-3,-3,-3,-3,-3,-3,-3,-3,6811,6334,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"79","2014/04/01 23:58",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,1436,-3,6811,-3,-3,-3,-3,-3,-3,-3,-3,-3,6206,7339,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
"80","2014/04/02 00:03",-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3,782,-3,2780,-3,-3,-3,-3,-3,-3,-3,-3,-3,2830,2656,-3,-3,-3,-3,-3,-3,-3,-3,-3,-3
