LDEV_Response21.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:21:00X(X743-1)","00:21:01X(X744-1)","00:21:02X(X745-1)","00:21:03X(X746-1)","00:21:04X(X747-1)","00:21:05X(X767-1)","00:21:06X(X820-1)","00:21:07X(X821-1)","00:21:08X(X822-1)","00:21:09X(X823-1)","00:21:0AX(X824-1)","00:21:0BX(X825-1)","00:21:0CX(X826-1)","00:21:0DX(X827-1)","00:21:0EX(X828-1)","00:21:0FX(X829-1)","00:21:10X(X830-1)","00:21:11X(X831-1)","00:21:12X(X832-1)","00:21:13X(X833-1)","00:21:14X(X834-1)","00:21:15X(X838-1)","00:21:16X(X839-1)","00:21:17X(X840-1)","00:21:18X(X841-1)","00:21:19X(X842-1)","00:21:1AX(X843-1)","00:21:1BX(X844-1)","00:21:1CX(X845-1)","00:21:1DX(X846-1)","00:21:1EX(X847-1)","00:21:1FX(X848-1)","00:21:20X(X849-1)","00:21:21X(X850-1)","00:21:22X(X851-1)"
"80","2014/04/02 00:03",2815,2822,2315,2451,1990,-3,1367,1446,884,1940,3703,2428,2747,2040,2708,3751,1481,3452,1612,2502,1474,3833,3281,2391,-3,1395,1942,2134,1430,554,3223,-3,-3,-3,5430
"81","2014/04/02 00:08",2703,1661,1945,3071,2152,1325,2664,1834,844,3466,2680,2734,4092,1129,2752,2334,2602,1508,1691,2642,1926,3133,4452,2801,2353,1999,1927,1971,1644,454,3277,-3,-3,-3,6205
"82","2014/04/02 00:13",1624,1468,2142,1715,2033,-3,1119,945,1014,1440,1770,1855,1678,1511,2325,1692,1670,2087,1051,2208,1369,2551,1902,1676,-3,1562,1338,1707,647,534,2536,-3,-3,-3,5543
"83","2014/04/02 00:18",1361,860,885,-3,1338,-3,748,719,641,641,851,1002,1101,776,1097,979,1107,1198,892,1408,696,1243,1668,1189,-3,991,705,971,654,541,2551,-3,-3,-3,6673
"84","2014/04/02 00:23",1777,992,980,908,1104,-3,1030,878,600,886,990,1169,2169,1087,1294,1331,1184,1222,837,1202,1019,1289,1767,1152,1595,758,950,1214,773,471,2520,-3,-3,-3,6617
"85","2014/04/02 00:28",1200,1018,1253,818,1136,-3,990,721,766,740,1313,1127,862,1241,1397,790,691,922,929,894,693,938,1668,1034,-3,754,721,729,789,484,3284,-3,-3,-3,5145
"86","2014/04/02 00:33",1855,873,936,1498,937,-3,716,665,626,984,1048,1175,1693,1344,1464,1374,1048,1260,799,870,847,998,1787,1113,1144,772,871,899,655,427,3224,-3,-3,-3,6302
"87","2014/04/02 00:38",2210,1668,2025,1642,2243,1703,1308,1201,999,1909,2467,2368,2496,1779,2445,2400,1772,2176,1236,1279,1672,2137,2491,2533,1696,1605,1913,2139,1560,607,3906,-3,-3,-3,7454
"88","2014/04/02 00:43",1502,1664,1674,1562,1435,-3,684,648,642,1281,1839,1064,1344,1452,1638,1743,764,2045,1242,1019,1084,1464,1680,1250,-3,887,742,1007,871,502,3440,-3,-3,-3,6963
"89","2014/04/02 00:48",1385,1376,1623,1747,1433,-3,970,785,670,1267,1878,1248,2685,1268,1413,2085,916,2184,1003,1299,1272,1785,1701,1372,-3,1073,985,1207,760,461,3263,-3,-3,-3,6149
"90","2014/04/02 00:53",1893,911,1454,1731,1416,-3,1126,1095,720,1466,1611,1435,1837,1863,1517,1435,1224,1491,1173,1231,882,1824,2883,1163,1981,1060,1008,1003,769,497,3054,-3,-3,-3,6400
"91","2014/04/02 00:58",2715,675,1138,1238,1522,-3,1176,971,797,1577,2008,1632,1370,2022,2130,1191,1615,1365,1062,1494,1036,2424,2399,1116,-3,1239,977,1212,766,441,2979,-3,-3,-3,5115
"92","2014/04/02 01:03",2014,988,1741,1242,1374,-3,810,942,617,1145,1601,1705,1785,2099,1902,1483,1879,1491,1045,1305,913,1194,2513,1141,1728,1394,1242,1771,866,560,2868,-3,-3,-3,6289
"93","2014/04/02 01:08",1991,1772,1568,1594,1927,-3,1248,1662,1200,2252,2719,2393,2998,2147,1905,2047,3008,1500,1184,1905,1670,1699,3069,2359,1664,1690,1567,1409,1578,611,3193,-3,-3,-3,6537
"94","2014/04/02 01:13",1593,1133,1270,1422,1181,-3,1020,900,721,1590,1872,1620,1533,1621,1768,1535,1426,1418,859,1396,1160,1105,1948,1192,-3,1188,1016,1258,710,526,3184,-3,-3,-3,5375
"95","2014/04/02 01:18",2701,2123,2280,2136,1805,-3,1548,1700,1319,2033,2849,3526,2924,2018,2734,2835,2546,1975,1601,2598,2330,1789,2246,2638,-3,2021,1433,2174,1220,640,4069,-3,-3,-3,5800
"96","2014/04/02 01:23",1909,1144,1843,1824,1547,-3,1078,939,783,1335,1574,2428,-3,1488,1720,1371,1200,1423,1122,1711,1276,1446,2513,1392,-3,1194,1228,1587,782,510,3631,-3,-3,-3,5936
