LDEV_Rnd_Write_Hit_X33-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:02:F9 X"
"1","2014/04/01 17:28",76
"2","2014/04/01 17:33",76
"3","2014/04/01 17:38",70
"4","2014/04/01 17:43",80
"5","2014/04/01 17:48",76
"6","2014/04/01 17:53",81
"7","2014/04/01 17:58",81
"8","2014/04/01 18:03",87
"9","2014/04/01 18:08",73
"10","2014/04/01 18:13",83
"11","2014/04/01 18:18",78
"12","2014/04/01 18:23",86
"13","2014/04/01 18:28",72
"14","2014/04/01 18:33",80
"15","2014/04/01 18:38",71
"16","2014/04/01 18:43",91
"17","2014/04/01 18:48",80
"18","2014/04/01 18:53",85
"19","2014/04/01 18:58",74
"20","2014/04/01 19:03",91
"21","2014/04/01 19:08",75
"22","2014/04/01 19:13",74
"23","2014/04/01 19:18",78
"24","2014/04/01 19:23",77
"25","2014/04/01 19:28",76
"26","2014/04/01 19:33",75
"27","2014/04/01 19:38",76
"28","2014/04/01 19:43",69
"29","2014/04/01 19:48",73
"30","2014/04/01 19:53",65
"31","2014/04/01 19:58",75
"32","2014/04/01 20:03",79
"33","2014/04/01 20:08",76
"34","2014/04/01 20:13",70
"35","2014/04/01 20:18",81
"36","2014/04/01 20:23",75
"37","2014/04/01 20:28",79
"38","2014/04/01 20:33",78
"39","2014/04/01 20:38",77
"40","2014/04/01 20:43",80
"41","2014/04/01 20:48",90
"42","2014/04/01 20:53",78
"43","2014/04/01 20:58",85
"44","2014/04/01 21:03",88
"45","2014/04/01 21:08",81
"46","2014/04/01 21:13",90
"47","2014/04/01 21:18",73
"48","2014/04/01 21:23",68
"49","2014/04/01 21:28",68
"50","2014/04/01 21:33",79
"51","2014/04/01 21:38",90
"52","2014/04/01 21:43",81
"53","2014/04/01 21:48",80
"54","2014/04/01 21:53",80
"55","2014/04/01 21:58",63
"56","2014/04/01 22:03",80
"57","2014/04/01 22:08",48
"58","2014/04/01 22:13",63
"59","2014/04/01 22:18",97
"60","2014/04/01 22:23",69
"61","2014/04/01 22:28",71
"62","2014/04/01 22:33",86
"63","2014/04/01 22:38",67
"64","2014/04/01 22:43",84
"65","2014/04/01 22:48",39
"66","2014/04/01 22:53",80
"67","2014/04/01 22:58",60
"68","2014/04/01 23:03",66
"69","2014/04/01 23:08",55
"70","2014/04/01 23:13",0
"71","2014/04/01 23:18",68
"72","2014/04/01 23:23",0
"73","2014/04/01 23:28",76
"74","2014/04/01 23:33",60
"75","2014/04/01 23:38",33
"76","2014/04/01 23:43",0
"77","2014/04/01 23:48",70
"78","2014/04/01 23:53",59
"79","2014/04/01 23:58",58
"80","2014/04/02 00:03",56
"81","2014/04/02 00:08",51
"82","2014/04/02 00:13",69
"83","2014/04/02 00:18",70
"84","2014/04/02 00:23",58
"85","2014/04/02 00:28",40
"86","2014/04/02 00:33",0
"87","2014/04/02 00:38",0
"88","2014/04/02 00:43",66
"89","2014/04/02 00:48",33
"90","2014/04/02 00:53",60
"91","2014/04/02 00:58",57
"92","2014/04/02 01:03",63
"93","2014/04/02 01:08",78
"94","2014/04/02 01:13",83
"95","2014/04/02 01:18",62
"96","2014/04/02 01:23",50
