LDEV_Rnd_Write_Hit_X835-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:2C:58 X"
"1","2014/04/01 17:28",93
"2","2014/04/01 17:33",96
"3","2014/04/01 17:38",94
"4","2014/04/01 17:43",97
"5","2014/04/01 17:48",93
"6","2014/04/01 17:53",97
"7","2014/04/01 17:58",96
"8","2014/04/01 18:03",96
"9","2014/04/01 18:08",90
"10","2014/04/01 18:13",98
"11","2014/04/01 18:18",95
"12","2014/04/01 18:23",95
"13","2014/04/01 18:28",93
"14","2014/04/01 18:33",96
"15","2014/04/01 18:38",93
"16","2014/04/01 18:43",96
"17","2014/04/01 18:48",94
"18","2014/04/01 18:53",96
"19","2014/04/01 18:58",94
"20","2014/04/01 19:03",92
"21","2014/04/01 19:08",90
"22","2014/04/01 19:13",97
"23","2014/04/01 19:18",94
"24","2014/04/01 19:23",94
"25","2014/04/01 19:28",91
"26","2014/04/01 19:33",93
"27","2014/04/01 19:38",93
"28","2014/04/01 19:43",73
"29","2014/04/01 19:48",87
"30","2014/04/01 19:53",91
"31","2014/04/01 19:58",92
"32","2014/04/01 20:03",92
"33","2014/04/01 20:08",92
"34","2014/04/01 20:13",95
"35","2014/04/01 20:18",89
"36","2014/04/01 20:23",97
"37","2014/04/01 20:28",93
"38","2014/04/01 20:33",94
"39","2014/04/01 20:38",93
"40","2014/04/01 20:43",96
"41","2014/04/01 20:48",92
"42","2014/04/01 20:53",95
"43","2014/04/01 20:58",95
"44","2014/04/01 21:03",93
"45","2014/04/01 21:08",88
"46","2014/04/01 21:13",96
"47","2014/04/01 21:18",92
"48","2014/04/01 21:23",94
"49","2014/04/01 21:28",89
"50","2014/04/01 21:33",90
"51","2014/04/01 21:38",93
"52","2014/04/01 21:43",94
"53","2014/04/01 21:48",91
"54","2014/04/01 21:53",95
"55","2014/04/01 21:58",90
"56","2014/04/01 22:03",92
"57","2014/04/01 22:08",85
"58","2014/04/01 22:13",93
"59","2014/04/01 22:18",91
"60","2014/04/01 22:23",95
"61","2014/04/01 22:28",89
"62","2014/04/01 22:33",90
"63","2014/04/01 22:38",86
"64","2014/04/01 22:43",87
"65","2014/04/01 22:48",90
"66","2014/04/01 22:53",89
"67","2014/04/01 22:58",84
"68","2014/04/01 23:03",78
"69","2014/04/01 23:08",67
"70","2014/04/01 23:13",79
"71","2014/04/01 23:18",81
"72","2014/04/01 23:23",88
"73","2014/04/01 23:28",85
"74","2014/04/01 23:33",87
"75","2014/04/01 23:38",80
"76","2014/04/01 23:43",84
"77","2014/04/01 23:48",79
"78","2014/04/01 23:53",83
"79","2014/04/01 23:58",80
"80","2014/04/02 00:03",86
"81","2014/04/02 00:08",81
"82","2014/04/02 00:13",88
"83","2014/04/02 00:18",90
"84","2014/04/02 00:23",90
"85","2014/04/02 00:28",89
"86","2014/04/02 00:33",91
"87","2014/04/02 00:38",92
"88","2014/04/02 00:43",93
"89","2014/04/02 00:48",89
"90","2014/04/02 00:53",92
"91","2014/04/02 00:58",91
"92","2014/04/02 01:03",89
"93","2014/04/02 01:08",85
"94","2014/04/02 01:13",94
"95","2014/04/02 01:18",85
"96","2014/04/02 01:23",90
