LDEV_Rnd_Write_Hit_X81-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:16:0F X"
"1","2014/04/01 17:28",97
"2","2014/04/01 17:33",99
"3","2014/04/01 17:38",97
"4","2014/04/01 17:43",97
"5","2014/04/01 17:48",97
"6","2014/04/01 17:53",98
"7","2014/04/01 17:58",99
"8","2014/04/01 18:03",98
"9","2014/04/01 18:08",87
"10","2014/04/01 18:13",97
"11","2014/04/01 18:18",97
"12","2014/04/01 18:23",94
"13","2014/04/01 18:28",95
"14","2014/04/01 18:33",98
"15","2014/04/01 18:38",92
"16","2014/04/01 18:43",96
"17","2014/04/01 18:48",90
"18","2014/04/01 18:53",96
"19","2014/04/01 18:58",94
"20","2014/04/01 19:03",92
"21","2014/04/01 19:08",95
"22","2014/04/01 19:13",97
"23","2014/04/01 19:18",97
"24","2014/04/01 19:23",98
"25","2014/04/01 19:28",93
"26","2014/04/01 19:33",95
"27","2014/04/01 19:38",99
"28","2014/04/01 19:43",94
"29","2014/04/01 19:48",97
"30","2014/04/01 19:53",97
"31","2014/04/01 19:58",96
"32","2014/04/01 20:03",94
"33","2014/04/01 20:08",100
"34","2014/04/01 20:13",97
"35","2014/04/01 20:18",99
"36","2014/04/01 20:23",94
"37","2014/04/01 20:28",99
"38","2014/04/01 20:33",96
"39","2014/04/01 20:38",97
"40","2014/04/01 20:43",94
"41","2014/04/01 20:48",95
"42","2014/04/01 20:53",98
"43","2014/04/01 20:58",97
"44","2014/04/01 21:03",100
"45","2014/04/01 21:08",98
"46","2014/04/01 21:13",97
"47","2014/04/01 21:18",98
"48","2014/04/01 21:23",94
"49","2014/04/01 21:28",99
"50","2014/04/01 21:33",99
"51","2014/04/01 21:38",98
"52","2014/04/01 21:43",100
"53","2014/04/01 21:48",100
"54","2014/04/01 21:53",100
"55","2014/04/01 21:58",99
"56","2014/04/01 22:03",83
"57","2014/04/01 22:08",99
"58","2014/04/01 22:13",96
"59","2014/04/01 22:18",99
"60","2014/04/01 22:23",93
"61","2014/04/01 22:28",98
"62","2014/04/01 22:33",96
"63","2014/04/01 22:38",98
"64","2014/04/01 22:43",98
"65","2014/04/01 22:48",96
"66","2014/04/01 22:53",99
"67","2014/04/01 22:58",96
"68","2014/04/01 23:03",97
"69","2014/04/01 23:08",96
"70","2014/04/01 23:13",95
"71","2014/04/01 23:18",98
"72","2014/04/01 23:23",79
"73","2014/04/01 23:28",95
"74","2014/04/01 23:33",96
"75","2014/04/01 23:38",97
"76","2014/04/01 23:43",96
"77","2014/04/01 23:48",80
"78","2014/04/01 23:53",87
"79","2014/04/01 23:58",93
"80","2014/04/02 00:03",93
"81","2014/04/02 00:08",94
"82","2014/04/02 00:13",95
"83","2014/04/02 00:18",96
"84","2014/04/02 00:23",96
"85","2014/04/02 00:28",97
"86","2014/04/02 00:33",99
"87","2014/04/02 00:38",98
"88","2014/04/02 00:43",98
"89","2014/04/02 00:48",99
"90","2014/04/02 00:53",98
"91","2014/04/02 00:58",78
"92","2014/04/02 01:03",85
"93","2014/04/02 01:08",97
"94","2014/04/02 01:13",99
"95","2014/04/02 01:18",98
"96","2014/04/02 01:23",98
