LDEV_Rnd_Write_Hit_X82-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:05:2B X"
"1","2014/04/01 17:28",92
"2","2014/04/01 17:33",97
"3","2014/04/01 17:38",94
"4","2014/04/01 17:43",72
"5","2014/04/01 17:48",94
"6","2014/04/01 17:53",92
"7","2014/04/01 17:58",80
"8","2014/04/01 18:03",92
"9","2014/04/01 18:08",64
"10","2014/04/01 18:13",83
"11","2014/04/01 18:18",93
"12","2014/04/01 18:23",86
"13","2014/04/01 18:28",74
"14","2014/04/01 18:33",90
"15","2014/04/01 18:38",84
"16","2014/04/01 18:43",75
"17","2014/04/01 18:48",80
"18","2014/04/01 18:53",76
"19","2014/04/01 18:58",85
"20","2014/04/01 19:03",90
"21","2014/04/01 19:08",61
"22","2014/04/01 19:13",83
"23","2014/04/01 19:18",62
"24","2014/04/01 19:23",85
"25","2014/04/01 19:28",92
"26","2014/04/01 19:33",84
"27","2014/04/01 19:38",80
"28","2014/04/01 19:43",74
"29","2014/04/01 19:48",92
"30","2014/04/01 19:53",80
"31","2014/04/01 19:58",92
"32","2014/04/01 20:03",90
"33","2014/04/01 20:08",58
"34","2014/04/01 20:13",84
"35","2014/04/01 20:18",83
"36","2014/04/01 20:23",92
"37","2014/04/01 20:28",98
"38","2014/04/01 20:33",82
"39","2014/04/01 20:38",91
"40","2014/04/01 20:43",92
"41","2014/04/01 20:48",92
"42","2014/04/01 20:53",89
"43","2014/04/01 20:58",82
"44","2014/04/01 21:03",90
"45","2014/04/01 21:08",72
"46","2014/04/01 21:13",93
"47","2014/04/01 21:18",86
"48","2014/04/01 21:23",93
"49","2014/04/01 21:28",96
"50","2014/04/01 21:33",90
"51","2014/04/01 21:38",90
"52","2014/04/01 21:43",96
"53","2014/04/01 21:48",91
"54","2014/04/01 21:53",92
"55","2014/04/01 21:58",89
"56","2014/04/01 22:03",91
"57","2014/04/01 22:08",64
"58","2014/04/01 22:13",91
"59","2014/04/01 22:18",94
"60","2014/04/01 22:23",89
"61","2014/04/01 22:28",89
"62","2014/04/01 22:33",83
"63","2014/04/01 22:38",83
"64","2014/04/01 22:43",98
"65","2014/04/01 22:48",89
"66","2014/04/01 22:53",91
"67","2014/04/01 22:58",84
"68","2014/04/01 23:03",89
"69","2014/04/01 23:08",87
"70","2014/04/01 23:13",99
"71","2014/04/01 23:18",96
"72","2014/04/01 23:23",96
"73","2014/04/01 23:28",65
"74","2014/04/01 23:33",84
"75","2014/04/01 23:38",84
"76","2014/04/01 23:43",67
"77","2014/04/01 23:48",91
"78","2014/04/01 23:53",90
"79","2014/04/01 23:58",84
"80","2014/04/02 00:03",91
"81","2014/04/02 00:08",53
"82","2014/04/02 00:13",75
"83","2014/04/02 00:18",85
"84","2014/04/02 00:23",75
"85","2014/04/02 00:28",77
"86","2014/04/02 00:33",54
"87","2014/04/02 00:38",79
"88","2014/04/02 00:43",72
"89","2014/04/02 00:48",75
"90","2014/04/02 00:53",81
"91","2014/04/02 00:58",75
"92","2014/04/02 01:03",90
"93","2014/04/02 01:08",52
"94","2014/04/02 01:13",76
"95","2014/04/02 01:18",83
"96","2014/04/02 01:23",70
