LDEV_Rnd_Write_Hit_X645-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:3C X"
"1","2014/04/01 17:28",36
"2","2014/04/01 17:33",61
"3","2014/04/01 17:38",66
"4","2014/04/01 17:43",60
"5","2014/04/01 17:48",76
"6","2014/04/01 17:53",97
"7","2014/04/01 17:58",97
"8","2014/04/01 18:03",95
"9","2014/04/01 18:08",41
"10","2014/04/01 18:13",64
"11","2014/04/01 18:18",88
"12","2014/04/01 18:23",82
"13","2014/04/01 18:28",77
"14","2014/04/01 18:33",72
"15","2014/04/01 18:38",81
"16","2014/04/01 18:43",73
"17","2014/04/01 18:48",80
"18","2014/04/01 18:53",79
"19","2014/04/01 18:58",79
"20","2014/04/01 19:03",43
"21","2014/04/01 19:08",48
"22","2014/04/01 19:13",55
"23","2014/04/01 19:18",54
"24","2014/04/01 19:23",55
"25","2014/04/01 19:28",94
"26","2014/04/01 19:33",82
"27","2014/04/01 19:38",63
"28","2014/04/01 19:43",23
"29","2014/04/01 19:48",60
"30","2014/04/01 19:53",30
"31","2014/04/01 19:58",60
"32","2014/04/01 20:03",54
"33","2014/04/01 20:08",44
"34","2014/04/01 20:13",34
"35","2014/04/01 20:18",40
"36","2014/04/01 20:23",42
"37","2014/04/01 20:28",51
"38","2014/04/01 20:33",48
"39","2014/04/01 20:38",66
"40","2014/04/01 20:43",53
"41","2014/04/01 20:48",85
"42","2014/04/01 20:53",94
"43","2014/04/01 20:58",95
"44","2014/04/01 21:03",32
"45","2014/04/01 21:08",30
"46","2014/04/01 21:13",12
"47","2014/04/01 21:18",17
"48","2014/04/01 21:23",13
"49","2014/04/01 21:28",12
"50","2014/04/01 21:33",24
"51","2014/04/01 21:38",64
"52","2014/04/01 21:43",61
"53","2014/04/01 21:48",63
"54","2014/04/01 21:53",68
"55","2014/04/01 21:58",61
"56","2014/04/01 22:03",94
"57","2014/04/01 22:08",49
"58","2014/04/01 22:13",63
"59","2014/04/01 22:18",58
"60","2014/04/01 22:23",47
"61","2014/04/01 22:28",77
"62","2014/04/01 22:33",63
"63","2014/04/01 22:38",47
"64","2014/04/01 22:43",39
"65","2014/04/01 22:48",32
"66","2014/04/01 22:53",54
"67","2014/04/01 22:58",41
"68","2014/04/01 23:03",77
"69","2014/04/01 23:08",60
"70","2014/04/01 23:13",81
"71","2014/04/01 23:18",81
"72","2014/04/01 23:23",82
"73","2014/04/01 23:28",79
"74","2014/04/01 23:33",83
"75","2014/04/01 23:38",87
"76","2014/04/01 23:43",86
"77","2014/04/01 23:48",77
"78","2014/04/01 23:53",79
"79","2014/04/01 23:58",84
"80","2014/04/02 00:03",79
"81","2014/04/02 00:08",74
"82","2014/04/02 00:13",83
"83","2014/04/02 00:18",84
"84","2014/04/02 00:23",75
"85","2014/04/02 00:28",81
"86","2014/04/02 00:33",80
"87","2014/04/02 00:38",79
"88","2014/04/02 00:43",81
"89","2014/04/02 00:48",81
"90","2014/04/02 00:53",86
"91","2014/04/02 00:58",60
"92","2014/04/02 01:03",57
"93","2014/04/02 01:08",52
"94","2014/04/02 01:13",59
"95","2014/04/02 01:18",41
"96","2014/04/02 01:23",54
