LDEV_Rnd_Write_Hit_X31-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:40:1E X"
"1","2014/04/01 17:28",76
"2","2014/04/01 17:33",76
"3","2014/04/01 17:38",73
"4","2014/04/01 17:43",73
"5","2014/04/01 17:48",75
"6","2014/04/01 17:53",74
"7","2014/04/01 17:58",79
"8","2014/04/01 18:03",76
"9","2014/04/01 18:08",72
"10","2014/04/01 18:13",83
"11","2014/04/01 18:18",79
"12","2014/04/01 18:23",74
"13","2014/04/01 18:28",73
"14","2014/04/01 18:33",77
"15","2014/04/01 18:38",77
"16","2014/04/01 18:43",74
"17","2014/04/01 18:48",76
"18","2014/04/01 18:53",75
"19","2014/04/01 18:58",78
"20","2014/04/01 19:03",71
"21","2014/04/01 19:08",72
"22","2014/04/01 19:13",78
"23","2014/04/01 19:18",79
"24","2014/04/01 19:23",72
"25","2014/04/01 19:28",75
"26","2014/04/01 19:33",76
"27","2014/04/01 19:38",71
"28","2014/04/01 19:43",74
"29","2014/04/01 19:48",72
"30","2014/04/01 19:53",71
"31","2014/04/01 19:58",72
"32","2014/04/01 20:03",79
"33","2014/04/01 20:08",75
"34","2014/04/01 20:13",77
"35","2014/04/01 20:18",77
"36","2014/04/01 20:23",76
"37","2014/04/01 20:28",73
"38","2014/04/01 20:33",75
"39","2014/04/01 20:38",76
"40","2014/04/01 20:43",77
"41","2014/04/01 20:48",77
"42","2014/04/01 20:53",75
"43","2014/04/01 20:58",77
"44","2014/04/01 21:03",73
"45","2014/04/01 21:08",71
"46","2014/04/01 21:13",70
"47","2014/04/01 21:18",76
"48","2014/04/01 21:23",74
"49","2014/04/01 21:28",73
"50","2014/04/01 21:33",72
"51","2014/04/01 21:38",75
"52","2014/04/01 21:43",75
"53","2014/04/01 21:48",75
"54","2014/04/01 21:53",78
"55","2014/04/01 21:58",77
"56","2014/04/01 22:03",76
"57","2014/04/01 22:08",72
"58","2014/04/01 22:13",73
"59","2014/04/01 22:18",73
"60","2014/04/01 22:23",75
"61","2014/04/01 22:28",75
"62","2014/04/01 22:33",72
"63","2014/04/01 22:38",71
"64","2014/04/01 22:43",71
"65","2014/04/01 22:48",72
"66","2014/04/01 22:53",72
"67","2014/04/01 22:58",74
"68","2014/04/01 23:03",72
"69","2014/04/01 23:08",71
"70","2014/04/01 23:13",71
"71","2014/04/01 23:18",73
"72","2014/04/01 23:23",71
"73","2014/04/01 23:28",72
"74","2014/04/01 23:33",71
"75","2014/04/01 23:38",75
"76","2014/04/01 23:43",73
"77","2014/04/01 23:48",71
"78","2014/04/01 23:53",74
"79","2014/04/01 23:58",72
"80","2014/04/02 00:03",72
"81","2014/04/02 00:08",71
"82","2014/04/02 00:13",71
"83","2014/04/02 00:18",70
"84","2014/04/02 00:23",70
"85","2014/04/02 00:28",71
"86","2014/04/02 00:33",75
"87","2014/04/02 00:38",73
"88","2014/04/02 00:43",72
"89","2014/04/02 00:48",72
"90","2014/04/02 00:53",73
"91","2014/04/02 00:58",74
"92","2014/04/02 01:03",71
"93","2014/04/02 01:08",70
"94","2014/04/02 01:13",71
"95","2014/04/02 01:18",73
"96","2014/04/02 01:23",70
