LDEV_Rnd_Write_Hit_X417-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:32:6A X"
"1","2014/04/01 17:28",72
"2","2014/04/01 17:33",97
"3","2014/04/01 17:38",73
"4","2014/04/01 17:43",76
"5","2014/04/01 17:48",96
"6","2014/04/01 17:53",57
"7","2014/04/01 17:58",72
"8","2014/04/01 18:03",96
"9","2014/04/01 18:08",65
"10","2014/04/01 18:13",67
"11","2014/04/01 18:18",97
"12","2014/04/01 18:23",71
"13","2014/04/01 18:28",75
"14","2014/04/01 18:33",94
"15","2014/04/01 18:38",52
"16","2014/04/01 18:43",59
"17","2014/04/01 18:48",95
"18","2014/04/01 18:53",59
"19","2014/04/01 18:58",63
"20","2014/04/01 19:03",88
"21","2014/04/01 19:08",63
"22","2014/04/01 19:13",65
"23","2014/04/01 19:18",97
"24","2014/04/01 19:23",44
"25","2014/04/01 19:28",41
"26","2014/04/01 19:33",34
"27","2014/04/01 19:38",49
"28","2014/04/01 19:43",54
"29","2014/04/01 19:48",65
"30","2014/04/01 19:53",66
"31","2014/04/01 19:58",74
"32","2014/04/01 20:03",97
"33","2014/04/01 20:08",70
"34","2014/04/01 20:13",75
"35","2014/04/01 20:18",97
"36","2014/04/01 20:23",69
"37","2014/04/01 20:28",81
"38","2014/04/01 20:33",97
"39","2014/04/01 20:38",79
"40","2014/04/01 20:43",82
"41","2014/04/01 20:48",98
"42","2014/04/01 20:53",63
"43","2014/04/01 20:58",73
"44","2014/04/01 21:03",96
"45","2014/04/01 21:08",73
"46","2014/04/01 21:13",86
"47","2014/04/01 21:18",98
"48","2014/04/01 21:23",82
"49","2014/04/01 21:28",89
"50","2014/04/01 21:33",98
"51","2014/04/01 21:38",86
"52","2014/04/01 21:43",90
"53","2014/04/01 21:48",97
"54","2014/04/01 21:53",88
"55","2014/04/01 21:58",74
"56","2014/04/01 22:03",98
"57","2014/04/01 22:08",67
"58","2014/04/01 22:13",80
"59","2014/04/01 22:18",98
"60","2014/04/01 22:23",87
"61","2014/04/01 22:28",93
"62","2014/04/01 22:33",98
"63","2014/04/01 22:38",95
"64","2014/04/01 22:43",96
"65","2014/04/01 22:48",97
"66","2014/04/01 22:53",89
"67","2014/04/01 22:58",68
"68","2014/04/01 23:03",95
"69","2014/04/01 23:08",67
"70","2014/04/01 23:13",69
"71","2014/04/01 23:18",92
"72","2014/04/01 23:23",82
"73","2014/04/01 23:28",81
"74","2014/04/01 23:33",92
"75","2014/04/01 23:38",37
"76","2014/04/01 23:43",56
"77","2014/04/01 23:48",87
"78","2014/04/01 23:53",50
"79","2014/04/01 23:58",63
"80","2014/04/02 00:03",94
"81","2014/04/02 00:08",55
"82","2014/04/02 00:13",65
"83","2014/04/02 00:18",95
"84","2014/04/02 00:23",53
"85","2014/04/02 00:28",63
"86","2014/04/02 00:33",96
"87","2014/04/02 00:38",53
"88","2014/04/02 00:43",66
"89","2014/04/02 00:48",94
"90","2014/04/02 00:53",57
"91","2014/04/02 00:58",62
"92","2014/04/02 01:03",71
"93","2014/04/02 01:08",50
"94","2014/04/02 01:13",59
"95","2014/04/02 01:18",96
"96","2014/04/02 01:23",75
