LDEV_Rnd_Write_Hit_X83-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:05:2C X"
"1","2014/04/01 17:28",90
"2","2014/04/01 17:33",95
"3","2014/04/01 17:38",95
"4","2014/04/01 17:43",92
"5","2014/04/01 17:48",89
"6","2014/04/01 17:53",92
"7","2014/04/01 17:58",92
"8","2014/04/01 18:03",90
"9","2014/04/01 18:08",78
"10","2014/04/01 18:13",85
"11","2014/04/01 18:18",98
"12","2014/04/01 18:23",77
"13","2014/04/01 18:28",82
"14","2014/04/01 18:33",88
"15","2014/04/01 18:38",73
"16","2014/04/01 18:43",86
"17","2014/04/01 18:48",85
"18","2014/04/01 18:53",85
"19","2014/04/01 18:58",86
"20","2014/04/01 19:03",90
"21","2014/04/01 19:08",67
"22","2014/04/01 19:13",88
"23","2014/04/01 19:18",85
"24","2014/04/01 19:23",87
"25","2014/04/01 19:28",85
"26","2014/04/01 19:33",95
"27","2014/04/01 19:38",78
"28","2014/04/01 19:43",83
"29","2014/04/01 19:48",90
"30","2014/04/01 19:53",87
"31","2014/04/01 19:58",94
"32","2014/04/01 20:03",88
"33","2014/04/01 20:08",62
"34","2014/04/01 20:13",91
"35","2014/04/01 20:18",93
"36","2014/04/01 20:23",93
"37","2014/04/01 20:28",94
"38","2014/04/01 20:33",93
"39","2014/04/01 20:38",95
"40","2014/04/01 20:43",93
"41","2014/04/01 20:48",97
"42","2014/04/01 20:53",92
"43","2014/04/01 20:58",93
"44","2014/04/01 21:03",89
"45","2014/04/01 21:08",68
"46","2014/04/01 21:13",89
"47","2014/04/01 21:18",88
"48","2014/04/01 21:23",97
"49","2014/04/01 21:28",93
"50","2014/04/01 21:33",93
"51","2014/04/01 21:38",89
"52","2014/04/01 21:43",91
"53","2014/04/01 21:48",96
"54","2014/04/01 21:53",92
"55","2014/04/01 21:58",93
"56","2014/04/01 22:03",90
"57","2014/04/01 22:08",79
"58","2014/04/01 22:13",96
"59","2014/04/01 22:18",96
"60","2014/04/01 22:23",93
"61","2014/04/01 22:28",96
"62","2014/04/01 22:33",95
"63","2014/04/01 22:38",85
"64","2014/04/01 22:43",97
"65","2014/04/01 22:48",96
"66","2014/04/01 22:53",97
"67","2014/04/01 22:58",88
"68","2014/04/01 23:03",92
"69","2014/04/01 23:08",88
"70","2014/04/01 23:13",99
"71","2014/04/01 23:18",96
"72","2014/04/01 23:23",96
"73","2014/04/01 23:28",73
"74","2014/04/01 23:33",75
"75","2014/04/01 23:38",83
"76","2014/04/01 23:43",70
"77","2014/04/01 23:48",85
"78","2014/04/01 23:53",87
"79","2014/04/01 23:58",88
"80","2014/04/02 00:03",92
"81","2014/04/02 00:08",56
"82","2014/04/02 00:13",94
"83","2014/04/02 00:18",76
"84","2014/04/02 00:23",88
"85","2014/04/02 00:28",92
"86","2014/04/02 00:33",57
"87","2014/04/02 00:38",89
"88","2014/04/02 00:43",71
"89","2014/04/02 00:48",93
"90","2014/04/02 00:53",79
"91","2014/04/02 00:58",94
"92","2014/04/02 01:03",85
"93","2014/04/02 01:08",67
"94","2014/04/02 01:13",81
"95","2014/04/02 01:18",89
"96","2014/04/02 01:23",85
