LDEV_Rnd_Write_Hit_X698-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:2C X"
"1","2014/04/01 17:28",40
"2","2014/04/01 17:33",66
"3","2014/04/01 17:38",29
"4","2014/04/01 17:43",44
"5","2014/04/01 17:48",29
"6","2014/04/01 17:53",60
"7","2014/04/01 17:58",92
"8","2014/04/01 18:03",67
"9","2014/04/01 18:08",41
"10","2014/04/01 18:13",41
"11","2014/04/01 18:18",32
"12","2014/04/01 18:23",69
"13","2014/04/01 18:28",37
"14","2014/04/01 18:33",91
"15","2014/04/01 18:38",28
"16","2014/04/01 18:43",70
"17","2014/04/01 18:48",77
"18","2014/04/01 18:53",70
"19","2014/04/01 18:58",71
"20","2014/04/01 19:03",35
"21","2014/04/01 19:08",55
"22","2014/04/01 19:13",84
"23","2014/04/01 19:18",96
"24","2014/04/01 19:23",90
"25","2014/04/01 19:28",64
"26","2014/04/01 19:33",93
"27","2014/04/01 19:38",63
"28","2014/04/01 19:43",24
"29","2014/04/01 19:48",31
"30","2014/04/01 19:53",32
"31","2014/04/01 19:58",47
"32","2014/04/01 20:03",63
"33","2014/04/01 20:08",47
"34","2014/04/01 20:13",36
"35","2014/04/01 20:18",46
"36","2014/04/01 20:23",37
"37","2014/04/01 20:28",36
"38","2014/04/01 20:33",74
"39","2014/04/01 20:38",81
"40","2014/04/01 20:43",82
"41","2014/04/01 20:48",89
"42","2014/04/01 20:53",38
"43","2014/04/01 20:58",20
"44","2014/04/01 21:03",17
"45","2014/04/01 21:08",32
"46","2014/04/01 21:13",12
"47","2014/04/01 21:18",14
"48","2014/04/01 21:23",36
"49","2014/04/01 21:28",63
"50","2014/04/01 21:33",68
"51","2014/04/01 21:38",25
"52","2014/04/01 21:43",44
"53","2014/04/01 21:48",34
"54","2014/04/01 21:53",36
"55","2014/04/01 21:58",42
"56","2014/04/01 22:03",90
"57","2014/04/01 22:08",47
"58","2014/04/01 22:13",41
"59","2014/04/01 22:18",44
"60","2014/04/01 22:23",43
"61","2014/04/01 22:28",85
"62","2014/04/01 22:33",89
"63","2014/04/01 22:38",48
"64","2014/04/01 22:43",73
"65","2014/04/01 22:48",91
"66","2014/04/01 22:53",43
"67","2014/04/01 22:58",46
"68","2014/04/01 23:03",71
"69","2014/04/01 23:08",72
"70","2014/04/01 23:13",76
"71","2014/04/01 23:18",78
"72","2014/04/01 23:23",80
"73","2014/04/01 23:28",80
"74","2014/04/01 23:33",81
"75","2014/04/01 23:38",80
"76","2014/04/01 23:43",86
"77","2014/04/01 23:48",77
"78","2014/04/01 23:53",78
"79","2014/04/01 23:58",78
"80","2014/04/02 00:03",79
"81","2014/04/02 00:08",75
"82","2014/04/02 00:13",85
"83","2014/04/02 00:18",81
"84","2014/04/02 00:23",80
"85","2014/04/02 00:28",80
"86","2014/04/02 00:33",82
"87","2014/04/02 00:38",80
"88","2014/04/02 00:43",80
"89","2014/04/02 00:48",76
"90","2014/04/02 00:53",83
"91","2014/04/02 00:58",76
"92","2014/04/02 01:03",50
"93","2014/04/02 01:08",49
"94","2014/04/02 01:13",80
"95","2014/04/02 01:18",63
"96","2014/04/02 01:23",62
