LDEV_Rnd_Write_Hit_X617-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C8:7F X"
"1","2014/04/01 17:28",92
"2","2014/04/01 17:33",95
"3","2014/04/01 17:38",94
"4","2014/04/01 17:43",90
"5","2014/04/01 17:48",51
"6","2014/04/01 17:53",48
"7","2014/04/01 17:58",78
"8","2014/04/01 18:03",76
"9","2014/04/01 18:08",41
"10","2014/04/01 18:13",78
"11","2014/04/01 18:18",55
"12","2014/04/01 18:23",39
"13","2014/04/01 18:28",76
"14","2014/04/01 18:33",87
"15","2014/04/01 18:38",46
"16","2014/04/01 18:43",78
"17","2014/04/01 18:48",81
"18","2014/04/01 18:53",66
"19","2014/04/01 18:58",84
"20","2014/04/01 19:03",64
"21","2014/04/01 19:08",41
"22","2014/04/01 19:13",76
"23","2014/04/01 19:18",51
"24","2014/04/01 19:23",56
"25","2014/04/01 19:28",80
"26","2014/04/01 19:33",84
"27","2014/04/01 19:38",57
"28","2014/04/01 19:43",22
"29","2014/04/01 19:48",29
"30","2014/04/01 19:53",27
"31","2014/04/01 19:58",58
"32","2014/04/01 20:03",86
"33","2014/04/01 20:08",39
"34","2014/04/01 20:13",60
"35","2014/04/01 20:18",48
"36","2014/04/01 20:23",60
"37","2014/04/01 20:28",78
"38","2014/04/01 20:33",77
"39","2014/04/01 20:38",45
"40","2014/04/01 20:43",86
"41","2014/04/01 20:48",43
"42","2014/04/01 20:53",64
"43","2014/04/01 20:58",72
"44","2014/04/01 21:03",50
"45","2014/04/01 21:08",34
"46","2014/04/01 21:13",28
"47","2014/04/01 21:18",77
"48","2014/04/01 21:23",58
"49","2014/04/01 21:28",20
"50","2014/04/01 21:33",66
"51","2014/04/01 21:38",97
"52","2014/04/01 21:43",84
"53","2014/04/01 21:48",53
"54","2014/04/01 21:53",46
"55","2014/04/01 21:58",83
"56","2014/04/01 22:03",82
"57","2014/04/01 22:08",54
"58","2014/04/01 22:13",85
"59","2014/04/01 22:18",82
"60","2014/04/01 22:23",79
"61","2014/04/01 22:28",84
"62","2014/04/01 22:33",90
"63","2014/04/01 22:38",89
"64","2014/04/01 22:43",70
"65","2014/04/01 22:48",40
"66","2014/04/01 22:53",78
"67","2014/04/01 22:58",55
"68","2014/04/01 23:03",75
"69","2014/04/01 23:08",70
"70","2014/04/01 23:13",77
"71","2014/04/01 23:18",76
"72","2014/04/01 23:23",82
"73","2014/04/01 23:28",81
"74","2014/04/01 23:33",75
"75","2014/04/01 23:38",80
"76","2014/04/01 23:43",83
"77","2014/04/01 23:48",75
"78","2014/04/01 23:53",73
"79","2014/04/01 23:58",79
"80","2014/04/02 00:03",74
"81","2014/04/02 00:08",76
"82","2014/04/02 00:13",83
"83","2014/04/02 00:18",82
"84","2014/04/02 00:23",77
"85","2014/04/02 00:28",82
"86","2014/04/02 00:33",79
"87","2014/04/02 00:38",80
"88","2014/04/02 00:43",77
"89","2014/04/02 00:48",73
"90","2014/04/02 00:53",84
"91","2014/04/02 00:58",55
"92","2014/04/02 01:03",88
"93","2014/04/02 01:08",47
"94","2014/04/02 01:13",82
"95","2014/04/02 01:18",75
"96","2014/04/02 01:23",78
