LDEV_Rnd_Write_Hit_X584-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:0C:0B X"
"1","2014/04/01 17:28",30
"2","2014/04/01 17:33",64
"3","2014/04/01 17:38",45
"4","2014/04/01 17:43",50
"5","2014/04/01 17:48",56
"6","2014/04/01 17:53",63
"7","2014/04/01 17:58",47
"8","2014/04/01 18:03",64
"9","2014/04/01 18:08",45
"10","2014/04/01 18:13",41
"11","2014/04/01 18:18",45
"12","2014/04/01 18:23",33
"13","2014/04/01 18:28",36
"14","2014/04/01 18:33",84
"15","2014/04/01 18:38",37
"16","2014/04/01 18:43",51
"17","2014/04/01 18:48",29
"18","2014/04/01 18:53",50
"19","2014/04/01 18:58",73
"20","2014/04/01 19:03",74
"21","2014/04/01 19:08",55
"22","2014/04/01 19:13",43
"23","2014/04/01 19:18",52
"24","2014/04/01 19:23",36
"25","2014/04/01 19:28",40
"26","2014/04/01 19:33",79
"27","2014/04/01 19:38",54
"28","2014/04/01 19:43",21
"29","2014/04/01 19:48",34
"30","2014/04/01 19:53",28
"31","2014/04/01 19:58",77
"32","2014/04/01 20:03",31
"33","2014/04/01 20:08",40
"34","2014/04/01 20:13",49
"35","2014/04/01 20:18",37
"36","2014/04/01 20:23",44
"37","2014/04/01 20:28",42
"38","2014/04/01 20:33",36
"39","2014/04/01 20:38",45
"40","2014/04/01 20:43",37
"41","2014/04/01 20:48",34
"42","2014/04/01 20:53",36
"43","2014/04/01 20:58",39
"44","2014/04/01 21:03",25
"45","2014/04/01 21:08",34
"46","2014/04/01 21:13",12
"47","2014/04/01 21:18",21
"48","2014/04/01 21:23",5
"49","2014/04/01 21:28",6
"50","2014/04/01 21:33",8
"51","2014/04/01 21:38",29
"52","2014/04/01 21:43",55
"53","2014/04/01 21:48",46
"54","2014/04/01 21:53",45
"55","2014/04/01 21:58",45
"56","2014/04/01 22:03",87
"57","2014/04/01 22:08",54
"58","2014/04/01 22:13",61
"59","2014/04/01 22:18",48
"60","2014/04/01 22:23",41
"61","2014/04/01 22:28",84
"62","2014/04/01 22:33",60
"63","2014/04/01 22:38",37
"64","2014/04/01 22:43",46
"65","2014/04/01 22:48",43
"66","2014/04/01 22:53",37
"67","2014/04/01 22:58",31
"68","2014/04/01 23:03",73
"69","2014/04/01 23:08",70
"70","2014/04/01 23:13",78
"71","2014/04/01 23:18",88
"72","2014/04/01 23:23",83
"73","2014/04/01 23:28",83
"74","2014/04/01 23:33",87
"75","2014/04/01 23:38",81
"76","2014/04/01 23:43",85
"77","2014/04/01 23:48",76
"78","2014/04/01 23:53",77
"79","2014/04/01 23:58",80
"80","2014/04/02 00:03",71
"81","2014/04/02 00:08",73
"82","2014/04/02 00:13",84
"83","2014/04/02 00:18",81
"84","2014/04/02 00:23",75
"85","2014/04/02 00:28",81
"86","2014/04/02 00:33",78
"87","2014/04/02 00:38",80
"88","2014/04/02 00:43",79
"89","2014/04/02 00:48",78
"90","2014/04/02 00:53",86
"91","2014/04/02 00:58",55
"92","2014/04/02 01:03",53
"93","2014/04/02 01:08",47
"94","2014/04/02 01:13",52
"95","2014/04/02 01:18",40
"96","2014/04/02 01:23",65
