LDEV_Rnd_Write_Hit_X295-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:50:1C X"
"1","2014/04/01 17:28",90
"2","2014/04/01 17:33",86
"3","2014/04/01 17:38",83
"4","2014/04/01 17:43",90
"5","2014/04/01 17:48",89
"6","2014/04/01 17:53",89
"7","2014/04/01 17:58",92
"8","2014/04/01 18:03",89
"9","2014/04/01 18:08",66
"10","2014/04/01 18:13",94
"11","2014/04/01 18:18",94
"12","2014/04/01 18:23",96
"13","2014/04/01 18:28",95
"14","2014/04/01 18:33",88
"15","2014/04/01 18:38",86
"16","2014/04/01 18:43",93
"17","2014/04/01 18:48",89
"18","2014/04/01 18:53",92
"19","2014/04/01 18:58",90
"20","2014/04/01 19:03",90
"21","2014/04/01 19:08",64
"22","2014/04/01 19:13",95
"23","2014/04/01 19:18",96
"24","2014/04/01 19:23",88
"25","2014/04/01 19:28",95
"26","2014/04/01 19:33",97
"27","2014/04/01 19:38",85
"28","2014/04/01 19:43",94
"29","2014/04/01 19:48",92
"30","2014/04/01 19:53",88
"31","2014/04/01 19:58",93
"32","2014/04/01 20:03",91
"33","2014/04/01 20:08",71
"34","2014/04/01 20:13",92
"35","2014/04/01 20:18",91
"36","2014/04/01 20:23",93
"37","2014/04/01 20:28",93
"38","2014/04/01 20:33",95
"39","2014/04/01 20:38",91
"40","2014/04/01 20:43",94
"41","2014/04/01 20:48",93
"42","2014/04/01 20:53",91
"43","2014/04/01 20:58",92
"44","2014/04/01 21:03",90
"45","2014/04/01 21:08",69
"46","2014/04/01 21:13",95
"47","2014/04/01 21:18",92
"48","2014/04/01 21:23",86
"49","2014/04/01 21:28",88
"50","2014/04/01 21:33",90
"51","2014/04/01 21:38",89
"52","2014/04/01 21:43",92
"53","2014/04/01 21:48",92
"54","2014/04/01 21:53",90
"55","2014/04/01 21:58",92
"56","2014/04/01 22:03",95
"57","2014/04/01 22:08",74
"58","2014/04/01 22:13",89
"59","2014/04/01 22:18",88
"60","2014/04/01 22:23",85
"61","2014/04/01 22:28",79
"62","2014/04/01 22:33",92
"63","2014/04/01 22:38",66
"64","2014/04/01 22:43",70
"65","2014/04/01 22:48",82
"66","2014/04/01 22:53",84
"67","2014/04/01 22:58",84
"68","2014/04/01 23:03",81
"69","2014/04/01 23:08",78
"70","2014/04/01 23:13",80
"71","2014/04/01 23:18",82
"72","2014/04/01 23:23",80
"73","2014/04/01 23:28",84
"74","2014/04/01 23:33",81
"75","2014/04/01 23:38",83
"76","2014/04/01 23:43",81
"77","2014/04/01 23:48",83
"78","2014/04/01 23:53",79
"79","2014/04/01 23:58",82
"80","2014/04/02 00:03",72
"81","2014/04/02 00:08",73
"82","2014/04/02 00:13",77
"83","2014/04/02 00:18",69
"84","2014/04/02 00:23",70
"85","2014/04/02 00:28",75
"86","2014/04/02 00:33",73
"87","2014/04/02 00:38",74
"88","2014/04/02 00:43",90
"89","2014/04/02 00:48",69
"90","2014/04/02 00:53",68
"91","2014/04/02 00:58",74
"92","2014/04/02 01:03",79
"93","2014/04/02 01:08",63
"94","2014/04/02 01:13",77
"95","2014/04/02 01:18",91
"96","2014/04/02 01:23",78
