LDEV_Rnd_Write_Hit_X490-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:01:DB X"
"1","2014/04/01 17:28",45
"2","2014/04/01 17:33",82
"3","2014/04/01 17:38",31
"4","2014/04/01 17:43",32
"5","2014/04/01 17:48",60
"6","2014/04/01 17:53",56
"7","2014/04/01 17:58",55
"8","2014/04/01 18:03",52
"9","2014/04/01 18:08",51
"10","2014/04/01 18:13",53
"11","2014/04/01 18:18",40
"12","2014/04/01 18:23",64
"13","2014/04/01 18:28",42
"14","2014/04/01 18:33",76
"15","2014/04/01 18:38",88
"16","2014/04/01 18:43",92
"17","2014/04/01 18:48",92
"18","2014/04/01 18:53",90
"19","2014/04/01 18:58",38
"20","2014/04/01 19:03",85
"21","2014/04/01 19:08",77
"22","2014/04/01 19:13",60
"23","2014/04/01 19:18",71
"24","2014/04/01 19:23",70
"25","2014/04/01 19:28",58
"26","2014/04/01 19:33",60
"27","2014/04/01 19:38",58
"28","2014/04/01 19:43",66
"29","2014/04/01 19:48",63
"30","2014/04/01 19:53",53
"31","2014/04/01 19:58",61
"32","2014/04/01 20:03",97
"33","2014/04/01 20:08",59
"34","2014/04/01 20:13",29
"35","2014/04/01 20:18",38
"36","2014/04/01 20:23",55
"37","2014/04/01 20:28",29
"38","2014/04/01 20:33",40
"39","2014/04/01 20:38",85
"40","2014/04/01 20:43",95
"41","2014/04/01 20:48",50
"42","2014/04/01 20:53",56
"43","2014/04/01 20:58",57
"44","2014/04/01 21:03",55
"45","2014/04/01 21:08",43
"46","2014/04/01 21:13",53
"47","2014/04/01 21:18",30
"48","2014/04/01 21:23",27
"49","2014/04/01 21:28",22
"50","2014/04/01 21:33",48
"51","2014/04/01 21:38",92
"52","2014/04/01 21:43",93
"53","2014/04/01 21:48",93
"54","2014/04/01 21:53",77
"55","2014/04/01 21:58",41
"56","2014/04/01 22:03",89
"57","2014/04/01 22:08",69
"58","2014/04/01 22:13",83
"59","2014/04/01 22:18",58
"60","2014/04/01 22:23",56
"61","2014/04/01 22:28",48
"62","2014/04/01 22:33",66
"63","2014/04/01 22:38",50
"64","2014/04/01 22:43",48
"65","2014/04/01 22:48",81
"66","2014/04/01 22:53",81
"67","2014/04/01 22:58",81
"68","2014/04/01 23:03",74
"69","2014/04/01 23:08",78
"70","2014/04/01 23:13",76
"71","2014/04/01 23:18",77
"72","2014/04/01 23:23",78
"73","2014/04/01 23:28",84
"74","2014/04/01 23:33",78
"75","2014/04/01 23:38",79
"76","2014/04/01 23:43",81
"77","2014/04/01 23:48",83
"78","2014/04/01 23:53",78
"79","2014/04/01 23:58",80
"80","2014/04/02 00:03",57
"81","2014/04/02 00:08",62
"82","2014/04/02 00:13",59
"83","2014/04/02 00:18",53
"84","2014/04/02 00:23",56
"85","2014/04/02 00:28",50
"86","2014/04/02 00:33",55
"87","2014/04/02 00:38",57
"88","2014/04/02 00:43",67
"89","2014/04/02 00:48",92
"90","2014/04/02 00:53",78
"91","2014/04/02 00:58",75
"92","2014/04/02 01:03",41
"93","2014/04/02 01:08",44
"94","2014/04/02 01:13",57
"95","2014/04/02 01:18",87
"96","2014/04/02 01:23",40
