LDEV_D2CR_TransF0.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:00X(X175-1)","00:F0:01X(X5-1)","00:F0:02X(X391-1)","00:F0:03X(X270-1)","00:F0:1AX(X450-1)","00:F0:59X(X369-1)","00:F0:67X(X484-1)","00:F0:68X(X485-1)","00:F0:69X(X486-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",0,0,0,0,0,0,14,16,15
"8","2014/04/01 18:03",0,0,0,0,0,0,33,33,35
"9","2014/04/01 18:08",0,0,0,0,0,0,43,46,45
"10","2014/04/01 18:13",0,0,0,0,0,0,27,28,29
"11","2014/04/01 18:18",0,0,0,0,0,0,23,22,21
"12","2014/04/01 18:23",0,0,0,0,0,0,34,35,36
"13","2014/04/01 18:28",0,0,0,0,0,0,39,39,41
"14","2014/04/01 18:33",0,0,0,0,0,0,36,35,35
"15","2014/04/01 18:38",0,0,0,0,0,0,29,30,30
"16","2014/04/01 18:43",0,0,0,0,0,0,36,36,38
"17","2014/04/01 18:48",0,0,0,0,0,0,54,57,61
"18","2014/04/01 18:53",0,0,0,0,0,0,17,18,17
"19","2014/04/01 18:58",0,0,0,0,0,0,18,19,19
"20","2014/04/01 19:03",0,0,0,0,0,0,35,34,36
"21","2014/04/01 19:08",0,0,0,0,0,0,30,32,31
"22","2014/04/01 19:13",0,0,0,0,0,0,32,32,31
"23","2014/04/01 19:18",0,0,0,0,0,0,33,32,32
"24","2014/04/01 19:23",0,0,0,0,0,0,41,42,43
"25","2014/04/01 19:28",0,0,0,0,0,0,59,60,60
"26","2014/04/01 19:33",0,0,0,0,0,0,46,45,45
"27","2014/04/01 19:38",0,0,0,0,0,0,41,41,41
"28","2014/04/01 19:43",0,0,0,0,0,0,43,42,42
"29","2014/04/01 19:48",0,0,0,0,0,0,69,71,70
"30","2014/04/01 19:53",0,0,0,0,0,0,29,31,32
"31","2014/04/01 19:58",0,0,0,0,0,0,27,31,24
"32","2014/04/01 20:03",0,0,0,0,0,0,71,70,79
"33","2014/04/01 20:08",0,0,0,0,0,0,42,39,43
"34","2014/04/01 20:13",0,0,0,0,0,0,26,26,24
"35","2014/04/01 20:18",0,0,0,0,0,0,19,18,18
"36","2014/04/01 20:23",0,0,0,0,0,0,17,17,19
