LDEV_BackTrans_X424-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:32:6C X"
"1","2014/04/01 17:28",7
"2","2014/04/01 17:33",95
"3","2014/04/01 17:38",75
"4","2014/04/01 17:43",7
"5","2014/04/01 17:48",13
"6","2014/04/01 17:53",6
"7","2014/04/01 17:58",68
"8","2014/04/01 18:03",30
"9","2014/04/01 18:08",62
"10","2014/04/01 18:13",95
"11","2014/04/01 18:18",84
"12","2014/04/01 18:23",34
"13","2014/04/01 18:28",112
"14","2014/04/01 18:33",105
"15","2014/04/01 18:38",90
"16","2014/04/01 18:43",13
"17","2014/04/01 18:48",36
"18","2014/04/01 18:53",61
"19","2014/04/01 18:58",90
"20","2014/04/01 19:03",95
"21","2014/04/01 19:08",59
"22","2014/04/01 19:13",76
"23","2014/04/01 19:18",59
"24","2014/04/01 19:23",42
"25","2014/04/01 19:28",159
"26","2014/04/01 19:33",84
"27","2014/04/01 19:38",74
"28","2014/04/01 19:43",80
"29","2014/04/01 19:48",167
"30","2014/04/01 19:53",50
"31","2014/04/01 19:58",89
"32","2014/04/01 20:03",43
"33","2014/04/01 20:08",133
"34","2014/04/01 20:13",106
"35","2014/04/01 20:18",101
"36","2014/04/01 20:23",63
"37","2014/04/01 20:28",88
"38","2014/04/01 20:33",13
"39","2014/04/01 20:38",56
"40","2014/04/01 20:43",12
"41","2014/04/01 20:48",216
"42","2014/04/01 20:53",31
"43","2014/04/01 20:58",31
"44","2014/04/01 21:03",10
"45","2014/04/01 21:08",34
"46","2014/04/01 21:13",63
"47","2014/04/01 21:18",210
"48","2014/04/01 21:23",27
"49","2014/04/01 21:28",31
"50","2014/04/01 21:33",23
"51","2014/04/01 21:38",9
"52","2014/04/01 21:43",26
"53","2014/04/01 21:48",90
"54","2014/04/01 21:53",27
"55","2014/04/01 21:58",4
"56","2014/04/01 22:03",30
"57","2014/04/01 22:08",88
"58","2014/04/01 22:13",49
"59","2014/04/01 22:18",46
"60","2014/04/01 22:23",29
"61","2014/04/01 22:28",22
"62","2014/04/01 22:33",64
"63","2014/04/01 22:38",32
"64","2014/04/01 22:43",23
"65","2014/04/01 22:48",67
"66","2014/04/01 22:53",42
"67","2014/04/01 22:58",48
"68","2014/04/01 23:03",79
"69","2014/04/01 23:08",65
"70","2014/04/01 23:13",69
"71","2014/04/01 23:18",37
"72","2014/04/01 23:23",58
"73","2014/04/01 23:28",53
"74","2014/04/01 23:33",119
"75","2014/04/01 23:38",77
"76","2014/04/01 23:43",66
"77","2014/04/01 23:48",60
"78","2014/04/01 23:53",40
"79","2014/04/01 23:58",105
"80","2014/04/02 00:03",83
"81","2014/04/02 00:08",104
"82","2014/04/02 00:13",124
"83","2014/04/02 00:18",121
"84","2014/04/02 00:23",112
"85","2014/04/02 00:28",119
"86","2014/04/02 00:33",45
"87","2014/04/02 00:38",51
"88","2014/04/02 00:43",42
"89","2014/04/02 00:48",60
"90","2014/04/02 00:53",34
"91","2014/04/02 00:58",18
"92","2014/04/02 01:03",7
"93","2014/04/02 01:08",23
"94","2014/04/02 01:13",0
"95","2014/04/02 01:18",25
"96","2014/04/02 01:23",0
