LDEV_BackTrans_X15-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:50:0D X"
"1","2014/04/01 17:28",51
"2","2014/04/01 17:33",76
"3","2014/04/01 17:38",68
"4","2014/04/01 17:43",78
"5","2014/04/01 17:48",75
"6","2014/04/01 17:53",58
"7","2014/04/01 17:58",60
"8","2014/04/01 18:03",74
"9","2014/04/01 18:08",101
"10","2014/04/01 18:13",77
"11","2014/04/01 18:18",64
"12","2014/04/01 18:23",75
"13","2014/04/01 18:28",114
"14","2014/04/01 18:33",110
"15","2014/04/01 18:38",71
"16","2014/04/01 18:43",82
"17","2014/04/01 18:48",152
"18","2014/04/01 18:53",38
"19","2014/04/01 18:58",28
"20","2014/04/01 19:03",41
"21","2014/04/01 19:08",46
"22","2014/04/01 19:13",39
"23","2014/04/01 19:18",42
"24","2014/04/01 19:23",74
"25","2014/04/01 19:28",119
"26","2014/04/01 19:33",100
"27","2014/04/01 19:38",113
"28","2014/04/01 19:43",77
"29","2014/04/01 19:48",173
"30","2014/04/01 19:53",89
"31","2014/04/01 19:58",88
"32","2014/04/01 20:03",101
"33","2014/04/01 20:08",60
"34","2014/04/01 20:13",31
"35","2014/04/01 20:18",31
"36","2014/04/01 20:23",25
"37","2014/04/01 20:28",31
"38","2014/04/01 20:33",33
"39","2014/04/01 20:38",18
"40","2014/04/01 20:43",28
"41","2014/04/01 20:48",38
"42","2014/04/01 20:53",13
"43","2014/04/01 20:58",21
"44","2014/04/01 21:03",34
"45","2014/04/01 21:08",32
"46","2014/04/01 21:13",30
"47","2014/04/01 21:18",24
"48","2014/04/01 21:23",22
"49","2014/04/01 21:28",28
"50","2014/04/01 21:33",36
"51","2014/04/01 21:38",23
"52","2014/04/01 21:43",35
"53","2014/04/01 21:48",39
"54","2014/04/01 21:53",18
"55","2014/04/01 21:58",16
"56","2014/04/01 22:03",33
"57","2014/04/01 22:08",24
"58","2014/04/01 22:13",29
"59","2014/04/01 22:18",26
"60","2014/04/01 22:23",21
"61","2014/04/01 22:28",29
"62","2014/04/01 22:33",29
"63","2014/04/01 22:38",13
"64","2014/04/01 22:43",23
"65","2014/04/01 22:48",34
"66","2014/04/01 22:53",10
"67","2014/04/01 22:58",18
"68","2014/04/01 23:03",26
"69","2014/04/01 23:08",35
"70","2014/04/01 23:13",38
"71","2014/04/01 23:18",24
"72","2014/04/01 23:23",49
"73","2014/04/01 23:28",24
"74","2014/04/01 23:33",119
"75","2014/04/01 23:38",38
"76","2014/04/01 23:43",66
"77","2014/04/01 23:48",81
"78","2014/04/01 23:53",58
"79","2014/04/01 23:58",46
"80","2014/04/02 00:03",81
"81","2014/04/02 00:08",104
"82","2014/04/02 00:13",86
"83","2014/04/02 00:18",89
"84","2014/04/02 00:23",81
"85","2014/04/02 00:28",94
"86","2014/04/02 00:33",80
"87","2014/04/02 00:38",48
"88","2014/04/02 00:43",59
"89","2014/04/02 00:48",95
"90","2014/04/02 00:53",67
"91","2014/04/02 00:58",60
"92","2014/04/02 01:03",61
"93","2014/04/02 01:08",63
"94","2014/04/02 01:13",57
"95","2014/04/02 01:18",34
"96","2014/04/02 01:23",24
