LDEV_BackTrans_X485-1.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:F0:68 X"
"1","2014/04/01 17:28",51
"2","2014/04/01 17:33",80
"3","2014/04/01 17:38",77
"4","2014/04/01 17:43",84
"5","2014/04/01 17:48",75
"6","2014/04/01 17:53",68
"7","2014/04/01 17:58",67
"8","2014/04/01 18:03",76
"9","2014/04/01 18:08",109
"10","2014/04/01 18:13",81
"11","2014/04/01 18:18",71
"12","2014/04/01 18:23",79
"13","2014/04/01 18:28",126
"14","2014/04/01 18:33",109
"15","2014/04/01 18:38",76
"16","2014/04/01 18:43",90
"17","2014/04/01 18:48",164
"18","2014/04/01 18:53",36
"19","2014/04/01 18:58",25
"20","2014/04/01 19:03",39
"21","2014/04/01 19:08",48
"22","2014/04/01 19:13",42
"23","2014/04/01 19:18",43
"24","2014/04/01 19:23",73
"25","2014/04/01 19:28",136
"26","2014/04/01 19:33",101
"27","2014/04/01 19:38",126
"28","2014/04/01 19:43",82
"29","2014/04/01 19:48",201
"30","2014/04/01 19:53",109
"31","2014/04/01 19:58",52
"32","2014/04/01 20:03",81
"33","2014/04/01 20:08",53
"34","2014/04/01 20:13",30
"35","2014/04/01 20:18",31
"36","2014/04/01 20:23",23
"37","2014/04/01 20:28",38
"38","2014/04/01 20:33",30
"39","2014/04/01 20:38",17
"40","2014/04/01 20:43",26
"41","2014/04/01 20:48",36
"42","2014/04/01 20:53",9
"43","2014/04/01 20:58",18
"44","2014/04/01 21:03",31
"45","2014/04/01 21:08",33
"46","2014/04/01 21:13",32
"47","2014/04/01 21:18",22
"48","2014/04/01 21:23",18
"49","2014/04/01 21:28",24
"50","2014/04/01 21:33",33
"51","2014/04/01 21:38",24
"52","2014/04/01 21:43",33
"53","2014/04/01 21:48",34
"54","2014/04/01 21:53",17
"55","2014/04/01 21:58",13
"56","2014/04/01 22:03",29
"57","2014/04/01 22:08",24
"58","2014/04/01 22:13",30
"59","2014/04/01 22:18",27
"60","2014/04/01 22:23",17
"61","2014/04/01 22:28",24
"62","2014/04/01 22:33",25
"63","2014/04/01 22:38",7
"64","2014/04/01 22:43",18
"65","2014/04/01 22:48",26
"66","2014/04/01 22:53",6
"67","2014/04/01 22:58",22
"68","2014/04/01 23:03",25
"69","2014/04/01 23:08",34
"70","2014/04/01 23:13",41
"71","2014/04/01 23:18",24
"72","2014/04/01 23:23",54
"73","2014/04/01 23:28",22
"74","2014/04/01 23:33",135
"75","2014/04/01 23:38",46
"76","2014/04/01 23:43",71
"77","2014/04/01 23:48",89
"78","2014/04/01 23:53",68
"79","2014/04/01 23:58",50
"80","2014/04/02 00:03",92
"81","2014/04/02 00:08",118
"82","2014/04/02 00:13",91
"83","2014/04/02 00:18",107
"84","2014/04/02 00:23",92
"85","2014/04/02 00:28",98
"86","2014/04/02 00:33",85
"87","2014/04/02 00:38",48
"88","2014/04/02 00:43",65
"89","2014/04/02 00:48",103
"90","2014/04/02 00:53",82
"91","2014/04/02 00:58",73
"92","2014/04/02 01:03",67
"93","2014/04/02 01:08",68
"94","2014/04/02 01:13",60
"95","2014/04/02 01:18",41
"96","2014/04/02 01:23",38
