PHY_Long_CSW_CMA.csv
Serial number : xxxxx(RAID600)
From : 2014/03/03 01:00
To   : 2014/04/02 01:00
sampling rate : 15

"No.","time","CSW-1DU.CACHE-1CA","CSW-1DL.CACHE-1CA","CSW-1JU.CACHE-1CA","CSW-1JL.CACHE-1CA","CSW-2PU.CACHE-1CA","CSW-2PL.CACHE-1CA","CSW-2VU.CACHE-1CA","CSW-2VL.CACHE-1CA","CSW-1DU.CACHE-1CB","CSW-1DL.CACHE-1CB","CSW-1JU.CACHE-1CB","CSW-1JL.CACHE-1CB","CSW-2PU.CACHE-1CB","CSW-2PL.CACHE-1CB","CSW-2VU.CACHE-1CB","CSW-2VL.CACHE-1CB","CSW-1DU.CACHE-1CE","CSW-1DL.CACHE-1CE","CSW-1JU.CACHE-1CE","CSW-1JL.CACHE-1CE","CSW-2PU.CACHE-1CE","CSW-2PL.CACHE-1CE","CSW-2VU.CACHE-1CE","CSW-2VL.CACHE-1CE","CSW-1DU.CACHE-1CF","CSW-1DL.CACHE-1CF","CSW-1JU.CACHE-1CF","CSW-1JL.CACHE-1CF","CSW-2PU.CACHE-1CF","CSW-2PL.CACHE-1CF","CSW-2VU.CACHE-1CF","CSW-2VL.CACHE-1CF","CSW-1DU.CACHE-2CC","CSW-1DL.CACHE-2CC","CSW-1JU.CACHE-2CC","CSW-1JL.CACHE-2CC","CSW-2PU.CACHE-2CC","CSW-2PL.CACHE-2CC","CSW-2VU.CACHE-2CC","CSW-2VL.CACHE-2CC","CSW-1DU.CACHE-2CD","CSW-1DL.CACHE-2CD","CSW-1JU.CACHE-2CD","CSW-1JL.CACHE-2CD","CSW-2PU.CACHE-2CD","CSW-2PL.CACHE-2CD","CSW-2VU.CACHE-2CD","CSW-2VL.CACHE-2CD","CSW-1DU.CACHE-2CG","CSW-1DL.CACHE-2CG","CSW-1JU.CACHE-2CG","CSW-1JL.CACHE-2CG","CSW-2PU.CACHE-2CG","CSW-2PL.CACHE-2CG","CSW-2VU.CACHE-2CG","CSW-2VL.CACHE-2CG","CSW-1DU.CACHE-2CH","CSW-1DL.CACHE-2CH","CSW-1JU.CACHE-2CH","CSW-1JL.CACHE-2CH","CSW-2PU.CACHE-2CH","CSW-2PL.CACHE-2CH","CSW-2VU.CACHE-2CH","CSW-2VL.CACHE-2CH"
"515","2014/03/08 09:45",12,16,4,3,12,17,4,3,12,17,4,3,12,17,4,3,12,17,4,3,12,16,4,3,12,16,4,3,12,17,4,3,12,16,4,3,12,16,4,3,12,16,4,3,12,16,4,3,12,16,4,3,12,16,4,3,12,16,4,3,12,16,4,3
"516","2014/03/08 10:00",9,16,5,1,9,16,5,1,9,16,5,1,9,16,5,1,9,16,5,1,9,16,5,1,9,16,5,1,9,16,5,1,10,16,5,1,10,16,5,1,10,16,5,1,10,16,5,1,10,16,5,1,10,16,5,1,10,16,5,1,10,16,5,1
"517","2014/03/08 10:15",10,16,5,3,10,16,5,3,10,16,5,2,10,16,5,2,10,16,5,3,10,16,5,3,10,16,5,2,10,16,5,2,10,16,5,3,10,16,5,3,10,16,5,3,10,16,5,3,10,16,5,3,10,16,5,3,10,16,5,3,10,16,5,3
"518","2014/03/08 10:30",7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1,7,15,3,1
"519","2014/03/08 10:45",7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1,7,14,1,1
"520","2014/03/08 11:00",8,17,2,1,8,17,2,1,9,17,2,1,9,17,2,1,9,17,2,1,9,17,2,1,9,17,2,1,9,17,2,1,9,17,2,1,9,17,2,1,9,17,2,1,9,17,2,1,8,17,2,1,8,17,2,1,9,17,2,1,9,17,2,1
"521","2014/03/08 11:15",9,19,2,1,9,19,2,1,9,19,2,1,9,19,2,1,9,19,2,1,9,19,2,1,9,19,2,1,9,19,2,1,9,19,2,1,9,18,2,1,9,18,2,1,9,19,2,1,10,19,2,1,10,19,2,1,10,19,2,1,10,19,2,1
"522","2014/03/08 11:30",11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,10,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1,11,14,2,1
"523","2014/03/08 11:45",11,15,2,1,11,15,2,1,11,16,2,1,11,16,2,1,11,15,2,1,11,15,2,1,11,15,2,1,11,15,2,1,11,15,2,1,11,15,2,1,12,15,2,1,12,15,2,1,11,15,2,1,11,15,2,1,11,15,2,1,11,15,2,1
"524","2014/03/08 12:00",10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1,10,18,2,1
"525","2014/03/08 12:15",8,20,3,1,8,20,3,1,8,20,3,1,8,20,3,1,8,21,3,1,8,20,3,1,8,21,3,1,8,21,3,1,8,21,3,1,8,21,3,1,8,20,3,1,8,20,3,1,8,21,3,1,8,21,3,1,8,20,3,1,8,20,3,1
"526","2014/03/08 12:30",10,16,1,0,10,16,1,0,9,16,1,0,9,16,1,0,10,16,1,0,10,16,1,0,9,16,1,0,9,16,1,0,10,16,1,0,10,16,1,0,10,16,1,0,10,16,1,0,10,16,1,0,10,16,1,0,10,16,1,0,10,16,1,0
"527","2014/03/08 12:45",9,20,3,0,9,20,3,0,9,20,3,0,9,20,3,0,9,20,3,0,9,20,3,0,9,20,3,0,9,20,3,0,10,20,3,0,10,20,3,0,10,20,3,0,10,20,3,0,10,20,3,0,10,20,3,0,10,21,3,0,10,21,3,0
"528","2014/03/08 13:00",9,17,1,0,9,17,1,0,9,17,1,0,9,17,1,0,9,17,1,0,9,17,1,0,9,17,1,0,9,17,1,0,9,16,1,0,9,16,1,0,9,17,1,0,9,17,1,0,9,16,1,0,9,16,1,0,9,16,1,0,9,16,1,0
"529","2014/03/08 13:15",9,17,4,1,9,17,4,1,10,17,4,1,10,17,4,1,10,16,4,1,9,16,4,1,10,17,4,1,10,17,4,1,10,17,4,1,10,17,4,1,10,17,4,1,10,17,4,1,10,17,4,1,10,17,4,1,10,17,4,1,10,17,4,1
"530","2014/03/08 13:30",9,15,1,1,9,15,1,1,9,15,1,1,9,15,1,1,9,15,2,1,9,15,2,1,9,15,2,1,9,15,2,1,10,15,2,0,9,15,2,0,10,15,1,0,10,15,2,0,10,15,2,0,9,15,2,0,10,15,2,0,10,15,2,0
"531","2014/03/08 13:45",11,14,1,0,11,14,1,0,11,14,2,0,11,14,1,0,11,14,1,0,11,14,1,0,11,14,1,0,11,14,1,0,11,14,1,0,11,13,1,0,11,14,1,0,11,14,1,0,11,14,2,0,11,14,2,0,11,13,1,0,11,13,1,0
"532","2014/03/08 14:00",5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0,5,13,2,0
"533","2014/03/08 14:15",10,14,2,1,10,14,2,1,10,14,3,1,10,14,3,1,10,14,2,1,10,14,2,1,10,14,3,1,10,14,3,1,10,14,3,1,10,14,3,1,10,14,3,1,10,14,3,1,10,14,3,1,10,14,3,1,10,14,3,1,10,14,3,1
"534","2014/03/08 14:30",7,13,3,0,7,14,3,0,6,13,3,0,6,13,3,0,7,13,3,0,7,13,3,0,6,13,3,0,7,13,3,0,7,13,3,0,7,13,3,0,7,14,3,0,7,14,3,0,7,14,3,0,7,14,3,0,7,13,3,0,7,13,3,0
"535","2014/03/08 14:45",7,13,3,1,7,13,3,1,7,13,3,1,7,13,3,1,7,13,3,1,7,13,3,1,7,13,3,1,7,13,3,1,8,13,3,1,8,13,3,1,7,13,3,1,7,13,3,1,7,13,3,1,7,13,3,1,8,13,3,1,8,13,3,1
"536","2014/03/08 15:00",8,13,2,0,8,13,2,0,8,13,2,0,8,14,2,0,8,13,2,0,8,13,2,0,8,13,2,0,8,13,2,0,8,13,2,0,8,13,2,0,8,14,2,0,8,14,2,0,8,14,2,0,8,14,2,0,8,13,2,0,8,13,2,0
"537","2014/03/08 15:15",8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0,8,12,2,0
"538","2014/03/08 15:30",4,11,1,0,4,11,1,0,4,11,1,0,4,11,1,0,4,11,1,0,4,10,1,0,4,11,1,0,4,11,1,0,4,11,1,0,4,11,1,0,4,11,1,0,4,10,1,0,4,11,1,0,4,11,1,0,4,11,1,0,4,11,1,0
"539","2014/03/08 15:45",10,11,2,0,10,11,2,0,10,11,2,0,10,11,2,0,10,11,2,0,10,11,2,0,10,11,2,0,10,11,2,0,9,11,2,0,9,11,2,0,10,11,2,0,10,11,2,0,10,12,2,0,10,12,2,0,10,11,2,0,10,11,2,0
"540","2014/03/08 16:00",4,11,4,1,4,11,4,1,4,11,4,1,4,11,4,1,4,11,4,1,4,11,4,1,4,11,4,1,4,11,4,1,4,11,4,1,4,11,4,1,4,12,4,1,4,12,4,1,4,11,4,1,4,11,4,1,4,11,4,1,4,11,4,1
"541","2014/03/08 16:15",7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,12,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0,7,13,2,0
"542","2014/03/08 16:30",6,11,2,0,6,11,2,0,6,11,2,0,6,11,2,0,5,11,2,0,5,11,2,0,6,11,2,0,6,11,2,0,5,11,2,0,5,11,2,0,5,11,2,0,5,11,2,0,5,11,2,0,5,11,2,0,5,11,2,0,5,11,2,0
"543","2014/03/08 16:45",6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0,6,11,3,0
"544","2014/03/08 17:00",4,11,3,1,4,11,3,1,4,11,3,1,4,11,3,1,4,11,3,1,4,11,3,1,4,11,3,1,4,11,3,1,4,12,3,1,4,12,3,1,4,12,2,1,4,12,2,1,4,11,3,1,4,11,3,1,4,11,2,1,4,11,2,1
"545","2014/03/08 17:15",3,12,2,1,3,12,2,1,3,12,2,1,3,12,2,1,3,12,2,1,3,12,2,1,3,12,3,1,3,12,3,1,3,12,3,1,3,12,3,1,3,12,3,1,3,12,3,1,3,12,3,1,3,12,3,1,3,12,3,1,3,12,3,1
"546","2014/03/08 17:30",4,11,3,1,4,11,3,1,4,12,3,1,4,12,3,1,4,11,3,1,4,11,3,1,4,11,3,1,4,11,3,1,4,12,4,1,4,12,4,1,4,12,4,1,4,12,4,1,4,12,4,1,4,12,4,1,4,12,4,1,4,12,4,1
"547","2014/03/08 17:45",7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1,7,11,4,1
"548","2014/03/08 18:00",5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1,5,10,3,1
"549","2014/03/08 18:15",4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1,4,14,3,1
"550","2014/03/08 18:30",2,12,3,1,2,12,3,1,2,11,3,1,2,11,3,1,2,11,3,1,2,11,3,1,2,11,3,1,2,11,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1
"551","2014/03/08 18:45",2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1,2,11,2,1
"552","2014/03/08 19:00",1,11,2,1,1,11,2,1,1,11,1,1,1,11,1,1,1,11,2,1,1,11,2,1,1,11,2,1,1,11,2,1,1,11,2,1,1,11,2,1,1,12,2,1,1,12,2,1,1,12,2,1,1,12,2,1,1,12,2,1,1,12,2,1
"553","2014/03/08 19:15",2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1,2,12,3,1
"554","2014/03/08 19:30",2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,12,2,1,2,11,2,1,2,12,2,1,2,12,2,1
"555","2014/03/08 19:45",3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1,3,11,2,1
"556","2014/03/08 20:00",3,11,4,1,3,11,5,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,5,1,3,11,5,1,3,11,5,1,3,11,5,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1
"557","2014/03/08 20:15",3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1,4,11,3,1,4,11,3,1,3,11,3,1,3,11,3,1,4,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1,3,11,4,1
"558","2014/03/08 20:30",2,10,2,1,2,10,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1,2,9,2,1
"559","2014/03/08 20:45",2,10,3,1,2,10,3,1,2,10,3,1,2,10,3,1,2,10,3,1,2,10,3,1,2,10,3,1,2,10,3,1,2,10,3,1,2,10,3,1,2,9,3,1,3,9,3,1,2,10,3,1,2,10,3,1,3,10,3,1,3,10,3,1
"560","2014/03/08 21:00",3,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1,2,9,3,1,2,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1,3,9,3,1
"561","2014/03/08 21:15",2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1,2,10,2,1
"562","2014/03/08 21:30",4,9,2,1,4,9,2,1,4,8,3,1,4,8,3,1,4,8,2,1,4,8,2,1,4,8,3,1,4,8,3,1,4,9,3,1,4,9,3,1,4,8,2,1,4,8,2,1,4,8,3,1,4,9,3,1,4,9,3,1,4,9,3,1
"563","2014/03/08 21:45",3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1,3,9,2,1
"564","2014/03/08 22:00",2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1
"565","2014/03/08 22:15",4,8,4,1,4,8,4,1,4,9,4,1,4,9,4,1,4,8,4,1,4,8,4,1,4,8,4,2,4,8,4,2,4,9,4,1,4,9,4,1,4,8,4,1,4,8,4,1,4,9,4,1,4,9,4,1,4,9,4,1,4,9,4,1
"566","2014/03/08 22:30",2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1,2,8,2,1
"567","2014/03/08 22:45",4,10,4,2,4,10,4,2,4,11,4,2,4,11,3,2,4,10,3,2,4,10,4,2,4,10,3,2,4,10,3,2,4,11,3,2,4,11,3,2,4,11,3,2,4,11,3,2,4,11,4,2,4,11,4,2,4,11,4,2,4,11,4,2
"568","2014/03/08 23:00",6,12,4,1,6,12,4,1,6,12,4,1,6,12,4,1,6,11,4,1,6,11,4,1,6,11,4,1,6,11,4,1,6,12,4,1,6,12,4,1,6,12,4,1,6,12,4,1,6,12,4,1,6,12,4,1,6,12,4,1,6,12,4,1
"569","2014/03/08 23:15",5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1,5,13,4,1
"570","2014/03/08 23:30",5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1,5,11,5,1
"571","2014/03/08 23:45",6,14,5,2,6,14,4,2,6,14,5,2,6,14,4,2,6,13,5,2,6,13,4,2,6,14,5,2,6,14,4,2,6,13,5,2,6,13,4,2,6,13,5,2,6,13,4,2,6,14,5,2,6,14,4,2,6,13,5,2,6,13,4,2
"572","2014/03/09 00:00",5,14,5,2,5,14,5,2,5,14,5,2,5,14,5,2,5,14,5,1,5,14,5,1,5,14,5,1,5,14,5,1,5,14,5,2,5,14,5,2,5,14,5,2,5,14,5,2,5,14,5,2,5,14,5,2,5,15,5,2,5,15,5,1
"573","2014/03/09 00:15",9,18,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3,9,17,6,3
"574","2014/03/09 00:30",7,15,8,3,7,15,7,3,7,15,7,3,7,15,7,3,7,15,7,3,7,15,7,3,7,15,8,3,7,15,8,3,7,15,8,3,7,15,8,3,7,15,8,3,7,15,8,3,7,15,8,3,7,15,8,3,7,15,8,3,7,15,8,3
"575","2014/03/09 00:45",13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,10,5,13,24,9,5,13,24,9,5
"576","2014/03/09 01:00",11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,7,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5,11,21,8,5
"577","2014/03/09 01:15",10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5,10,27,10,5
"578","2014/03/09 01:30",11,27,10,5,11,27,10,5,11,28,10,5,11,27,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5,11,28,10,5
"579","2014/03/09 01:45",9,27,9,5,9,27,9,5,9,27,9,5,9,27,9,5,9,27,9,5,9,27,9,5,9,27,8,5,9,26,8,5,9,27,9,5,9,27,9,5,9,27,9,5,9,27,9,5,9,27,9,5,9,27,9,5,9,27,9,5,9,27,9,5
"580","2014/03/09 02:00",9,26,8,5,9,26,8,5,9,26,8,5,9,26,8,5,9,26,8,5,9,25,8,5,9,25,8,5,9,26,8,5,9,26,8,5,9,26,8,5,9,26,8,5,9,26,8,5,9,26,8,5,9,26,8,5,9,26,8,5,9,26,8,5
"581","2014/03/09 02:15",10,26,9,6,10,26,9,6,10,26,9,6,10,26,9,6,10,26,9,6,10,26,9,6,10,26,9,6,10,26,9,6,10,27,9,6,10,27,9,6,10,27,9,6,10,27,9,6,10,27,9,6,10,27,9,6,10,27,9,6,10,27,9,6
"582","2014/03/09 02:30",9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6,9,27,10,6
"583","2014/03/09 02:45",10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6,10,28,10,6
"584","2014/03/09 03:00",9,26,7,5,9,26,7,5,9,27,8,5,9,27,8,5,9,26,7,5,9,26,7,5,9,26,7,5,9,26,7,5,9,26,8,5,9,26,8,5,9,27,8,5,9,27,8,5,9,27,8,5,9,27,8,5,9,27,8,5,9,27,8,5
"585","2014/03/09 03:15",11,22,10,4,11,22,10,4,11,22,10,4,11,22,10,4,11,22,10,4,11,22,10,4,11,22,10,4,11,22,10,4,11,22,10,4,11,22,11,4,11,22,10,4,11,22,10,4,11,22,11,4,11,22,11,4,11,22,10,4,11,22,10,4
"586","2014/03/09 03:30",15,24,11,6,16,24,11,6,16,25,11,6,16,25,11,6,15,24,11,6,15,24,11,6,16,24,11,6,16,24,11,6,15,24,11,6,15,24,11,6,15,24,11,6,15,24,11,6,15,24,11,6,15,24,11,6,15,24,11,6,15,24,11,6
"587","2014/03/09 03:45",14,24,9,6,14,24,9,6,14,24,9,5,14,24,9,5,14,24,9,6,14,24,9,5,14,24,9,5,14,24,9,5,14,24,9,5,15,24,9,5,14,24,9,6,14,24,9,6,14,24,9,6,14,24,9,6,14,24,9,6,14,24,9,6
"588","2014/03/09 04:00",15,24,11,5,15,24,11,5,15,24,11,5,15,24,11,5,15,24,11,5,15,24,11,5,15,25,11,5,15,25,11,5,15,24,11,5,15,24,11,5,15,24,11,5,15,24,11,5,15,24,11,5,15,24,11,5,15,24,11,5,15,25,11,5
"589","2014/03/09 04:15",14,22,8,5,14,22,8,5,14,23,9,5,14,23,9,5,14,22,9,5,14,22,9,5,14,22,9,5,14,22,9,5,14,22,9,5,14,22,9,5,14,23,9,5,14,23,9,5,14,23,9,5,14,23,9,5,14,23,9,5,14,23,9,5
"590","2014/03/09 04:30",16,25,10,5,16,25,10,5,16,25,11,5,16,25,11,5,16,25,10,5,16,25,10,5,16,25,10,5,16,25,11,5,16,25,10,5,16,25,10,5,16,26,10,5,16,25,10,5,15,26,10,5,16,26,10,5,16,26,10,5,15,26,10,5
"591","2014/03/09 04:45",13,27,10,6,13,27,10,6,13,27,10,6,13,27,10,6,13,26,10,6,13,26,10,6,13,27,10,6,13,26,10,6,13,26,10,6,13,26,10,6,13,26,10,6,13,26,10,6,13,26,10,6,13,27,10,6,13,26,10,6,13,27,10,6
"592","2014/03/09 05:00",10,24,9,5,10,24,9,5,10,25,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5,10,24,9,5
"593","2014/03/09 05:15",8,20,8,3,8,20,8,3,9,20,8,3,9,20,8,3,9,20,8,4,9,20,8,3,9,19,8,4,9,19,8,3,8,20,8,4,8,20,8,4,8,20,8,3,8,20,8,3,8,20,8,3,8,20,8,4,8,20,8,3,8,20,8,3
"594","2014/03/09 05:30",8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4,8,21,6,4
"595","2014/03/09 05:45",8,22,6,4,8,22,6,4,8,22,6,4,8,22,6,4,8,21,6,4,8,21,6,4,8,22,6,4,8,22,6,4,8,21,6,4,8,21,6,4,9,21,6,4,9,21,6,4,9,21,6,4,9,21,6,4,9,22,6,4,9,22,6,4
"596","2014/03/09 06:00",7,21,6,4,7,21,6,4,7,21,7,4,7,21,7,4,7,21,6,4,7,21,6,4,7,21,7,4,7,21,7,4,7,21,7,4,7,21,6,4,7,22,6,4,7,22,6,4,7,21,6,4,7,21,7,4,7,21,7,4,7,21,6,4
"597","2014/03/09 06:15",11,20,6,4,11,20,6,4,11,20,6,4,11,20,6,4,11,19,6,4,11,19,6,4,11,19,6,4,11,19,6,4,11,19,7,4,11,19,7,4,11,19,7,4,11,19,7,4,11,19,6,4,11,19,6,4,11,20,6,4,11,20,6,4
"598","2014/03/09 06:30",10,23,6,4,10,23,6,4,10,24,7,4,10,24,7,4,10,23,7,4,10,23,7,4,10,24,7,4,10,24,7,4,10,23,7,4,10,23,7,4,10,24,6,4,10,24,6,4,10,23,6,4,10,23,6,4,10,24,6,4,10,24,6,4
"599","2014/03/09 06:45",10,25,7,4,10,25,7,4,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4,9,24,7,4,9,24,7,4,10,25,7,4,10,25,7,4,10,25,7,4,10,25,7,4,10,25,7,4,10,25,7,4,10,25,7,4,10,25,7,4
"600","2014/03/09 07:00",9,23,8,5,9,23,8,5,9,24,8,5,9,23,8,5,9,23,8,5,9,23,8,5,9,23,8,5,9,23,8,5,9,23,8,5,9,23,8,5,9,24,8,5,9,24,8,5,9,23,8,5,9,23,8,5,9,24,8,5,9,24,8,5
"601","2014/03/09 07:15",8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4,8,20,7,4
"602","2014/03/09 07:30",12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,10,6,12,25,9,6,12,25,9,6
"603","2014/03/09 07:45",9,22,7,4,9,22,7,4,9,22,7,4,9,22,7,4,9,22,8,4,9,22,8,4,9,22,7,4,9,22,7,4,9,22,8,4,9,22,8,4,9,22,8,4,9,22,8,4,9,22,8,4,9,22,8,4,9,22,8,4,9,22,8,4
"604","2014/03/09 08:00",10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,5,10,24,7,5,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4,10,24,7,4
