PHY_Short_CSW_CMA.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","CSW-1DU.CACHE-1CA","CSW-1DL.CACHE-1CA","CSW-1JU.CACHE-1CA","CSW-1JL.CACHE-1CA","CSW-2PU.CACHE-1CA","CSW-2PL.CACHE-1CA","CSW-2VU.CACHE-1CA","CSW-2VL.CACHE-1CA","CSW-1DU.CACHE-1CB","CSW-1DL.CACHE-1CB","CSW-1JU.CACHE-1CB","CSW-1JL.CACHE-1CB","CSW-2PU.CACHE-1CB","CSW-2PL.CACHE-1CB","CSW-2VU.CACHE-1CB","CSW-2VL.CACHE-1CB","CSW-1DU.CACHE-1CE","CSW-1DL.CACHE-1CE","CSW-1JU.CACHE-1CE","CSW-1JL.CACHE-1CE","CSW-2PU.CACHE-1CE","CSW-2PL.CACHE-1CE","CSW-2VU.CACHE-1CE","CSW-2VL.CACHE-1CE","CSW-1DU.CACHE-1CF","CSW-1DL.CACHE-1CF","CSW-1JU.CACHE-1CF","CSW-1JL.CACHE-1CF","CSW-2PU.CACHE-1CF","CSW-2PL.CACHE-1CF","CSW-2VU.CACHE-1CF","CSW-2VL.CACHE-1CF","CSW-1DU.CACHE-2CC","CSW-1DL.CACHE-2CC","CSW-1JU.CACHE-2CC","CSW-1JL.CACHE-2CC","CSW-2PU.CACHE-2CC","CSW-2PL.CACHE-2CC","CSW-2VU.CACHE-2CC","CSW-2VL.CACHE-2CC","CSW-1DU.CACHE-2CD","CSW-1DL.CACHE-2CD","CSW-1JU.CACHE-2CD","CSW-1JL.CACHE-2CD","CSW-2PU.CACHE-2CD","CSW-2PL.CACHE-2CD","CSW-2VU.CACHE-2CD","CSW-2VL.CACHE-2CD","CSW-1DU.CACHE-2CG","CSW-1DL.CACHE-2CG","CSW-1JU.CACHE-2CG","CSW-1JL.CACHE-2CG","CSW-2PU.CACHE-2CG","CSW-2PL.CACHE-2CG","CSW-2VU.CACHE-2CG","CSW-2VL.CACHE-2CG","CSW-1DU.CACHE-2CH","CSW-1DL.CACHE-2CH","CSW-1JU.CACHE-2CH","CSW-1JL.CACHE-2CH","CSW-2PU.CACHE-2CH","CSW-2PL.CACHE-2CH","CSW-2VU.CACHE-2CH","CSW-2VL.CACHE-2CH"
"74","2014/04/01 23:33",6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3,6,17,6,3
"75","2014/04/01 23:38",7,16,5,3,7,16,5,3,7,16,5,3,7,16,6,3,7,16,6,3,7,16,6,3,7,16,6,3,7,16,6,3,7,16,5,3,7,16,5,3,7,16,5,3,7,16,5,3,7,16,6,3,7,16,6,3,7,16,6,3,7,16,6,3
"76","2014/04/01 23:43",8,15,7,3,8,15,7,3,8,15,7,3,8,15,7,3,8,15,7,4,8,15,7,4,8,15,7,3,8,15,7,3,8,15,7,3,8,15,7,3,8,15,7,4,8,16,7,4,8,15,7,4,8,15,7,4,8,15,7,3,8,15,7,3
"77","2014/04/01 23:48",6,13,5,2,6,13,5,2,5,13,5,2,6,13,5,2,5,13,5,2,5,13,5,2,6,14,5,2,6,14,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2
"78","2014/04/01 23:53",7,13,6,2,7,13,6,2,7,13,6,2,7,13,6,2,7,12,6,2,7,12,6,2,7,13,6,2,7,13,6,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2,6,13,5,2
"79","2014/04/01 23:58",6,11,5,1,6,11,5,1,6,11,5,1,6,11,5,1,6,11,4,1,6,11,4,1,6,11,4,1,6,11,4,1,6,11,5,1,6,11,5,1,6,11,5,1,6,11,5,1,6,11,5,1,6,11,5,1,6,11,5,1,6,11,5,1
"80","2014/04/02 00:03",5,10,5,2,5,10,5,2,5,11,5,2,5,11,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,6,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2
"81","2014/04/02 00:08",6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2,6,13,6,2
"82","2014/04/02 00:13",6,11,5,2,6,11,5,2,6,11,5,2,6,11,5,2,6,11,5,2,6,11,5,2,6,12,5,2,6,12,5,2,5,11,5,2,5,11,5,2,5,12,5,2,5,12,5,2,6,12,5,2,6,12,5,2,5,12,5,2,5,12,5,2
"83","2014/04/02 00:18",5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,1,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2,5,10,5,2
"84","2014/04/02 00:23",10,10,6,2,10,10,6,2,10,10,6,2,10,10,6,2,10,10,6,2,10,10,6,2,10,10,6,2,10,10,6,2,10,10,6,2,10,10,6,2,10,11,6,2,10,11,6,2,10,10,6,2,10,10,6,2,10,11,6,2,10,11,6,2
"85","2014/04/02 00:28",4,11,5,2,4,11,5,2,4,11,5,2,4,11,5,2,5,12,5,2,5,12,5,2,4,12,5,2,4,12,5,2,5,11,5,2,5,11,5,2,4,12,5,2,4,12,5,2,5,12,5,2,5,12,5,2,5,12,5,2,5,12,5,2
"86","2014/04/02 00:33",5,13,6,2,5,13,6,2,5,13,6,2,5,13,6,2,5,13,7,2,5,13,7,2,5,13,7,2,5,13,7,2,5,13,6,2,5,13,6,2,5,13,6,2,5,13,6,2,5,13,6,2,5,13,6,2,5,13,6,2,5,13,6,2
"87","2014/04/02 00:38",5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2,5,11,3,2
"88","2014/04/02 00:43",5,8,4,1,5,8,4,1,5,8,4,1,5,8,4,1,5,8,4,1,5,8,4,1,5,8,4,1,5,8,4,1,5,8,4,1,5,8,4,1,5,9,4,1,5,9,4,1,5,8,4,1,5,8,4,1,5,8,4,1,5,8,4,1
"89","2014/04/02 00:48",5,8,6,1,5,8,6,1,5,9,6,1,5,9,6,1,5,8,6,1,5,9,6,1,5,9,6,1,5,9,6,1,5,8,6,1,5,8,6,1,5,9,6,1,5,9,6,1,5,9,6,1,5,9,6,1,5,9,6,1,5,9,6,1
"90","2014/04/02 00:53",5,9,6,2,5,9,6,2,5,9,6,2,5,9,6,2,5,9,6,2,5,9,6,2,5,9,6,1,5,9,6,1,5,9,6,1,5,9,6,1,5,10,6,1,5,10,6,1,5,9,6,1,5,9,6,1,5,10,6,2,5,10,6,2
"91","2014/04/02 00:58",3,8,5,1,3,8,5,1,4,8,5,1,4,8,5,1,4,8,5,1,4,8,5,1,4,8,5,1,4,8,5,1,3,8,5,1,3,8,5,1,3,8,5,1,3,8,5,1,3,8,5,1,3,8,5,1,3,8,5,1,4,8,5,1
"92","2014/04/02 01:03",9,12,6,2,9,12,5,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2,9,12,6,2
"93","2014/04/02 01:08",9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1,9,10,5,1
"94","2014/04/02 01:13",8,10,4,1,8,10,4,1,8,10,4,1,8,10,4,1,8,10,4,1,8,10,4,1,8,11,4,1,8,11,4,1,8,10,4,1,8,10,4,1,8,10,4,1,8,10,4,1,8,10,4,1,8,10,4,1,8,10,4,1,8,10,4,1
"95","2014/04/02 01:18",7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1
"96","2014/04/02 01:23",7,16,5,1,7,16,5,1,8,16,5,1,8,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,15,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1,7,16,5,1
