PHY_Short_MPA_SMA.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","CHA-1EU.SM-1SA","CHA-1EU.SM-1SC","CHA-1EU.SM-2SB","CHA-1EU.SM-2SD","CHA-1FU.SM-1SA","CHA-1FU.SM-1SC","CHA-1FU.SM-2SB","CHA-1FU.SM-2SD","CHA-1EL.SM-1SA","CHA-1EL.SM-1SC","CHA-1EL.SM-2SB","CHA-1EL.SM-2SD","CHA-2QU.SM-1SA","CHA-2QU.SM-1SC","CHA-2QU.SM-2SB","CHA-2QU.SM-2SD","CHA-2RU.SM-1SA","CHA-2RU.SM-1SC","CHA-2RU.SM-2SB","CHA-2RU.SM-2SD","CHA-2QL.SM-1SA","CHA-2QL.SM-1SC","CHA-2QL.SM-2SB","CHA-2QL.SM-2SD","DKA-1AU.SM-1SA","DKA-1AU.SM-1SC","DKA-1AU.SM-2SB","DKA-1AU.SM-2SD","DKA-1BU.SM-1SA","DKA-1BU.SM-1SC","DKA-1BU.SM-2SB","DKA-1BU.SM-2SD","DKA-1AL.SM-1SA","DKA-1AL.SM-1SC","DKA-1AL.SM-2SB","DKA-1AL.SM-2SD","DKA-1BL.SM-1SA","DKA-1BL.SM-1SC","DKA-1BL.SM-2SB","DKA-1BL.SM-2SD","DKA-1LU.SM-1SA","DKA-1LU.SM-1SC","DKA-1LU.SM-2SB","DKA-1LU.SM-2SD","DKA-1KU.SM-1SA","DKA-1KU.SM-1SC","DKA-1KU.SM-2SB","DKA-1KU.SM-2SD","DKA-1LL.SM-1SA","DKA-1LL.SM-1SC","DKA-1LL.SM-2SB","DKA-1LL.SM-2SD","DKA-1KL.SM-1SA","DKA-1KL.SM-1SC","DKA-1KL.SM-2SB","DKA-1KL.SM-2SD","DKA-2MU.SM-1SA","DKA-2MU.SM-1SC","DKA-2MU.SM-2SB","DKA-2MU.SM-2SD","DKA-2NU.SM-1SA","DKA-2NU.SM-1SC","DKA-2NU.SM-2SB","DKA-2NU.SM-2SD","DKA-2ML.SM-1SA","DKA-2ML.SM-1SC","DKA-2ML.SM-2SB","DKA-2ML.SM-2SD","DKA-2NL.SM-1SA","DKA-2NL.SM-1SC","DKA-2NL.SM-2SB","DKA-2NL.SM-2SD","DKA-2XU.SM-1SA","DKA-2XU.SM-1SC","DKA-2XU.SM-2SB","DKA-2XU.SM-2SD","DKA-2WU.SM-1SA","DKA-2WU.SM-1SC","DKA-2WU.SM-2SB","DKA-2WU.SM-2SD","DKA-2XL.SM-1SA","DKA-2XL.SM-1SC","DKA-2XL.SM-2SB","DKA-2XL.SM-2SD","DKA-2WL.SM-1SA","DKA-2WL.SM-1SC","DKA-2WL.SM-2SB","DKA-2WL.SM-2SD"
"54","2014/04/01 21:53",2,2,2,1,1,1,1,1,3,3,3,2,2,2,2,1,1,1,1,1,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"55","2014/04/01 21:58",2,2,2,1,1,1,1,0,3,3,3,2,2,2,2,1,1,1,1,0,3,3,3,2,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"56","2014/04/01 22:03",2,2,2,1,1,1,1,1,4,4,4,3,2,2,2,1,1,1,1,0,4,4,4,3,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"57","2014/04/01 22:08",2,2,2,1,1,1,1,1,4,4,4,2,3,3,3,2,1,1,1,1,4,3,4,2,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"58","2014/04/01 22:13",2,2,2,1,1,1,1,0,4,4,4,3,2,2,2,1,1,1,1,0,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,2,4,3,4,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"59","2014/04/01 22:18",2,2,2,1,1,1,1,0,3,3,3,2,2,2,2,1,1,1,1,0,3,3,3,2,0,0,0,0,0,0,0,0,4,4,4,3,3,3,3,2,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"60","2014/04/01 22:23",2,2,2,1,1,1,1,0,3,3,3,2,2,2,2,1,1,1,1,0,3,3,3,2,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,4,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"61","2014/04/01 22:28",2,1,1,1,1,1,1,0,3,3,3,2,1,1,1,0,1,1,1,0,3,3,3,2,0,0,0,0,0,0,0,0,4,4,4,3,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","2014/04/01 22:33",2,2,2,1,1,1,1,0,3,3,3,2,2,2,2,1,1,1,1,0,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"63","2014/04/01 22:38",2,2,2,1,1,1,1,0,5,4,5,3,2,2,2,1,1,1,1,0,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
"64","2014/04/01 22:43",2,2,2,1,1,1,1,0,4,4,4,3,2,2,2,1,1,1,1,1,4,4,4,3,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"65","2014/04/01 22:48",3,3,3,2,2,2,2,1,4,4,4,3,2,2,2,1,2,2,2,1,4,5,4,3,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"66","2014/04/01 22:53",2,3,2,2,2,2,2,1,4,4,4,3,2,2,2,1,1,1,1,1,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"67","2014/04/01 22:58",2,2,2,1,1,1,1,1,4,4,4,3,2,2,2,1,1,1,1,0,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"68","2014/04/01 23:03",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,2,4,4,4,3,0,0,0,0,0,0,0,0,5,4,4,3,5,5,5,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5,4,5,5,5,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"69","2014/04/01 23:08",3,3,3,2,2,2,2,1,6,6,6,5,4,4,4,3,2,2,2,2,5,6,5,5,1,0,0,0,0,0,0,0,5,4,4,3,5,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,5,4,4,4,5,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"70","2014/04/01 23:13",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,4,4,4,3,4,5,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"71","2014/04/01 23:18",2,2,2,2,2,2,2,1,5,5,5,4,2,2,2,2,2,2,2,1,5,5,5,4,1,1,1,0,1,1,1,1,5,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,1,0,4,5,4,4,4,5,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"72","2014/04/01 23:23",3,2,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"73","2014/04/01 23:28",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,2,1,2,0,0,0,0,0,0,0,0
"74","2014/04/01 23:33",3,3,3,3,2,2,2,1,6,6,6,5,3,3,3,3,2,2,2,1,5,6,5,5,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"75","2014/04/01 23:38",3,3,3,2,2,2,2,2,6,6,6,5,3,3,3,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"76","2014/04/01 23:43",3,3,3,3,2,2,2,1,6,6,6,5,3,3,3,3,2,2,2,2,6,6,6,5,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"77","2014/04/01 23:48",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"78","2014/04/01 23:53",3,3,3,3,2,2,2,1,5,5,5,4,3,3,3,2,2,1,1,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"79","2014/04/01 23:58",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,5,5,5,3,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"80","2014/04/02 00:03",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"81","2014/04/02 00:08",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"82","2014/04/02 00:13",3,2,2,2,2,2,2,1,5,5,5,4,3,2,2,2,2,1,1,1,5,5,5,4,0,0,0,0,0,0,0,0,5,4,4,3,5,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"83","2014/04/02 00:18",3,2,2,2,2,1,1,1,4,4,4,3,2,2,2,1,2,2,2,1,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"84","2014/04/02 00:23",3,3,3,3,2,2,2,1,5,5,5,4,4,4,4,3,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,3,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,3,3,3,2,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"85","2014/04/02 00:28",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"86","2014/04/02 00:33",3,3,3,2,2,2,2,2,4,4,4,3,3,3,3,2,2,2,2,1,4,4,4,3,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"87","2014/04/02 00:38",3,3,3,2,2,2,2,1,5,5,5,4,3,3,3,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"88","2014/04/02 00:43",3,3,3,2,2,2,2,1,5,5,5,3,3,3,3,3,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"89","2014/04/02 00:48",3,3,3,2,2,2,2,2,4,5,4,3,3,3,3,2,2,2,2,1,5,5,5,3,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"90","2014/04/02 00:53",3,3,3,2,2,2,2,2,5,5,5,4,3,2,2,2,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"91","2014/04/02 00:58",2,2,2,2,2,2,2,1,4,4,4,3,3,3,3,2,2,2,2,1,4,4,4,3,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"92","2014/04/02 01:03",4,4,4,3,2,2,2,1,5,5,5,4,5,5,5,4,2,2,2,2,5,5,5,4,0,0,0,0,0,0,0,0,3,3,3,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"93","2014/04/02 01:08",3,3,3,3,2,2,2,1,5,5,5,3,4,4,4,3,2,2,2,1,4,4,4,3,0,0,0,0,0,0,0,0,3,3,3,2,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,4,4,4,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"94","2014/04/02 01:13",3,3,3,2,2,2,2,2,5,5,5,3,4,4,4,3,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,3,4,3,3,3,3,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,2,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"95","2014/04/02 01:18",4,4,4,3,2,2,2,2,5,5,5,3,4,4,4,3,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,4,4,5,4,5,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,4,5,4,5,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
"96","2014/04/02 01:23",5,4,4,3,2,2,2,1,5,5,5,4,5,4,4,3,2,2,2,1,5,5,5,4,0,0,0,0,0,0,0,0,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,3,3,3,4,3,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0
