LDEV_Rnd_Write_IOPS20.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:20:01X(X403-1)","00:20:02X(X409-1)","00:20:03X(X49-1)","00:20:04X(X57-1)","00:20:05X(X62-1)","00:20:06X(X64-1)","00:20:07X(X596-1)","00:20:08X(X608-1)","00:20:09(3-1)","00:20:0A(3-2)","00:20:0BX(X19-1)","00:20:0CX(X1033-1)","00:20:0DX(X277-1)","00:20:10X(X333-1)","00:20:11X(X384-1)","00:20:12X(X385-1)","00:20:13X(X389-1)","00:20:14X(X390-1)","00:20:15(1-11)","00:20:16(1-12)","00:20:17(1-12)","00:20:18(1-13)","00:20:19(1-13)","00:20:1A(1-14)","00:20:1B(1-14)","00:20:1C(1-15)","00:20:1D(1-15)","00:20:1E(3-1)","00:20:1F(3-9)","00:20:20(3-9)","00:20:21(3-9)","00:20:22(3-9)","00:20:23(3-9)","00:20:24(3-9)","00:20:25(3-9)","00:20:26(3-9)","00:20:27(3-9)","00:20:28(3-9)","00:20:29(3-6)","00:20:2A(3-7)","00:20:2B(3-7)","00:20:2C(3-8)","00:20:2D(3-8)","00:20:2E(3-9)","00:20:2F(3-9)","00:20:30(1-1)","00:20:31(1-1)","00:20:32(3-11)","00:20:33(3-11)","00:20:34X(X28-1)","00:20:35X(X35-1)","00:20:36X(X36-1)","00:20:37X(X56-1)","00:20:38X(X776-1)","00:20:39X(X58-1)","00:20:3AX(X65-1)","00:20:3BX(X208-1)","00:20:3CX(X306-1)","00:20:3DX(X331-1)","00:20:3EX(X332-1)","00:20:42X(X37-1)","00:20:43X(X38-1)","00:20:44X(X39-1)","00:20:45X(X40-1)","00:20:46X(X41-1)","00:20:48X(X194-1)"
"14","2014/04/01 18:33",1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,10,4,0,0,3,0,0,0,0,1,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,7,0,6,0,0,0,0,0,0,0,0,0,0,0
"15","2014/04/01 18:38",1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,9,4,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,9,8,8,0,6,2,2,2,1,2,0,0,0,0,0,0
"16","2014/04/01 18:43",1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,10,4,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,9,0,7,1,1,1,1,1,0,0,0,0,0,0
"17","2014/04/01 18:48",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,10,3,0,0,4,0,0,0,0,1,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,8,0,7,0,1,0,0,0,0,0,0,0,0,0
"18","2014/04/01 18:53",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,10,5,0,0,4,0,0,0,0,1,13,0,1,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,10,8,9,0,8,1,1,1,1,1,0,0,0,0,0,0
"19","2014/04/01 18:58",2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,5,0,0,3,0,0,0,0,1,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,7,0,6,0,0,0,0,0,0,0,0,0,0,0
"20","2014/04/01 19:03",2,3,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,1,10,6,0,0,4,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,8,0,7,1,1,1,1,1,0,0,0,0,0,0
"21","2014/04/01 19:08",1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,3,1,2,1,10,4,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,7,0,6,0,1,0,0,1,0,0,0,0,0,0
"22","2014/04/01 19:13",1,3,0,0,0,0,0,0,0,0,0,0,0,1,3,3,1,2,1,10,4,0,0,4,0,0,0,0,1,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,8,0,6,0,1,0,0,0,0,0,0,0,0,0
"23","2014/04/01 19:18",1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,3,1,2,1,9,4,0,0,4,0,0,0,0,1,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,7,8,0,7,0,0,0,0,0,0,0,0,0,0,0
"24","2014/04/01 19:23",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,10,4,0,0,3,0,0,0,0,1,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,9,8,0,8,0,0,0,0,0,0,0,0,0,0,0
"25","2014/04/01 19:28",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,9,4,0,0,3,0,0,0,0,1,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,10,8,0,8,0,0,0,0,0,0,0,0,0,0,0
"26","2014/04/01 19:33",1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,9,3,0,0,3,0,0,0,0,1,12,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,12,10,0,10,1,2,1,1,1,0,0,0,0,0,0
"27","2014/04/01 19:38",1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,10,4,0,0,3,0,0,0,0,1,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,9,8,0,8,0,1,1,0,1,0,0,0,0,0,0
"28","2014/04/01 19:43",1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,9,5,0,0,4,0,0,0,0,1,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,9,0,7,0,1,0,0,0,0,0,0,0,0,0
"29","2014/04/01 19:48",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,9,6,0,0,4,0,0,0,0,1,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,8,8,0,6,0,0,0,0,0,0,0,0,0,0,0
"30","2014/04/01 19:53",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,10,6,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,11,9,9,0,7,0,0,0,0,0,0,0,0,0,0,0
"31","2014/04/01 19:58",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,9,3,0,0,2,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,10,9,9,0,8,1,1,0,0,1,0,0,0,0,0,0
"32","2014/04/01 20:03",2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,1,10,4,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,13,12,11,0,9,1,1,1,1,1,0,0,0,0,0,0
"33","2014/04/01 20:08",1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,10,5,0,0,2,0,0,0,0,1,12,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,7,8,7,7,0,5,0,1,0,0,1,0,0,0,0,0,0
"34","2014/04/01 20:13",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,10,3,0,0,3,0,0,0,0,1,12,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,11,10,0,8,2,2,2,2,2,0,0,0,0,0,0
"35","2014/04/01 20:18",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,10,4,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,6,6,0,5,0,0,0,0,0,0,0,0,0,0,0
"36","2014/04/01 20:23",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,11,4,0,0,4,0,0,0,0,1,12,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,0,6,1,1,1,1,1,0,0,0,0,0,0
"37","2014/04/01 20:28",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,11,4,0,0,4,0,0,0,0,1,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,7,7,0,6,0,1,0,0,0,0,0,0,0,0,0
"38","2014/04/01 20:33",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,5,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,8,0,7,0,1,1,1,0,0,0,0,0,0,0
"39","2014/04/01 20:38",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,6,0,0,4,0,0,0,0,1,13,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,9,8,7,0,7,1,1,0,0,1,0,0,0,0,0,0
"40","2014/04/01 20:43",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,2,10,6,0,0,5,0,0,0,0,1,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,10,8,9,0,8,0,0,0,0,0,0,0,0,0,0,0
"41","2014/04/01 20:48",1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,11,4,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,7,10,6,0,1,0,0,0,0,0,0,0,0,0
"42","2014/04/01 20:53",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,4,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,6,43,6,1,1,1,0,1,0,0,0,0,0,0
"43","2014/04/01 20:58",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,4,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,10,7,6,0,5,0,1,0,0,0,0,0,0,0,0,0
"44","2014/04/01 21:03",1,4,0,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,1,10,4,0,0,4,0,0,0,0,1,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,9,7,6,0,5,0,0,0,0,0,0,0,0,0,0,0
"45","2014/04/01 21:08",1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,2,1,10,4,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,6,4,0,4,0,1,0,1,1,0,0,0,0,0,0
"46","2014/04/01 21:13",1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,3,1,3,1,10,5,0,0,3,0,0,0,0,1,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,8,5,5,0,4,0,0,0,0,0,0,0,0,0,0,0
"47","2014/04/01 21:18",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,2,11,5,0,0,4,0,0,0,0,1,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,8,6,5,0,5,0,0,0,0,0,0,0,0,0,0,0
"48","2014/04/01 21:23",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,1,10,6,0,0,4,0,0,0,0,1,13,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,7,4,4,0,4,0,0,0,0,0,0,0,0,0,0,0
"49","2014/04/01 21:28",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,4,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,5,4,0,5,0,0,0,0,0,0,0,0,0,0,0
"50","2014/04/01 21:33",1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,1,9,4,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,13,9,7,0,9,0,0,0,0,0,0,0,0,0,0,0
"51","2014/04/01 21:38",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,10,3,0,0,2,0,0,0,0,1,14,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,9,11,10,8,0,9,0,1,0,0,0,0,0,0,0,0,0
"52","2014/04/01 21:43",1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,9,3,0,0,2,0,0,0,0,1,14,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,12,9,7,0,10,0,0,0,0,0,0,0,0,0,0,0
"53","2014/04/01 21:48",1,3,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,11,3,0,0,3,0,0,0,0,1,12,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,10,12,11,9,0,9,0,1,0,0,0,0,0,0,0,0,0
"54","2014/04/01 21:53",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,10,4,0,0,3,0,0,0,0,1,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,10,8,0,9,0,0,0,0,0,0,0,0,0,0,0
"55","2014/04/01 21:58",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,2,9,3,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,1,0,0,0,0,0,0,0,0,0,0,0
"56","2014/04/01 22:03",2,4,0,0,0,0,0,0,0,0,0,0,0,2,2,3,2,3,1,9,3,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,1,1,2,0,0,0,0,0,0
"57","2014/04/01 22:08",1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,11,5,0,0,4,0,0,0,0,1,13,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,1,2,0,0,0,0,0,0
"58","2014/04/01 22:13",1,3,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,2,1,10,6,0,0,4,0,0,0,0,1,12,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"59","2014/04/01 22:18",1,3,0,0,0,0,0,0,0,0,0,0,0,1,1,2,1,2,1,10,5,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"60","2014/04/01 22:23",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,1,11,7,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0
"61","2014/04/01 22:28",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,2,9,4,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"62","2014/04/01 22:33",1,4,0,0,0,0,0,0,0,0,11,0,0,1,0,2,1,2,2,11,3,0,0,4,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,2,2,3,0,0,0,0,0,0
"63","2014/04/01 22:38",1,3,0,0,0,0,0,0,0,0,29,0,0,1,1,2,1,2,1,10,3,0,0,4,0,0,0,0,1,13,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,3,3,3,0,0,0,0,0,0
"64","2014/04/01 22:43",1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,1,10,4,0,0,4,0,0,0,0,1,11,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,4,4,3,3,0,0,0,0,0,0
"65","2014/04/01 22:48",1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,1,10,4,0,0,4,0,0,0,0,1,13,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,3,3,3,3,0,0,0,0,0,0
"66","2014/04/01 22:53",1,3,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,2,2,9,3,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,5,5,5,5,5,0,0,0,0,0,0
"67","2014/04/01 22:58",1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,3,2,3,1,10,3,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,5,5,5,5,5,0,0,0,0,0,0
"68","2014/04/01 23:03",2,3,0,0,0,0,0,0,0,0,0,0,0,3,3,5,4,4,1,10,5,0,0,2,0,0,0,0,1,11,0,0,5,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,6,6,5,5,6,0,0,0,0,0,0
"69","2014/04/01 23:08",1,3,0,0,0,0,0,0,0,0,0,0,0,5,5,7,6,6,1,9,5,0,0,4,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,8,9,8,8,8,0,0,0,0,0,0
"70","2014/04/01 23:13",2,5,0,0,0,0,0,0,0,0,0,0,0,4,5,6,5,5,1,9,6,0,0,3,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,7,7,7,7,0,0,0,0,0,0
"71","2014/04/01 23:18",1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,7,4,6,1,9,4,0,0,2,0,0,0,0,1,11,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,8,7,7,7,0,0,0,0,0,0
"72","2014/04/01 23:23",2,3,0,0,0,0,0,0,0,0,0,0,0,4,4,6,5,6,2,9,3,0,0,4,0,0,0,0,1,12,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,7,6,6,6,0,0,0,0,0,0
"73","2014/04/01 23:28",1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,1,9,4,0,0,4,0,0,0,0,1,10,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,6,6,6,7,0,0,0,0,0,0
"74","2014/04/01 23:33",1,3,0,0,0,0,0,0,0,0,0,0,0,4,4,5,4,5,1,9,4,0,0,4,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,6,6,6,6,6,0,0,0,0,0,0
"75","2014/04/01 23:38",1,3,0,0,0,0,0,0,0,0,0,0,0,6,6,8,6,8,1,9,4,0,0,2,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,8,8,8,7,8,0,0,0,0,0,0
"76","2014/04/01 23:43",1,3,0,0,0,0,0,0,0,0,0,0,0,6,5,6,6,7,1,10,3,0,0,3,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,8,8,8,8,8,0,0,0,0,0,0
"77","2014/04/01 23:48",1,4,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,5,2,9,4,0,0,4,0,0,0,0,1,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,9,9,9,8,9,0,0,0,0,0,0
"78","2014/04/01 23:53",1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,5,4,5,1,9,5,0,0,3,0,0,0,0,1,10,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,1,8,9,8,8,8,0,0,0,0,0,0
"79","2014/04/01 23:58",1,3,0,0,0,0,0,0,0,0,0,0,0,5,4,6,5,6,2,9,6,0,0,4,0,0,0,0,1,11,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,7,7,6,7,7,0,0,0,0,0,0
"80","2014/04/02 00:03",1,4,0,0,0,0,0,0,0,0,0,0,0,5,5,6,6,7,2,10,5,0,0,4,0,0,0,0,1,10,0,0,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,2,0,0,0,5,6,5,5,6,0,0,0,0,0,0
