LDEV_Rnd_Write_Hit16.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:16:00X(X154-1)","00:16:04X(X196-1)","00:16:05X(X654-1)","00:16:08X(X656-1)","00:16:0FX(X81-1)","00:16:10X(X192-1)","00:16:11X(X190-1)","00:16:12X(X193-1)","00:16:13(11-12)","00:16:14(11-13)","00:16:15(11-13)","00:16:16X(X670-1)","00:16:24X(X571-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",83,89,0,0,99,0,0,0,96,100,0,95,85
"8","2014/04/01 18:03",75,82,0,0,98,0,0,0,96,98,0,96,82
"9","2014/04/01 18:08",76,91,0,0,87,0,0,0,98,100,0,97,91
"10","2014/04/01 18:13",78,90,0,0,97,0,0,0,92,95,0,97,92
"11","2014/04/01 18:18",83,92,0,0,97,0,0,0,98,97,0,96,93
"12","2014/04/01 18:23",90,93,0,0,94,0,0,0,97,85,0,97,95
"13","2014/04/01 18:28",89,91,0,0,95,0,0,0,100,98,0,95,90
"14","2014/04/01 18:33",84,91,0,0,98,0,0,0,86,93,0,94,90
"15","2014/04/01 18:38",85,88,0,0,92,0,0,0,98,92,0,91,90
"16","2014/04/01 18:43",90,90,0,0,96,0,0,0,100,79,0,92,90
"17","2014/04/01 18:48",95,88,0,0,90,0,0,0,100,90,0,93,87
"18","2014/04/01 18:53",83,94,0,0,96,0,0,0,100,93,0,95,93
"19","2014/04/01 18:58",88,90,0,0,94,0,0,0,98,98,0,94,89
