LDEV_Rnd_Write_Hit05.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:05:01X(X178-1)","00:05:02X(X182-1)","00:05:03X(X185-1)","00:05:04X(X177-1)","00:05:05X(X180-1)","00:05:06(11-8)","00:05:07X(X183-1)","00:05:0AX(X155-1)","00:05:0BX(X152-1)","00:05:0CX(X153-1)","00:05:0DX(X156-1)","00:05:0EX(X151-1)","00:05:0FX(X471-1)","00:05:10X(X537-1)","00:05:11X(X572-1)","00:05:12X(X605-1)","00:05:13X(X607-1)","00:05:16X(X93-1)","00:05:17X(X94-1)","00:05:18X(X42-1)","00:05:19X(X43-1)","00:05:1AX(X44-1)","00:05:1BX(X45-1)","00:05:20X(X61-1)","00:05:21X(X63-1)","00:05:25X(X95-1)","00:05:26X(X89-1)","00:05:27X(X53-1)","00:05:28X(X54-1)","00:05:29X(X59-1)","00:05:2AX(X60-1)","00:05:2BX(X82-1)","00:05:2CX(X83-1)","00:05:2DX(X84-1)","00:05:2EX(X85-1)","00:05:2FX(X86-1)","00:05:30X(X87-1)","00:05:31X(X88-1)","00:05:32X(X92-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,82,82,85,89,80,92,92,0,0,0,0,0
"8","2014/04/01 18:03",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,96,93,89,93,92,90,96,0,0,0,0,0
"9","2014/04/01 18:08",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,67,74,62,76,64,78,79,0,0,0,0,0
"10","2014/04/01 18:13",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,86,89,85,87,83,85,90,0,0,0,0,0
"11","2014/04/01 18:18",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,95,96,97,97,93,98,97,0,0,0,0,0
"12","2014/04/01 18:23",99,99,100,100,84,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,77,85,76,83,86,77,82,0,0,0,0,0
"13","2014/04/01 18:28",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,80,86,80,89,74,82,80,0,0,0,0,0
"14","2014/04/01 18:33",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,80,85,77,85,90,88,87,0,0,0,0,0
"15","2014/04/01 18:38",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,84,86,73,84,84,73,85,0,0,0,0,0
"16","2014/04/01 18:43",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,82,78,80,84,75,86,82,0,0,0,0,0
"17","2014/04/01 18:48",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,78,80,78,83,80,85,83,0,0,0,0,0
"18","2014/04/01 18:53",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,86,86,73,86,76,85,78,0,0,0,0,0
"19","2014/04/01 18:58",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,89,92,86,87,85,86,85,0,0,0,0,0
"20","2014/04/01 19:03",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,97,91,91,96,90,90,97,0,0,0,0,0
"21","2014/04/01 19:08",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,64,69,53,65,61,67,60,0,0,0,0,0
"22","2014/04/01 19:13",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,84,88,68,83,83,88,69,0,0,0,0,0
"23","2014/04/01 19:18",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,71,76,57,86,62,85,71,0,0,0,0,0
"24","2014/04/01 19:23",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,88,81,83,85,85,87,71,0,0,0,0,0
"25","2014/04/01 19:28",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,65,77,85,91,92,85,60,0,0,0,0,0
"26","2014/04/01 19:33",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,90,88,75,91,84,95,77,0,0,0,0,0
"27","2014/04/01 19:38",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,78,87,84,82,80,78,84,0,0,0,0,0
"28","2014/04/01 19:43",100,100,100,0,0,0,0,100,100,100,0,0,100,100,99,0,98,0,0,0,0,0,0,0,0,0,0,83,78,68,86,74,83,73,0,0,0,0,0
"29","2014/04/01 19:48",100,100,100,0,0,0,0,100,100,100,0,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,84,87,88,91,92,90,83,0,0,0,0,0
