LDEV_Rnd_Write_HitC9.csv
Serial number : xxxxx(RAID600)
From : 2014/04/01 17:23
To   : 2014/04/02 01:23
sampling rate : 5

"No.","time","00:C9:14X(X811-1)","00:C9:15X(X812-1)","00:C9:16X(X813-1)","00:C9:17X(X814-1)","00:C9:19X(X816-1)","00:C9:1AX(X817-1)"
"1","2014/04/01 17:28",-4,-4,-4,-4,-4,-4
"2","2014/04/01 17:33",-4,-4,-4,-4,-4,-4
"3","2014/04/01 17:38",-4,-4,-4,-4,-4,-4
"4","2014/04/01 17:43",-4,-4,-4,-4,-4,-4
"5","2014/04/01 17:48",-4,-4,-4,-4,-4,-4
"6","2014/04/01 17:53",-4,-4,-4,-4,-4,-4
"7","2014/04/01 17:58",86,44,57,93,91,83
"8","2014/04/01 18:03",81,48,97,73,62,73
"9","2014/04/01 18:08",85,43,46,44,48,75
"10","2014/04/01 18:13",93,47,95,60,83,96
"11","2014/04/01 18:18",88,50,95,34,86,94
"12","2014/04/01 18:23",83,93,89,17,90,89
"13","2014/04/01 18:28",87,64,36,61,61,84
"14","2014/04/01 18:33",92,83,83,84,89,87
"15","2014/04/01 18:38",89,54,49,33,70,89
"16","2014/04/01 18:43",98,47,35,94,79,97
"17","2014/04/01 18:48",92,56,95,91,96,75
"18","2014/04/01 18:53",95,58,53,95,88,50
"19","2014/04/01 18:58",96,80,80,80,77,74
"20","2014/04/01 19:03",85,28,25,90,85,52
"21","2014/04/01 19:08",86,81,48,60,55,78
"22","2014/04/01 19:13",92,83,50,85,36,84
"23","2014/04/01 19:18",93,62,61,47,50,83
"24","2014/04/01 19:23",94,35,71,75,84,85
"25","2014/04/01 19:28",91,91,66,78,77,77
"26","2014/04/01 19:33",78,77,78,95,87,70
"27","2014/04/01 19:38",85,91,57,64,65,70
"28","2014/04/01 19:43",90,25,21,21,20,50
"29","2014/04/01 19:48",95,60,63,52,39,70
"30","2014/04/01 19:53",97,55,28,60,68,61
"31","2014/04/01 19:58",87,83,51,83,82,82
"32","2014/04/01 20:03",83,44,88,53,66,79
"33","2014/04/01 20:08",87,50,41,46,47,93
"34","2014/04/01 20:13",90,84,80,79,71,94
"35","2014/04/01 20:18",88,77,49,79,38,92
"36","2014/04/01 20:23",90,54,54,71,48,87
"37","2014/04/01 20:28",83,44,46,65,79,79
"38","2014/04/01 20:33",88,57,84,40,38,88
"39","2014/04/01 20:38",91,54,81,46,57,93
"40","2014/04/01 20:43",95,47,38,47,74,86
"41","2014/04/01 20:48",95,81,42,43,78,88
"42","2014/04/01 20:53",92,94,66,46,81,83
"43","2014/04/01 20:58",90,92,93,9,87,82
"44","2014/04/01 21:03",80,11,19,54,42,75
"45","2014/04/01 21:08",87,68,36,35,38,78
"46","2014/04/01 21:13",91,35,11,49,28,83
"47","2014/04/01 21:18",87,21,15,12,60,82
"48","2014/04/01 21:23",85,8,76,5,22,88
"49","2014/04/01 21:28",86,41,6,6,21,76
"50","2014/04/01 21:33",84,10,18,12,9,77
"51","2014/04/01 21:38",86,29,32,39,63,77
"52","2014/04/01 21:43",95,36,46,38,35,84
"53","2014/04/01 21:48",100,30,45,35,50,88
"54","2014/04/01 21:53",97,17,23,37,97,80
"55","2014/04/01 21:58",89,22,42,21,97,74
"56","2014/04/01 22:03",65,69,97,81,93,57
"57","2014/04/01 22:08",71,59,69,53,53,53
"58","2014/04/01 22:13",79,54,67,75,62,71
"59","2014/04/01 22:18",62,64,67,87,73,54
"60","2014/04/01 22:23",79,49,44,67,53,80
"61","2014/04/01 22:28",71,86,90,78,91,59
"62","2014/04/01 22:33",73,67,75,89,94,47
"63","2014/04/01 22:38",79,88,84,43,88,52
"64","2014/04/01 22:43",86,34,46,40,89,46
"65","2014/04/01 22:48",62,35,42,17,37,39
"66","2014/04/01 22:53",57,34,59,35,56,45
"67","2014/04/01 22:58",64,43,39,49,41,64
"68","2014/04/01 23:03",59,76,75,77,78,62
"69","2014/04/01 23:08",66,79,73,72,67,60
"70","2014/04/01 23:13",61,87,78,77,72,54
"71","2014/04/01 23:18",59,78,81,75,79,53
"72","2014/04/01 23:23",58,82,82,80,84,56
"73","2014/04/01 23:28",54,81,82,81,83,49
"74","2014/04/01 23:33",53,83,82,81,84,51
"75","2014/04/01 23:38",57,85,80,82,82,51
"76","2014/04/01 23:43",54,86,86,85,86,51
"77","2014/04/01 23:48",48,75,75,77,80,44
"78","2014/04/01 23:53",49,79,77,79,83,39
"79","2014/04/01 23:58",54,78,76,77,81,52
"80","2014/04/02 00:03",52,81,78,77,75,47
"81","2014/04/02 00:08",47,76,74,77,76,42
"82","2014/04/02 00:13",54,82,86,82,83,54
"83","2014/04/02 00:18",53,83,83,80,81,48
"84","2014/04/02 00:23",50,77,81,79,84,52
"85","2014/04/02 00:28",49,81,80,81,82,46
"86","2014/04/02 00:33",47,82,82,84,80,44
"87","2014/04/02 00:38",54,80,81,84,81,50
"88","2014/04/02 00:43",46,79,81,76,86,39
"89","2014/04/02 00:48",46,77,79,81,77,42
"90","2014/04/02 00:53",36,83,83,83,83,28
"91","2014/04/02 00:58",47,57,51,58,61,39
"92","2014/04/02 01:03",66,56,48,47,58,58
"93","2014/04/02 01:08",77,73,47,44,44,63
"94","2014/04/02 01:13",74,71,52,59,43,63
"95","2014/04/02 01:18",62,45,42,50,39,57
"96","2014/04/02 01:23",52,63,59,62,49,53
